simulation_id,seed,scenario_id,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,model,basis,observed_paid,true_reserve,true_ultimate,estimated_reserve,selected_alpha,runtime_seconds,success_or_failure,failure_category,failure_reason,pipeline_reconciliation_passed,model_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error
1,20260817,long_stable_no_break,constant,long,stable,False,none,chain_ladder,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,711277942.2898146,,0.053332460000092397,success,,,True,True,-42420062.802197576,42420062.802197576,-5.628257274877475,5.628257274877475,-0.056282572748774747
1,20260817,long_stable_no_break,constant,long,stable,False,none,chain_ladder,ceded,139213657.60900772,301848095.26935834,441061752.87836605,,,0.01381627800037677,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,
1,20260817,long_stable_no_break,constant,long,stable,False,none,inflation_adjusted_chain_ladder,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,709653007.7373953,,0.12390083800073626,success,,,True,True,-44044997.35461688,44044997.35461688,-5.843852187089155,5.843852187089155,-0.05843852187089155
1,20260817,long_stable_no_break,constant,long,stable,False,none,inflation_adjusted_chain_ladder,ceded,139213657.60900772,301848095.26935834,441061752.87836605,,,0.05642176500077767,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,
1,20260817,long_stable_no_break,constant,long,stable,False,none,cashflow_uplift,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,711277942.2898146,,0.09569659499993577,success,,,True,True,-42420062.802197576,42420062.802197576,-5.628257274877475,5.628257274877475,-0.056282572748774747
1,20260817,long_stable_no_break,constant,long,stable,False,none,cashflow_uplift,ceded,139213657.60900772,301848095.26935834,441061752.87836605,,,0.01827580100052728,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,699251110.9202068,0.001,2.3606078579996392,success,,,True,True,-54446894.17180538,54446894.17180538,-7.223966867891399,7.223966867891399,-0.07223966867891399
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,139213657.60900772,301848095.26935834,441061752.87836605,420603929.46004033,0.1,2.1158422710004743,success,,,True,True,118755834.190682,118755834.190682,39.34291322418602,39.34291322418602,0.3934291322418602
