scenario_id,tail_type,inflation_scenario,structural_break,clause_type,model,basis,attempts,successes,failures,success_rate,mean_runtime_seconds,mean_signed_error,mean_absolute_error,root_mean_squared_error,mean_percentage_error,mean_absolute_percentage_error,median_absolute_percentage_error,mean_normalised_error
long_emerging_break,long,emerging,True,none,cashflow_uplift,ceded,50,7,43,0.14,0.04014053962004255,391480600.47549075,391480600.47549075,503020563.5686857,122.28490846831711,122.28490846831711,73.11537101924873,1.2228490846831712
long_emerging_break,long,emerging,True,none,cashflow_uplift,gross,50,50,0,1.0,0.11136249987996052,503091653.35214394,503091653.35214394,509813479.3648837,74.62075033106396,74.62075033106396,75.31462075202248,0.7462075033106396
long_emerging_break,long,emerging,True,none,chain_ladder,ceded,50,7,43,0.14,0.02746105702010027,325080818.0466636,325080818.0466636,426486779.6165992,101.60162863957966,101.60162863957966,57.42872061177455,1.0160162863957967
long_emerging_break,long,emerging,True,none,chain_ladder,gross,50,50,0,1.0,0.06736697282000023,412703694.5154707,412703694.5154707,419136007.4604766,61.22323360876472,61.22323360876472,62.10313341408397,0.6122323360876473
long_emerging_break,long,emerging,True,none,inflation_adjusted_chain_ladder,ceded,50,7,43,0.14,0.07175832770008128,392731978.3949774,392731978.3949774,517697909.44964856,122.81408642032662,122.81408642032662,71.44795685214201,1.2281408642032663
long_emerging_break,long,emerging,True,none,inflation_adjusted_chain_ladder,gross,50,50,0,1.0,0.14620033070001226,504417170.7158868,504417170.7158868,511148038.48032725,74.84929170986686,74.84929170986686,76.20320606139694,0.7484929170986686
long_emerging_break,long,emerging,True,none,regularized_poisson,ceded,50,50,0,1.0,3.2281459402198562,383559868.4003471,383559868.4003471,444676481.8764637,119.20571841102044,119.20571841102044,105.27276075128208,1.1920571841102043
long_emerging_break,long,emerging,True,none,regularized_poisson,gross,50,50,0,1.0,3.8617303303401243,291662407.0221685,291662407.0221685,307189021.22647053,43.359985449352834,43.359985449352834,42.47294631618461,0.4335998544935284
long_emerging_no_break,long,emerging,False,none,cashflow_uplift,ceded,50,0,50,0.0,0.0250276278999263,,,,,,,
long_emerging_no_break,long,emerging,False,none,cashflow_uplift,gross,50,50,0,1.0,0.11341429623995282,19523153.772272013,45406135.293549635,55149558.56602563,2.206167536342909,5.140319459777348,4.285511287456501,0.022061675363429085
long_emerging_no_break,long,emerging,False,none,chain_ladder,ceded,50,0,50,0.0,0.016770805259984627,,,,,,,
long_emerging_no_break,long,emerging,False,none,chain_ladder,gross,50,50,0,1.0,0.06400560217996826,-47820536.64111809,54900954.294988744,66806964.971316434,-5.4528994950676335,6.250311941014591,5.495633322192029,-0.054528994950676354
long_emerging_no_break,long,emerging,False,none,inflation_adjusted_chain_ladder,ceded,50,0,50,0.0,0.05726133511992884,,,,,,,
