scenario_id,basis,model,prior_multiplier,attempted_fits,successful_fits,success_rate,mean_percentage_error,median_percentage_error,mean_absolute_percentage_error,RMSE,percentage_error_std,mean_runtime_seconds
long_emerging_break,ceded,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-56.11989674410812,-56.119264012357206,56.11989674410812,183265783.95055062,3.554551728839259,0.0038198660004127305
long_emerging_break,ceded,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-50.634883837121635,-50.63417201390185,50.634883837121635,165926240.63612244,3.9988706949441672,0.003850830000737915
long_emerging_break,ceded,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-45.14987093013515,-45.1490800154465,45.14987093013515,148631957.5404845,4.443189661049075,0.00392175999993924
long_emerging_break,ceded,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-39.66485802314865,-39.663988016991155,39.66485802314865,131400806.61491328,4.887508627153984,0.010457013999402989
long_emerging_break,ceded,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-34.17984511616217,-34.178896018535795,34.17984511616217,114261353.31701946,5.3318275932588906,0.004052124000736512
long_emerging_break,ceded,bornhuetter_ferguson_standard,0.8,50,50,1.0,-44.10619265620066,-44.105386692131276,44.10619265620066,145347694.62440082,4.527733865317045,0.00393817200063495
long_emerging_break,ceded,bornhuetter_ferguson_standard,0.9,50,50,1.0,-37.11946673822576,-37.11856002864768,37.11946673822576,123433295.42049836,5.093700598481676,0.0038343419994635044
long_emerging_break,ceded,bornhuetter_ferguson_standard,1.0,50,50,1.0,-30.132740820250845,-30.131733365164095,30.132740820250845,101700976.36491627,5.659667331646307,0.0038251059989852366
long_emerging_break,ceded,bornhuetter_ferguson_standard,1.1,50,50,1.0,-23.14601490227593,-23.1449067016805,23.14601490227593,80298710.1905614,6.2256340648109365,0.0038754580001113936
long_emerging_break,ceded,bornhuetter_ferguson_standard,1.2,50,50,1.0,-16.15928898430102,-16.158080038196914,16.21328603452559,59583229.288412735,6.791600797975567,0.003994776000326965
long_emerging_break,ceded,expected_loss,0.8,50,50,1.0,-23.008635017951857,-23.877358383136176,23.008635017951857,83916045.10857134,9.769423566698745,0.00883455400064122
long_emerging_break,ceded,expected_loss,0.9,50,50,1.0,-8.047725660431015,-9.023525264545437,11.856381723916439,46658371.896044,11.283158976107933,0.00878772599986405
long_emerging_break,ceded,expected_loss,1.0,50,50,1.0,7.638529929291125,6.754889589278417,11.557521295802424,44147085.54034068,12.678928196821888,0.008804793999879622
long_emerging_break,ceded,expected_loss,1.1,50,50,1.0,23.94707427323515,23.288324835178642,23.94707427323515,83741275.354579,14.003348595771433,0.008773448000283679
long_emerging_break,ceded,expected_loss,1.2,50,50,1.0,40.62951039212158,40.24240325837853,40.62951039212158,133476878.56135468,15.351399549710145,0.009267116000410169
long_emerging_break,gross,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-41.60959438293916,-41.833951489938556,41.60959438293916,287595813.04035825,4.551607423221491,0.004202764000365278
long_emerging_break,gross,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-34.31079368080656,-34.56319542618088,34.31079368080656,239619675.74302214,5.120558351124178,0.003777573999541346
long_emerging_break,gross,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-27.011992978673963,-27.292439362423202,27.011992978673963,192126426.98140973,5.689509279026866,0.0037655960000120103
long_emerging_break,gross,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-19.713192276541356,-20.021683298665522,19.713192276541356,145589410.6818912,6.258460206929551,0.0038657080003758892
long_emerging_break,gross,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-12.41439157440875,-12.75092723490784,12.698720840548098,101334725.92040357,6.827411134832238,0.003950437999883434
long_emerging_break,gross,bornhuetter_ferguson_standard,0.8,50,50,1.0,-23.409264221669474,-23.703553595421663,23.409264221669474,168986456.43958065,5.9703466320293215,0.0038684379996266217
long_emerging_break,gross,bornhuetter_ferguson_standard,0.9,50,50,1.0,-13.83542224937815,-14.166497794849363,13.95609679633313,109639607.55683076,6.716639961032988,0.003908562001161044
long_emerging_break,gross,bornhuetter_ferguson_standard,1.0,50,50,1.0,-4.261580277086843,-4.629441994277079,7.065145290390937,61029246.22087154,7.462933290036651,0.003950137999781873
long_emerging_break,gross,bornhuetter_ferguson_standard,1.1,50,50,1.0,5.31226169520448,4.907613806295222,7.6437190561719195,60560701.01329707,8.209226619040317,0.003818733999505639
long_emerging_break,gross,bornhuetter_ferguson_standard,1.2,50,50,1.0,14.88610366749577,14.444669606867485,15.017145127971236,108857394.714454,8.955519948043982,0.004151573999988614
long_emerging_break,gross,expected_loss,0.8,50,50,1.0,-34.208202732884814,-34.314570100485255,34.208202732884814,245939208.74691662,8.8775786061486,0.008892483999516117
long_emerging_break,gross,expected_loss,0.9,50,50,1.0,-13.510494791435896,-14.64481093815367,15.118513067883065,125880009.47973292,11.542098325230196,0.008826775999477832
long_emerging_break,gross,expected_loss,1.0,50,50,1.0,11.02957703123399,11.132766037800593,14.505552325594927,112731991.9072622,14.329710887642058,0.008969571999477921
long_emerging_break,gross,expected_loss,1.1,50,50,1.0,38.05886235016644,39.52920967752686,38.05886235016644,267580993.05811188,16.97102492198857,0.008789387999713653
long_emerging_break,gross,expected_loss,1.2,50,50,1.0,67.47570502889259,70.16906392455951,67.47570502889259,458098522.46174836,19.29837669760856,0.009138915999792517
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-50.780039601464274,-51.12595361097493,50.780039601464274,220320897.49232164,3.776463777497787,0.0038720320000720674
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-44.62754455164732,-45.01669781234679,44.62754455164732,194535839.8320065,4.248521749685012,0.003855380000459263
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-38.475049501830355,-38.90744201371866,38.475049501830355,168849656.9565923,4.720579721872235,0.0037549639999633656
