scenario_id,basis,model,prior_multiplier,attempted_fits,successful_fits,success_rate,mean_percentage_error,median_percentage_error,mean_absolute_percentage_error,RMSE,percentage_error_std,mean_runtime_seconds,baseline_mean_percentage_error,baseline_mean_absolute_percentage_error,baseline_RMSE,difference_in_MPE_vs_1_00,difference_in_MAPE_vs_1_00,difference_in_RMSE_vs_1_00
long_emerging_break,gross,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-12.41439157440875,-12.75092723490784,12.698720840548098,101334725.92040357,6.827411134832238,0.003950437999883434,-27.011992978673963,27.011992978673963,192126426.98140973,14.597601404265212,-14.313272138125864,-90791701.06100616
long_emerging_break,gross,bornhuetter_ferguson_standard,0.8,50,50,1.0,-23.409264221669474,-23.703553595421663,23.409264221669474,168986456.43958065,5.9703466320293215,0.0038684379996266217,-4.261580277086843,7.065145290390937,61029246.22087154,-19.14768394458263,16.344118931278537,107957210.21870911
long_emerging_break,gross,bornhuetter_ferguson_standard,0.9,50,50,1.0,-13.83542224937815,-14.166497794849363,13.95609679633313,109639607.55683076,6.716639961032988,0.003908562001161044,-4.261580277086843,7.065145290390937,61029246.22087154,-9.573841972291307,6.890951505942192,48610361.335959226
long_emerging_break,gross,bornhuetter_ferguson_standard,1.0,50,50,1.0,-4.261580277086843,-4.629441994277079,7.065145290390937,61029246.22087154,7.462933290036651,0.003950137999781873,-4.261580277086843,7.065145290390937,61029246.22087154,0.0,0.0,0.0
long_emerging_break,gross,bornhuetter_ferguson_standard,1.1,50,50,1.0,5.31226169520448,4.907613806295222,7.6437190561719195,60560701.01329707,8.209226619040317,0.003818733999505639,-4.261580277086843,7.065145290390937,61029246.22087154,9.573841972291323,0.5785737657809822,-468545.2075744644
long_emerging_break,gross,bornhuetter_ferguson_standard,1.2,50,50,1.0,14.88610366749577,14.444669606867485,15.017145127971236,108857394.714454,8.955519948043982,0.004151573999988614,-4.261580277086843,7.065145290390937,61029246.22087154,19.14768394458261,7.951999837580299,47828148.49358246
long_emerging_break,gross,expected_loss,0.8,50,50,1.0,-34.208202732884814,-34.314570100485255,34.208202732884814,245939208.74691662,8.8775786061486,0.008892483999516117,11.02957703123399,14.505552325594927,112731991.9072622,-45.237779764118805,19.702650407289887,133207216.83965442
long_emerging_break,gross,expected_loss,0.9,50,50,1.0,-13.510494791435896,-14.64481093815367,15.118513067883065,125880009.47973292,11.542098325230196,0.008826775999477832,11.02957703123399,14.505552325594927,112731991.9072622,-24.540071822669887,0.6129607422881378,13148017.57247071
long_emerging_break,gross,expected_loss,1.0,50,50,1.0,11.02957703123399,11.132766037800593,14.505552325594927,112731991.9072622,14.329710887642058,0.008969571999477921,11.02957703123399,14.505552325594927,112731991.9072622,0.0,0.0,0.0
long_emerging_break,gross,expected_loss,1.1,50,50,1.0,38.05886235016644,39.52920967752686,38.05886235016644,267580993.05811188,16.97102492198857,0.008789387999713653,11.02957703123399,14.505552325594927,112731991.9072622,27.029285318932452,23.553310024571516,154849001.15084967
long_emerging_break,gross,expected_loss,1.2,50,50,1.0,67.47570502889259,70.16906392455951,67.47570502889259,458098522.46174836,19.29837669760856,0.009138915999792517,11.02957703123399,14.505552325594927,112731991.9072622,56.4461279976586,52.970152703297664,345366530.55448616
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-50.780039601464274,-51.12595361097493,50.780039601464274,220320897.49232164,3.776463777497787,0.0038720320000720674,-38.475049501830355,38.475049501830355,168849656.9565923,-12.304990099633919,12.304990099633919,51471240.53572935
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-44.62754455164732,-45.01669781234679,44.62754455164732,194535839.8320065,4.248521749685012,0.003855380000459263,-38.475049501830355,38.475049501830355,168849656.9565923,-6.152495049816963,6.152495049816963,25686182.875414222
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-38.475049501830355,-38.90744201371866,38.475049501830355,168849656.9565923,4.720579721872235,0.0037549639999633656,-38.475049501830355,38.475049501830355,168849656.9565923,0.0,0.0,0.0
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-32.322554452013385,-32.79818621509051,32.322554452013385,143315522.17909414,5.192637694059459,0.0037967700001900083,-38.475049501830355,38.475049501830355,168849656.9565923,6.15249504981697,-6.15249504981697,-25534134.777498156
long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-26.17005940219643,-26.68893041646239,26.17005940219643,118032155.40041097,5.664695666246681,0.0037528339998971205,-38.475049501830355,38.475049501830355,168849656.9565923,12.304990099633926,-12.304990099633926,-50817501.55618133
long_emerging_no_break,ceded,bornhuetter_ferguson_standard,0.8,50,50,1.0,-50.780039601464274,-51.12595361097493,50.780039601464274,220320897.49232164,3.776463777497787,0.0044790540004032665,-38.475049501830355,38.475049501830355,168849656.9565923,-12.304990099633919,12.304990099633919,51471240.53572935
long_emerging_no_break,ceded,bornhuetter_ferguson_standard,0.9,50,50,1.0,-44.62754455164732,-45.01669781234679,44.62754455164732,194535839.8320065,4.248521749685012,0.006543925999867497,-38.475049501830355,38.475049501830355,168849656.9565923,-6.152495049816963,6.152495049816963,25686182.875414222
long_emerging_no_break,ceded,bornhuetter_ferguson_standard,1.0,50,50,1.0,-38.475049501830355,-38.90744201371866,38.475049501830355,168849656.9565923,4.720579721872235,0.003913536000181921,-38.475049501830355,38.475049501830355,168849656.9565923,0.0,0.0,0.0
long_emerging_no_break,ceded,bornhuetter_ferguson_standard,1.1,50,50,1.0,-32.322554452013385,-32.79818621509051,32.322554452013385,143315522.17909414,5.192637694059459,0.003968597999919439,-38.475049501830355,38.475049501830355,168849656.9565923,6.15249504981697,-6.15249504981697,-25534134.777498156
long_emerging_no_break,ceded,bornhuetter_ferguson_standard,1.2,50,50,1.0,-26.17005940219643,-26.68893041646239,26.17005940219643,118032155.40041097,5.664695666246681,0.0038826620002510026,-38.475049501830355,38.475049501830355,168849656.9565923,12.304990099633926,-12.304990099633926,-50817501.55618133
long_emerging_no_break,ceded,expected_loss,0.8,50,50,1.0,-21.141906509704672,-21.857558582055923,21.141906509704672,100882041.81450556,8.197122302518974,0.008889809999527643,5.75957669405143,9.489885353018945,47304622.22184725,-26.9014832037561,11.652021156685727,53577419.59265831
long_emerging_no_break,ceded,expected_loss,0.9,50,50,1.0,-7.908576422281644,-8.345447178787467,10.440753232315556,54996017.67921306,9.334384291759335,0.008858547999698202,5.75957669405143,9.489885353018945,47304622.22184725,-13.668153116333073,0.9508678792966112,7691395.457365811
long_emerging_no_break,ceded,expected_loss,1.0,50,50,1.0,5.75957669405143,5.009607558683003,9.489885353018945,47304622.22184725,10.44690868495084,0.008767217999702552,5.75957669405143,9.489885353018945,47304622.22184725,0.0,0.0,0.0
long_emerging_no_break,ceded,expected_loss,1.1,50,50,1.0,19.775821465594554,18.909675512441986,19.775821465594554,91684491.33067125,11.560662117368157,0.008871306000219192,5.75957669405143,9.489885353018945,47304622.22184725,14.016244771543125,10.285936112575609,44379869.108824
long_emerging_no_break,ceded,expected_loss,1.2,50,50,1.0,34.050792204844036,33.620057790026856,34.050792204844036,148181348.48947835,12.700569944794676,0.00877517400018405,5.75957669405143,9.489885353018945,47304622.22184725,28.291215510792608,24.56090685182509,100876726.2676311
long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-36.92194897470809,-37.18475562142471,36.92194897470809,333014306.35443026,4.530478663139983,0.0038426299995626325,-21.152436218385105,21.152436218385105,199188931.17965123,-15.769512756322982,15.769512756322982,133825375.17477903
long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-29.037192596546607,-29.332850074102815,29.037192596546607,265583361.5543465,5.096788496032481,0.003863425999006722,-21.152436218385105,21.152436218385105,199188931.17965123,-7.8847563781615015,7.8847563781615015,66394430.37469527
long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-21.152436218385105,-21.480944526780895,21.152436218385105,199188931.17965123,5.663098328924979,0.003899705999501748,-21.152436218385105,21.152436218385105,199188931.17965123,0.0,0.0,0.0
long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-13.267679840223607,-13.62903897945898,13.399608113679712,135364889.63788825,6.229408161817478,0.003887628000229597,-21.152436218385105,21.152436218385105,199188931.17965123,7.884756378161498,-7.752828104705394,-63824041.54176298
long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-5.382923462062123,-5.777133432137072,7.10537120124574,80478513.0395949,6.7957179947099755,0.003832455999654485,-21.152436218385105,21.152436218385105,199188931.17965123,15.769512756322982,-14.047065017139365,-118710418.14005633
long_emerging_no_break,gross,bornhuetter_ferguson_standard,0.8,50,50,1.0,-36.92194897470809,-37.18475562142471,36.92194897470809,333014306.35443026,4.530478663139983,0.003940545999503229,-21.152436218385105,21.152436218385105,199188931.17965123,-15.769512756322982,15.769512756322982,133825375.17477903
long_emerging_no_break,gross,bornhuetter_ferguson_standard,0.9,50,50,1.0,-29.037192596546607,-29.332850074102815,29.037192596546607,265583361.5543465,5.096788496032481,0.003817629999684868,-21.152436218385105,21.152436218385105,199188931.17965123,-7.8847563781615015,7.8847563781615015,66394430.37469527
long_emerging_no_break,gross,bornhuetter_ferguson_standard,1.0,50,50,1.0,-21.152436218385105,-21.480944526780895,21.152436218385105,199188931.17965123,5.663098328924979,0.00378099800014752,-21.152436218385105,21.152436218385105,199188931.17965123,0.0,0.0,0.0
long_emerging_no_break,gross,bornhuetter_ferguson_standard,1.1,50,50,1.0,-13.267679840223607,-13.62903897945898,13.399608113679712,135364889.63788825,6.229408161817478,0.003840278001007391,-21.152436218385105,21.152436218385105,199188931.17965123,7.884756378161498,-7.752828104705394,-63824041.54176298
long_emerging_no_break,gross,bornhuetter_ferguson_standard,1.2,50,50,1.0,-5.382923462062123,-5.777133432137072,7.10537120124574,80478513.0395949,6.7957179947099755,0.003812945999961812,-21.152436218385105,21.152436218385105,199188931.17965123,15.769512756322982,-14.047065017139365,-118710418.14005633
long_emerging_no_break,gross,expected_loss,0.8,50,50,1.0,-30.747191355144327,-31.131800685820984,30.747191355144327,287908635.4939316,8.092032337605065,0.008932563999696868,7.853546416016386,11.663391457047329,117185510.43418084,-38.600737771160716,19.083799898097,170723125.05975074
long_emerging_no_break,gross,expected_loss,0.9,50,50,1.0,-12.57644464855669,-13.128759378051113,13.650260469278791,148470058.4532672,10.047492716821557,0.008818928000400773,7.853546416016386,11.663391457047329,117185510.43418084,-20.429991064573077,1.9868690122314625,31284548.019086346
long_emerging_no_break,gross,expected_loss,1.0,50,50,1.0,7.853546416016386,7.9656723014544575,11.663391457047329,117185510.43418084,12.04085321971686,0.00880957399989711,7.853546416016386,11.663391457047329,117185510.43418084,0.0,0.0,0.0
long_emerging_no_break,gross,expected_loss,1.1,50,50,1.0,29.970356589387716,31.00075666070947,29.970356589387716,276308610.6508007,13.933800722177518,0.008865437999193091,7.853546416016386,11.663391457047329,117185510.43418084,22.11681017337133,18.306965132340387,159123100.21661985
long_emerging_no_break,gross,expected_loss,1.2,50,50,1.0,53.70770197958303,55.341887315896216,53.70770197958303,475800502.1141379,15.651706588992626,0.008750029999937396,7.853546416016386,11.663391457047329,117185510.43418084,45.85415556356664,42.044310522535696,358614991.67995703
long_shock_break,ceded,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-56.27122468573957,-56.479022205675264,56.27122468573957,226433767.91121706,3.3471606896768376,0.004604762000381016,-45.339030857174464,45.339030857174464,183736171.0332292,-10.932193828565104,10.932193828565104,42697596.87798786
long_shock_break,ceded,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-50.805127771457016,-51.03889998138469,50.805127771457016,205060479.68382844,3.765555775886441,0.0037559239998518025,-45.339030857174464,45.339030857174464,183736171.0332292,-5.466096914282552,5.466096914282552,21324308.65059924
long_shock_break,ceded,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-45.339030857174464,-45.59877775709409,45.339030857174464,183736171.0332292,4.183950862096046,0.003740382000542013,-45.339030857174464,45.339030857174464,183736171.0332292,0.0,0.0,0.0
long_shock_break,ceded,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-39.872933942891905,-40.15865553280349,39.872933942891905,162480127.7197974,4.6023459483056515,0.003802021999581484,-45.339030857174464,45.339030857174464,183736171.0332292,5.466096914282559,-5.466096914282559,-21256043.3134318
long_shock_break,ceded,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-34.40683702860936,-34.71853330851291,34.40683702860936,141323155.92934757,5.020741034515256,0.00376890400017146,-45.339030857174464,45.339030857174464,183736171.0332292,10.932193828565104,-10.932193828565104,-42413015.10388163
long_shock_break,ceded,bornhuetter_ferguson_standard,0.8,50,50,1.0,-44.67106222239681,-44.933983284517495,44.67106222239681,181134493.20240143,4.235079628913711,0.003818319999700179,-30.838827777996006,30.838827777996006,127589846.99352235,-13.832234444400807,13.832234444400807,53544646.20887908
long_shock_break,ceded,bornhuetter_ferguson_standard,0.9,50,50,1.0,-37.75494500019641,-38.05073119508219,37.75494500019641,154268281.51727515,4.764464582527926,0.003819603999872925,-30.838827777996006,30.838827777996006,127589846.99352235,-6.916117222200402,6.916117222200402,26678434.52375281
long_shock_break,ceded,bornhuetter_ferguson_standard,1.0,50,50,1.0,-30.838827777996006,-31.167479105646876,30.838827777996006,127589846.99352235,5.293849536142139,0.0039225460001034666,-30.838827777996006,30.838827777996006,127589846.99352235,0.0,0.0,0.0
long_shock_break,ceded,bornhuetter_ferguson_standard,1.1,50,50,1.0,-23.922710555795607,-24.28422701621156,23.922710555795607,101247734.53417294,5.823234489756353,0.003875066000327934,-30.838827777996006,30.838827777996006,127589846.99352235,6.916117222200398,-6.916117222200398,-26342112.45934941
long_shock_break,ceded,bornhuetter_ferguson_standard,1.2,50,50,1.0,-17.006593333595198,-17.400974926776243,17.006593333595198,75594356.66575253,6.3526194433705685,0.003908153999800561,-30.838827777996006,30.838827777996006,127589846.99352235,13.832234444400807,-13.832234444400807,-51995490.327769816
long_shock_break,ceded,expected_loss,0.8,50,50,1.0,-22.896348391666937,-23.524962351406643,22.896348391666937,101469461.13446435,8.917489396157292,0.008719905999314506,6.4505348769705915,10.320734352298167,48334731.4582367,-29.346883268637526,12.57561403936877,53134729.67622765
long_shock_break,ceded,expected_loss,0.9,50,50,1.0,-8.54150194902336,-9.269600393357116,11.362116771349918,55426180.37986146,10.194448515823414,0.008725456000101986,6.4505348769705915,10.320734352298167,48334731.4582367,-14.992036825993951,1.0413824190517502,7091448.921624757
long_shock_break,ceded,expected_loss,1.0,50,50,1.0,6.4505348769705915,5.4589922120917285,10.320734352298167,48334731.4582367,11.37244022215998,0.00880388000034145,6.4505348769705915,10.320734352298167,48334731.4582367,0.0,0.0,0.0
long_shock_break,ceded,expected_loss,1.1,50,50,1.0,21.870757732307396,20.652095546860856,21.870757732307396,94212733.32239623,12.530539510125019,0.00875066799999331,6.4505348769705915,10.320734352298167,48334731.4582367,15.420222855336805,11.550023380009229,45878001.86415953
long_shock_break,ceded,expected_loss,1.2,50,50,1.0,37.61855923821599,36.24719142099316,37.61855923821599,152331730.94194728,13.695545756888283,0.008713422001019353,6.4505348769705915,10.320734352298167,48334731.4582367,31.168024361245394,27.29782488591782,103996999.48371059
long_shock_break,gross,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-42.698990421945766,-42.913400206881306,42.698990421945766,331608111.8618126,4.468734410666212,0.003811120000173105,-28.3737380274322,28.3737380274322,226040809.76898122,-14.325252394513566,14.325252394513566,105567302.09283137
long_shock_break,gross,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-35.53636422468899,-35.77757523274146,35.53636422468899,278588242.692723,5.027326211999489,0.0038346959998307286,-28.3737380274322,28.3737380274322,226040809.76898122,-7.162626197256788,7.162626197256788,52547432.92374176
long_shock_break,gross,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-28.3737380274322,-28.641750258601625,28.3737380274322,226040809.76898122,5.585918013332765,0.003883526001154678,-28.3737380274322,28.3737380274322,226040809.76898122,0.0,0.0,0.0
long_shock_break,gross,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-21.211111830175415,-21.50592528446178,21.211111830175415,174393394.35812357,6.144509814666041,0.003845034000114538,-28.3737380274322,28.3737380274322,226040809.76898122,7.162626197256785,-7.162626197256785,-51647415.41085765
long_shock_break,gross,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-14.048485632918643,-14.370100310321954,14.149284944412647,124768721.68461673,6.703101615999317,0.0038192159998288846,-28.3737380274322,28.3737380274322,226040809.76898122,14.325252394513557,-14.224453083019553,-101272088.08436449
long_shock_break,gross,bornhuetter_ferguson_standard,0.8,50,50,1.0,-25.27698126736557,-25.556580989851692,25.27698126736557,203560233.96968737,5.827424813947198,0.0038021879996813367,-6.596226584206987,8.185151420696798,79469448.09371997,-18.680754683158582,17.091829846668773,124090785.8759674
long_shock_break,gross,bornhuetter_ferguson_standard,0.9,50,50,1.0,-15.936603925786274,-16.251153613583156,15.936603925786274,137529272.35502368,6.555852915690599,0.003839060000173049,-6.596226584206987,8.185151420696798,79469448.09371997,-9.340377341579288,7.7514525050894765,58059824.26130371
long_shock_break,gross,bornhuetter_ferguson_standard,1.0,50,50,1.0,-6.596226584206987,-6.9457262373146325,8.185151420696798,79469448.09371997,7.284281017433996,0.0038089520002540667,-6.596226584206987,8.185151420696798,79469448.09371997,0.0,0.0,0.0
long_shock_break,gross,bornhuetter_ferguson_standard,1.1,50,50,1.0,2.744150757372333,2.3597011389539215,6.625675590710565,60332794.82378003,8.0127091191774,0.0038086619997920934,-6.596226584206987,8.185151420696798,79469448.09371997,9.34037734157932,-1.5594758299862326,-19136653.269939944
long_shock_break,gross,bornhuetter_ferguson_standard,1.2,50,50,1.0,12.08452809895162,11.665128515222445,12.522526662548414,104346823.6569085,8.741137220920796,0.0038011439994443206,-6.596226584206987,8.185151420696798,79469448.09371997,18.680754683158607,4.337375241851616,24877375.563188523
long_shock_break,gross,expected_loss,0.8,50,50,1.0,-33.64914910146856,-33.72567279062292,33.64914910146856,272254525.0975067,8.744105996734525,0.008746976000402355,9.95848912251478,13.706466377165818,119201379.18698248,-43.60763822398334,19.942682724302742,153053145.91052422
long_shock_break,gross,expected_loss,0.9,50,50,1.0,-13.459094735610766,-14.561410531558561,14.908990796652706,139785462.78211102,11.21299235886163,0.008761022000107914,9.95848912251478,13.706466377165818,119201379.18698248,-23.417583858125546,1.2025244194868883,20584083.595128536
long_shock_break,gross,expected_loss,1.0,50,50,1.0,9.95848912251478,10.16047104025253,13.706466377165818,119201379.18698248,13.785957432740958,0.008864571999583858,9.95848912251478,13.706466377165818,119201379.18698248,0.0,0.0,0.0
long_shock_break,gross,expected_loss,1.1,50,50,1.0,35.581501496728244,36.88840410431237,35.581501496728244,281814178.9129938,16.17703030709035,0.008711586000426905,9.95848912251478,13.706466377165818,119201379.18698248,25.623012374213463,21.875035119562426,162612799.7260113
long_shock_break,gross,expected_loss,1.2,50,50,1.0,63.29862461512367,65.65308451395241,63.29862461512367,483305294.19049686,18.313156353726832,0.008852890000271145,9.95848912251478,13.706466377165818,119201379.18698248,53.340135492608894,49.592158237957854,364103915.0035144
long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,0.8,50,50,1.0,-51.03181523517903,-51.41348109080306,51.03181523517903,270454486.6987147,3.542224840585297,0.0037161099999502767,-38.78976904397377,38.78976904397377,207628892.1930216,-12.242046191205262,12.242046191205262,62825594.50569308
long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,0.9,50,50,1.0,-44.91079213957641,-45.34016622715343,44.91079213957641,238989171.34126315,3.98500294565846,0.00385625400027493,-38.78976904397377,38.78976904397377,207628892.1930216,-6.121023095602638,6.121023095602638,31360279.14824155
long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,1.0,50,50,1.0,-38.78976904397377,-39.266851363503804,38.78976904397377,207628892.1930216,4.427781050731622,0.0037660619993403087,-38.78976904397377,38.78976904397377,207628892.1930216,0.0,0.0,0.0
long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,1.1,50,50,1.0,-32.668745948371146,-33.19353649985419,32.668745948371146,176429668.5374046,4.870559155804785,0.003724272000399651,-38.78976904397377,38.78976904397377,207628892.1930216,6.121023095602624,-6.121023095602624,-31199223.655617
long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,1.2,50,50,1.0,-26.54772285276853,-27.120221636204576,26.54772285276853,145495145.00193775,5.313337260877946,0.003741600000648759,-38.78976904397377,38.78976904397377,207628892.1930216,12.24204619120524,-12.24204619120524,-62133747.19108385
long_shock_no_break,ceded,bornhuetter_ferguson_standard,0.8,50,50,1.0,-51.03181523517903,-51.41348109080306,51.03181523517903,270454486.6987147,3.542224840585297,0.003889895999018336,-38.78976904397377,38.78976904397377,207628892.1930216,-12.242046191205262,12.242046191205262,62825594.50569308
long_shock_no_break,ceded,bornhuetter_ferguson_standard,0.9,50,50,1.0,-44.91079213957641,-45.34016622715343,44.91079213957641,238989171.34126315,3.98500294565846,0.007179842000186909,-38.78976904397377,38.78976904397377,207628892.1930216,-6.121023095602638,6.121023095602638,31360279.14824155
long_shock_no_break,ceded,bornhuetter_ferguson_standard,1.0,50,50,1.0,-38.78976904397377,-39.266851363503804,38.78976904397377,207628892.1930216,4.427781050731622,0.0039022279996424915,-38.78976904397377,38.78976904397377,207628892.1930216,0.0,0.0,0.0
long_shock_no_break,ceded,bornhuetter_ferguson_standard,1.1,50,50,1.0,-32.668745948371146,-33.19353649985419,32.668745948371146,176429668.5374046,4.870559155804785,0.00388725000055274,-38.78976904397377,38.78976904397377,207628892.1930216,6.121023095602624,-6.121023095602624,-31199223.655617
long_shock_no_break,ceded,bornhuetter_ferguson_standard,1.2,50,50,1.0,-26.54772285276853,-27.120221636204576,26.54772285276853,145495145.00193775,5.313337260877946,0.0038470139999117236,-38.78976904397377,38.78976904397377,207628892.1930216,12.24204619120524,-12.24204619120524,-62133747.19108385
