scenario_id,metric,paired_simulations,fixed_nominal_mean,fully_indexed_mean,difference_fully_indexed_minus_fixed,percentage_difference_relative_to_fixed
short_emerging_no_break,gross_true_reserve,50,128554149.04330656,128554149.04330656,0.0,0.0
short_emerging_no_break,ceded_unpaid_proportion,50,0.18634816126781437,0.12732284925002263,-0.05902531201779174,-31.67474882296381
short_shock_no_break,gross_ultimate,50,1782477692.0466218,1782477692.0466218,0.0,0.0
short_shock_no_break,ceded_ultimate,50,406397159.71543205,230039956.80834475,-176357202.9070873,-43.3952843151208
short_shock_no_break,retained_ultimate,50,1376080532.3311896,1552437735.238277,176357202.90708733,12.815907119064043
short_shock_no_break,ceded_share,50,0.22776573370129363,0.12874864583488643,-0.0990170878664072,-43.47321533284917
short_shock_no_break,attaching_claims,50,345.92,146.26,-199.66000000000003,-57.71854764107309
short_shock_no_break,attachment_frequency,50,0.4649849614652431,0.19654488222027994,-0.26844007924496316,-57.7309163718037
short_shock_no_break,exhausting_claims,50,14.84,6.52,-8.32,-56.06469002695418
short_shock_no_break,exhaustion_frequency,50,0.01994052972048171,0.00875894510390055,-0.01118158461658116,-56.074661873681876
short_shock_no_break,ceded_paid_to_date,50,317749292.27724546,197537543.37172008,-120211748.90552539,-37.8322633054481
short_shock_no_break,ceded_true_reserve,50,88647867.43818653,32502413.43662469,-56145454.001561835,-63.33536905522473
short_shock_no_break,retained_true_reserve,50,55490625.984823324,111636079.98638517,56145454.00156184,101.18006961557366
short_shock_no_break,gross_true_reserve,50,144138493.42300984,144138493.42300984,0.0,0.0
short_shock_no_break,ceded_unpaid_proportion,50,0.21891224337338103,0.14228564621915613,-0.0766265971542249,-35.00334013914839
