scenario_id,tail_type,inflation_scenario,structural_break,clause_type,model,basis,attempts,successful_fits,failed_fits,success_rate,accuracy_scope,conditional_accuracy_warning,mean_runtime_seconds,mean_signed_error,median_signed_error,mean_absolute_error,root_mean_squared_error,mean_percentage_error,median_percentage_error,mean_absolute_percentage_error,median_absolute_percentage_error,standard_deviation_percentage_error,standard_deviation_absolute_percentage_error,percentage_error_minimum,percentage_error_5th_percentile,percentage_error_25th_percentile,percentage_error_75th_percentile,percentage_error_95th_percentile,percentage_error_maximum,absolute_percentage_error_minimum,absolute_percentage_error_5th_percentile,absolute_percentage_error_25th_percentile,absolute_percentage_error_75th_percentile,absolute_percentage_error_95th_percentile,absolute_percentage_error_maximum,mcse_mean_signed_error,mcse_mean_percentage_error,mcse_mean_absolute_percentage_error
long_emerging_no_break,long,emerging,False,none,cashflow_uplift,gross,50,50,0,1.0,all_attempts_successful,False,0.11341429623995276,19523153.772272013,21752449.334612608,45406135.293549635,55149558.56602562,2.206167536342909,2.4127587296433384,5.140319459777348,4.285511287456501,5.862921124105327,3.518269848913527,-10.616921858860971,-7.485150895029313,-1.938680049938274,6.627142837401988,11.525080552981235,14.665632770922835,0.1069578938309876,1.2293386464831495,2.0053648287546038,7.12807207501246,11.525080552981235,14.665632770922835,7368327.5271378765,0.8291422568833465,0.49755849364218496
long_emerging_no_break,long,emerging,False,none,chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.06400560217996822,-47820536.64111809,-44314440.13058412,54900954.294988744,66806964.971316434,-5.4528994950676335,-5.0896514489797235,6.250311941014591,5.495633322192029,5.310993348433216,4.322488758201068,-17.041066657109216,-14.244885393071213,-9.233208383967261,-1.4959336199482605,2.9121971392634984,5.788608829179071,0.4554527800543341,0.7198146232160554,2.584515523314964,9.233208383967261,14.244885393071211,17.041066657109216,6664506.724300652,0.7510878823027551,0.6112922225053188
long_emerging_no_break,long,emerging,False,none,inflation_adjusted_chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.14585312191993577,7028455.62015342,9912548.73755902,43786977.392890394,52532619.73307067,0.8026989609429158,1.1223567338962965,4.954653943063101,4.286653608603863,5.92307300919643,3.269660770211354,-11.398760222763404,-9.246046149539744,-3.5250921029918514,5.785006335666255,10.156775098925717,13.110913240527932,0.0082563230510474,0.3906779449032842,2.521684024298802,6.5110335354239846,10.907192403925324,13.110913240527932,7437188.611371989,0.837649018053161,0.4623998605592156
long_emerging_no_break,long,emerging,False,none,regularized_poisson,gross,50,50,0,1.0,all_attempts_successful,False,3.658933601440076,-86624472.29221828,-81084209.20073032,91678277.0618451,109157571.5574884,-9.742493629144429,-9.672882018648611,10.341586257071492,9.75649835658347,7.372289742306697,6.486360786303984,-23.90201708581409,-22.027945438336225,-15.378339768736943,-4.548919185332279,1.1792863497259138,9.128353943208564,0.5114623142137404,1.6342549835561997,4.917710511935316,15.378339768736943,22.027945438336225,23.90201708581409,9488528.227654595,1.0425992139314182,0.9173099394436107
long_shock_break,long,shock,True,none,cashflow_uplift,gross,50,50,0,1.0,all_attempts_successful,False,0.1150944657199579,575441875.9779031,571063605.8136253,575441875.9779031,583483119.9634997,75.84693533266156,76.0873674697671,75.84693533266156,76.0873674697671,11.281033525508025,11.281033525508025,49.72341376574487,58.158268723003566,67.93175912445942,82.75530259228287,94.32977267318498,98.7904560285923,49.72341376574487,58.158268723003566,67.93175912445942,82.75530259228287,94.32977267318498,98.7904560285923,13790856.667365603,1.595379060935902,1.595379060935902
long_shock_break,long,shock,True,none,chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.06539520260006608,439362683.82098943,430522858.9954437,439362683.82098943,447039821.42238235,57.9171048518242,58.38819240009464,57.9171048518242,58.38819240009464,9.951335121579302,9.951335121579302,34.942709398181044,42.131905163289595,50.686387589316695,63.87762464374839,74.3305950181352,78.03360443735802,34.942709398181044,42.131905163289595,50.686387589316695,63.87762464374839,74.3305950181352,78.03360443735802,11784661.42740757,1.407331309265716,1.407331309265716
long_shock_break,long,shock,True,none,inflation_adjusted_chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.15246720748018558,568576179.9489183,557643180.092742,568576179.9489183,576162485.2724,75.00297298312057,76.355138355891,75.00297298312057,76.355138355891,11.25068923502808,11.25068923502808,50.83914380089367,57.348834481189144,67.43533880752302,81.93265469216067,92.58283335695762,97.3595816451932,50.83914380089367,57.348834481189144,67.43533880752302,81.93265469216067,92.58283335695762,97.3595816451932,13312827.196296204,1.5910877302221693,1.5910877302221693
long_shock_break,long,shock,True,none,regularized_poisson,gross,50,50,0,1.0,all_attempts_successful,False,3.643033054439984,406616079.4346119,402769789.57943034,406616079.4346119,421926335.4716458,53.720745697573,53.120409268987146,53.720745697573,53.120409268987146,14.772858922819156,14.772858922819156,25.04471561303461,32.05096637400527,41.69890789803831,64.69702013534804,73.04441545600352,90.81954096209624,25.04471561303461,32.05096637400527,41.69890789803831,64.69702013534804,73.04441545600352,90.81954096209624,16089796.81113518,2.089197744367524,2.089197744367524
long_shock_no_break,long,shock,False,none,cashflow_uplift,gross,50,50,0,1.0,all_attempts_successful,False,0.11681235116004242,26793360.767483898,27847470.77249968,53013416.37444758,65529345.60798849,2.679711256254906,2.6412603431899457,5.328456767349919,4.433356811122982,6.027646454149805,3.8324969528965775,-10.882343118068713,-7.067289540832499,-1.5392788431487432,7.139825092859299,12.363026485059466,15.621422650815036,0.4861766833559678,0.7094009795573615,2.142705995561956,7.55101041483267,12.363026485059466,15.621422650815036,8543061.338451456,0.852437936464875,0.5419969168539901
long_shock_no_break,long,shock,False,none,chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.06776397498004368,-75015914.48234148,-73677108.15562463,78026864.45360914,91501245.99593152,-7.605204559649182,-7.518523485634049,7.903759331063283,7.518523485634049,5.3039645919157765,4.838106014900613,-19.516064020744373,-16.20308868569603,-11.399089329510806,-3.7237174816065783,0.8366113437790501,3.743210508544472,0.3066856636862693,0.8157354018920022,3.776644732431362,11.399089329510806,16.203088685696027,19.516064020744373,7484801.734434651,0.7500938660233969,0.6842115142471294
long_shock_no_break,long,shock,False,none,inflation_adjusted_chain_ladder,gross,50,50,0,1.0,all_attempts_successful,False,0.15016767392011388,7920978.439851411,11175911.28529507,49352618.57245451,59206778.61050623,0.8037070406331607,1.124198179593046,4.9606010847393955,4.288794162191971,5.929860084219731,3.2730123570010026,-11.413428277214583,-9.252407948391353,-3.5266918559580063,5.789038674371968,10.17024991130281,13.12606794234798,0.0119207783985944,0.38883044864575217,2.523641286696847,6.522028870370404,10.916416217133909,13.12606794234798,8382076.034780097,0.8386088554078407,0.4628738465085548
long_shock_no_break,long,shock,False,none,regularized_poisson,gross,50,50,0,1.0,all_attempts_successful,False,3.8928830408998327,-30621033.485120192,-27560548.628557503,60398479.06403174,78554526.94407615,-3.040100486187876,-2.987736041683158,6.062115719784584,5.21029451840974,7.215652467216021,4.898697419863341,-20.17294780883754,-16.199766572293004,-6.919814809694778,1.6164331331685315,7.520536111675698,14.616279402227134,0.1075554168217301,0.6675023602021841,2.076197928063335,7.666855836398431,16.199766572293,20.17294780883754,10334374.986492582,1.020447358050778,0.6927804329132824
long_stable_break,long,stable,True,none,cashflow_uplift,gross,50,50,0,1.0,all_attempts_successful,False,0.1125536795600237,402128176.09744626,394453579.9438446,402128176.09744626,407544097.7805996,68.175419543447,69.29741846557695,68.175419543447,69.29741846557695,10.17606258268998,10.17606258268998,45.61514038045728,52.10404669549892,61.03377075189742,74.2110193283021,84.78688482713498,88.32270826603448,45.61514038045728,52.10404669549892,61.03377075189742,74.2110193283021,84.78688482713498,88.32270826603448,9460035.837555798,1.4391125715997555,1.4391125715997555
