simulation_id,seed,scenario_id,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,model,basis,observed_paid,true_reserve,true_ultimate,estimated_reserve,selected_alpha,runtime_seconds,success_or_failure,failure_category,failure_reason,pipeline_reconciliation_passed,model_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,699251110.9202068,0.001,2.4478160459984792,success,,,True,True,-54446894.17180538,54446894.17180538,-7.223966867891399,7.223966867891399,-0.07223966867891399
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,139213657.60900772,301848095.26935834,441061752.87836605,420603929.46004033,0.1,2.385978686997987,success,,,True,True,118755834.190682,118755834.190682,39.34291322418602,39.34291322418602,0.3934291322418602
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson_break_interaction,gross,1067805689.3061192,753698005.0920122,1821503694.3981314,699251071.4475393,0.001,3.4649441879992082,success,,,True,True,-54446933.64447284,54446933.64447284,-7.223972105090805,7.223972105090805,-0.07223972105090805
1,20260817,long_stable_no_break,constant,long,stable,False,none,regularized_poisson_break_interaction,ceded,139213657.60900772,301848095.26935834,441061752.87836605,420603929.4598582,0.1,3.0433610119980585,success,,,True,True,118755834.19049984,118755834.19049984,39.342913224125674,39.342913224125674,0.39342913224125675
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,gross,1196936352.7115633,749878049.581145,1946814402.2927084,744314930.036871,0.0001,2.2743614650025847,success,,,True,True,-5563119.544274092,5563119.544274092,-0.7418699010301009,0.7418699010301009,-0.007418699010301009
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson,ceded,171928813.22165173,326939886.65297246,498868699.8746242,505731086.2626562,0.1,1.8326601949993346,success,,,True,True,178791199.60968375,178791199.60968375,54.686260963765534,54.686260963765534,0.5468626096376553
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson_break_interaction,gross,1196936352.7115633,749878049.581145,1946814402.2927084,744314834.4738318,0.0001,1.872721765001188,success,,,True,True,-5563215.107313275,5563215.107313275,-0.7418826448408095,0.7418826448408095,-0.007418826448408094
2,20260818,long_stable_no_break,constant,long,stable,False,none,regularized_poisson_break_interaction,ceded,171928813.22165173,326939886.65297246,498868699.8746242,505731086.7757192,0.1,1.818912086000637,success,,,True,True,178791200.12274677,178791200.12274677,54.68626112069438,54.68626112069438,0.5468626112069438
