scenario_id,scenario_label,fixed_mean_ceded_share_pct,fixed_mean_ceded_true_reserve_gbp,fixed_mean_attachment_frequency_pct,fixed_mean_exhaustion_frequency_pct,indexed_mean_ceded_share_pct,indexed_mean_ceded_true_reserve_gbp,indexed_mean_attachment_frequency_pct,indexed_mean_exhaustion_frequency_pct,ceded_share_change_indexed_minus_fixed_pp,ceded_reserve_change_indexed_minus_fixed_pct,attachment_frequency_change_pp,exhaustion_frequency_change_pp
short_stable_no_break,Short / Stable,20.350725138168606,55201414.25787339,41.08569959769172,1.689581215726211,12.560616747518619,24637806.24225885,18.979642614268116,0.8599041681849953,-7.790108390649987,-55.367436553050354,-22.106056983423606,-0.8296770475412156
short_emerging_no_break,Short / Emerging,21.505934792217786,69655086.19813421,44.378766752488204,1.8157218832823667,12.698539586690377,28025609.753744796,19.30401446327558,0.8679564983279218,-8.80739520552741,-59.76516391922075,-25.074752289212626,-0.947765384954445
short_shock_no_break,Short / Shock,22.77657337012936,88647867.43818653,46.49849614652431,1.9940529720481666,12.874864583488641,32502413.43662469,19.654488222027993,0.8758945103900502,-9.901708786640718,-63.33536905522473,-26.844007924496317,-1.1181584616581164
long_stable_no_break,Long / Stable,25.698657170765117,318778155.7347267,59.44653956174692,2.5646097758392123,15.842978986549983,168159095.6990801,27.77796233118408,1.1695345225494582,-9.855678184215133,-47.24886486920553,-31.668577230562835,-1.3950752532897541
long_emerging_no_break,Long / Emerging,29.338076837339454,426779732.9603609,65.53966968070087,3.3238204584508573,17.375540896136926,219481183.93078953,31.703295767944883,1.3379856676769235,-11.962535941202528,-48.57272569895561,-33.83637391275599,-1.9858347907739338
long_shock_no_break,Long / Shock,32.13584225300674,522346667.8179705,68.57726437932399,4.088745026444458,18.79656553438275,270543898.67141527,35.64550688992005,1.5100306492143065,-13.339276718623992,-48.206064029933565,-32.93175748940394,-2.578714377230151
long_stable_break,Long / Stable + Break,24.42534660541047,246869908.55650833,55.78289915718294,2.3716764626847904,15.245831768965083,129132058.06676018,26.32055967698717,1.1288144976411103,-9.179514836445389,-47.692264795730686,-29.46233948019577,-1.24286196504368
long_emerging_break,Long / Emerging + Break,27.27976798618301,321700822.413092,61.88777230767404,2.8825896268661,16.276546221193826,160882021.499728,28.982454008853313,1.2119384120675458,-11.003221764989185,-49.9901740092099,-32.90531829882073,-1.6706512147985544
long_shock_break,Long / Shock + Break,29.831068288693686,397106645.8106831,65.30205120776903,3.4757185675122746,17.360328924345666,196441361.67585364,31.873780173340883,1.3438411054541186,-12.47073936434802,-50.53183729151054,-33.42827103442814,-2.131877462058156
