model,model_label,basis,mpe_0_80_pct,mpe_0_90_pct,mpe_1_00_pct,mpe_1_10_pct,mpe_1_20_pct
bornhuetter_ferguson_break_aware,Break-Aware BF,ceded,-57.190244370260544,-51.83902491654312,-46.48780546282568,-41.13658600910826,-35.78536655539082
bornhuetter_ferguson_break_aware,Break-Aware BF,gross,-39.20755734989172,-31.608502018628187,-24.009446687364647,-16.410391356101115,-8.811336024837583
bornhuetter_ferguson_standard,Standard BF,ceded,-53.15689705049676,-47.30150918180886,-41.44612131312095,-35.59073344443305,-29.735345575745146
bornhuetter_ferguson_standard,Standard BF,gross,-33.12098821844311,-24.761111745748494,-16.40123527305389,-8.041358800359275,0.31851767233532857
expected_loss,Expected Loss,ceded,-17.692479044364525,1.779703374424475,23.798000847371245,47.966334345498915,73.62104140353354
expected_loss,Expected Loss,gross,-33.34471860976104,-3.9326429944037002,36.46901872122049,87.03148227193594,145.3611860082801
