model,model_label,gross_success_rate_pct,gross_mpe_pct,gross_mape_pct,ceded_success_rate_pct,ceded_mpe_pct,ceded_mape_pct
chain_ladder,Chain Ladder,100.0,19.01201005134945,25.797173801774026,38.22222222222222,14.769537373470094,33.7966733139095
inflation_adjusted_chain_ladder,Inflation-Adjusted CL,100.0,25.177485659830268,29.133107742534396,38.22222222222222,18.62851916759287,36.11778721129291
cashflow_uplift,Cashflow Uplift,100.0,25.376985343896877,28.911022421175705,38.22222222222222,19.65828236971301,36.22408858950318
expected_loss,Expected Loss,100.0,36.469018721220486,38.94792952843368,100.0,23.798000847371245,26.357778155240013
bornhuetter_ferguson_standard,Standard BF,100.0,-16.401235273053892,17.4748828371467,100.0,-41.44612131312095,41.44612131312095
bornhuetter_ferguson_break_aware,Break-Aware BF,100.0,-24.009446687364658,24.071220589131045,100.0,-46.48780546282568,46.48780546282568
regularized_poisson,Regularized Poisson,100.0,16.903994355360968,24.09827030361681,100.0,43.11390741459077,53.88856143506934
regularized_poisson_break_interaction,Poisson + Break Interaction,100.0,15.924659947340643,23.118930160911802,100.0,27.2744829188648,38.862827697247795
regularized_tweedie,Tweedie,100.0,15.127392075093429,23.088760292974992,100.0,35.00290347623866,49.96116879204137
