scenario_id,basis,model,break_period,development_year_at_valuation,rows,mean_assumed_paid_proportion,mean_true_paid_proportion,mean_paid_proportion_error
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_emerging_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,1,50,0.6,0.19958831720666584,-0.4004116827933341
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,2,50,0.85,0.5505840644260769,-0.29941593557392304
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,3,50,0.95,0.7810352140492617,-0.1689647859507383
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,4,50,1.0,0.9580352905753577,-0.04196470942464228
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,5,50,1.0,0.9938283802733223,-0.006171619726677751
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,1,50,0.6,0.19958831720666584,-0.4004116827933341
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,2,50,0.85,0.5505840644260769,-0.29941593557392304
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,3,50,0.95,0.7810352140492617,-0.1689647859507383
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,4,50,1.0,0.9580352905753577,-0.04196470942464228
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,5,50,1.0,0.9938283802733223,-0.006171619726677751
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_shock_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,1,50,0.6,0.48386574230133184,-0.11613425769866811
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,2,50,0.85,0.7718537092317025,-0.0781462907682974
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,3,50,0.95,0.9104067976188898,-0.03959320238111012
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,4,50,1.0,0.9853214220710643,-0.01467857792893567
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,5,50,1.0,0.997848946994525,-0.0021510530054750145
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,1,50,0.6,0.48386574230133184,-0.11613425769866811
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,2,50,0.85,0.7718537092317025,-0.0781462907682974
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,3,50,0.95,0.9104067976188898,-0.03959320238111012
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,4,50,1.0,0.9853214220710643,-0.01467857792893567
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,5,50,1.0,0.997848946994525,-0.0021510530054750145
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_shock_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,1,50,0.6,0.2099555041525444,-0.3900444958474556
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,2,50,0.85,0.5812246345879525,-0.26877536541204755
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,3,50,0.95,0.8066335153378155,-0.14336648466218446
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,4,50,1.0,0.9681095515464861,-0.03189044845351383
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,5,50,1.0,0.9954292916930149,-0.004570708306985134
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,1,50,0.6,0.2099555041525444,-0.3900444958474556
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,2,50,0.85,0.5812246345879525,-0.26877536541204755
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,3,50,0.95,0.8066335153378155,-0.14336648466218446
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,4,50,1.0,0.9681095515464861,-0.03189044845351383
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,5,50,1.0,0.9954292916930149,-0.004570708306985134
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_stable_no_break,ceded,bornhuetter_ferguson_standard,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,1,50,0.6,0.497136081243503,-0.10286391875649699
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,2,50,0.85,0.7863279368508933,-0.06367206314910674
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,3,50,0.95,0.9202913067013576,-0.02970869329864236
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,4,50,1.0,0.9874557745053137,-0.01254422549468625
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,5,50,1.0,0.9982091413467066,-0.0017908586532933435
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_break_aware,pre_break_or_no_break,15,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,1,50,0.6,0.497136081243503,-0.10286391875649699
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,2,50,0.85,0.7863279368508933,-0.06367206314910674
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,3,50,0.95,0.9202913067013576,-0.02970869329864236
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,4,50,1.0,0.9874557745053137,-0.01254422549468625
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,5,50,1.0,0.9982091413467066,-0.0017908586532933435
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,6,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,7,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,8,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,9,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,10,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,11,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,12,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,13,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,14,50,1.0,1.0,0.0
short_stable_no_break,gross,bornhuetter_ferguson_standard,pre_break_or_no_break,15,50,1.0,1.0,0.0
