scenario_id,model,basis,history_window_years,scheduled_fits,successful_fits,conditional_mpe_pct,conditional_mape_pct
long_stable_no_break,regularized_poisson,gross,10.0,50.0,50.0,46.97116138661162,46.97116138661162
long_stable_no_break,regularized_poisson_break_interaction,gross,10.0,50.0,50.0,46.97116022876289,46.97116022876289
long_stable_no_break,regularized_tweedie,gross,10.0,50.0,50.0,47.308961217206125,47.308961217206125
long_stable_no_break,chain_ladder,gross,7.0,50.0,0.0,,
long_stable_no_break,inflation_adjusted_chain_ladder,gross,7.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,gross,7.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,gross,7.0,50.0,0.0,,
long_stable_no_break,regularized_poisson_break_interaction,gross,7.0,50.0,0.0,,
long_stable_no_break,regularized_tweedie,gross,7.0,50.0,0.0,,
long_stable_no_break,chain_ladder,gross,5.0,50.0,0.0,,
long_stable_no_break,inflation_adjusted_chain_ladder,gross,5.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,gross,5.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,gross,5.0,50.0,0.0,,
long_stable_no_break,regularized_poisson_break_interaction,gross,5.0,50.0,0.0,,
long_stable_no_break,regularized_tweedie,gross,5.0,50.0,0.0,,
long_stable_no_break,chain_ladder,ceded,15.0,50.0,0.0,,
long_stable_no_break,inflation_adjusted_chain_ladder,ceded,15.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,ceded,15.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,ceded,15.0,50.0,50.0,15.032990999146653,37.53070548243112
long_stable_no_break,regularized_poisson_break_interaction,ceded,15.0,50.0,50.0,15.03299099695916,37.53070547943436
long_stable_no_break,regularized_tweedie,ceded,15.0,50.0,50.0,7.566297216588204,37.60783029865865
long_stable_no_break,chain_ladder,ceded,10.0,50.0,0.0,,
long_stable_no_break,inflation_adjusted_chain_ladder,ceded,10.0,50.0,0.0,,
long_stable_no_break,cashflow_uplift,ceded,10.0,50.0,0.0,,
long_stable_no_break,regularized_poisson,ceded,10.0,50.0,50.0,141.00855818216291,150.33037266482125
long_stable_no_break,regularized_poisson_break_interaction,ceded,10.0,50.0,50.0,141.00855818993557,150.33037267020222
long_stable_no_break,regularized_tweedie,ceded,10.0,50.0,50.0,134.36108254701045,150.9592459510497
long_stable_no_break,chain_ladder,ceded,7.0,50.0,0.0,,
