scenario_id,model,basis,prior_multiplier,successful_fits,conditional_mpe_pct,conditional_mape_pct
long_stable_no_break,bornhuetter_ferguson_standard,ceded,1.2,50.0,-26.80025261840897,26.80025261840897
long_stable_no_break,expected_loss,ceded,0.8,50.0,-21.359332332712437,21.359332332712437
long_stable_no_break,expected_loss,ceded,0.9,50.0,-7.4063249843137715,11.36298131014838
long_stable_no_break,expected_loss,ceded,1.0,50.0,7.125006206259725,11.00374900788119
long_stable_no_break,expected_loss,ceded,1.1,50.0,22.16421274791943,22.16421274791943
long_stable_no_break,expected_loss,ceded,1.2,50.0,37.53123228212171,37.53123228212171
long_stable_no_break,bornhuetter_ferguson_break_aware,gross,0.8,50.0,-35.536392674911,35.536392674911
long_stable_no_break,bornhuetter_ferguson_break_aware,gross,0.9,50.0,-27.478441759274855,27.478441759274855
long_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.0,50.0,-19.420490843638746,19.420490843638746
long_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.1,50.0,-11.362539928002628,11.669361053170716
long_stable_no_break,bornhuetter_ferguson_break_aware,gross,1.2,50.0,-3.304589012366506,6.339984154166286
long_stable_no_break,bornhuetter_ferguson_standard,gross,0.8,50.0,-35.536392674911,35.536392674911
long_stable_no_break,bornhuetter_ferguson_standard,gross,0.9,50.0,-27.478441759274855,27.478441759274855
long_stable_no_break,bornhuetter_ferguson_standard,gross,1.0,50.0,-19.420490843638746,19.420490843638746
long_stable_no_break,bornhuetter_ferguson_standard,gross,1.1,50.0,-11.362539928002628,11.669361053170716
long_stable_no_break,bornhuetter_ferguson_standard,gross,1.2,50.0,-3.304589012366506,6.339984154166286
long_stable_no_break,expected_loss,gross,0.8,50.0,-31.812583961716328,31.812583961716328
long_stable_no_break,expected_loss,gross,0.9,50.0,-12.866733647051719,14.03087562209185
long_stable_no_break,expected_loss,gross,1.0,50.0,8.811374983781347,12.456116773136085
long_stable_no_break,expected_loss,gross,1.1,50.0,32.46893831055366,32.46893831055366
long_stable_no_break,expected_loss,gross,1.2,50.0,58.03591048519322,58.03591048519322
short_emerging_no_break,bornhuetter_ferguson_break_aware,ceded,0.8,50.0,-64.34092985146788,64.34092985146788
short_emerging_no_break,bornhuetter_ferguson_break_aware,ceded,0.9,50.0,-59.883546082901354,59.883546082901354
short_emerging_no_break,bornhuetter_ferguson_break_aware,ceded,1.0,50.0,-55.42616231433485,55.42616231433485
short_emerging_no_break,bornhuetter_ferguson_break_aware,ceded,1.1,50.0,-50.96877854576833,50.96877854576833
short_emerging_no_break,bornhuetter_ferguson_break_aware,ceded,1.2,50.0,-46.51139477720183,46.51139477720183
short_emerging_no_break,bornhuetter_ferguson_standard,ceded,0.8,50.0,-64.34092985146788,64.34092985146788
short_emerging_no_break,bornhuetter_ferguson_standard,ceded,0.9,50.0,-59.883546082901354,59.883546082901354
short_emerging_no_break,bornhuetter_ferguson_standard,ceded,1.0,50.0,-55.42616231433485,55.42616231433485
short_emerging_no_break,bornhuetter_ferguson_standard,ceded,1.1,50.0,-50.96877854576833,50.96877854576833
short_emerging_no_break,bornhuetter_ferguson_standard,ceded,1.2,50.0,-46.51139477720183,46.51139477720183
short_emerging_no_break,expected_loss,ceded,0.8,50.0,-9.482871481217993,22.82268993651079
short_emerging_no_break,expected_loss,ceded,0.9,50.0,20.423184784933614,28.99180308086293
short_emerging_no_break,expected_loss,ceded,1.0,50.0,56.62678237630269,56.62678237630269
