scenario_id,accident_year,expected_loss_prior_ultimate,pricing_assumption_version,paid_to_date,estimated_reserve,estimated_ultimate,prior_exhausted,basis,model,true_reserve,simulation_id,seed,tail_type,inflation_scenario,structural_break,clause_type,signed_error
short_stable_no_break,2022,138754510.23007426,pricing_mc_v1,146613538.7241758,0.0,146613538.7241758,True,gross,expected_loss,12325646.399360083,1,20260817,short,stable,False,none,-12325646.399360083
short_stable_no_break,2023,143197373.0330518,pricing_mc_v1,127305971.03323324,15891401.999818549,143197373.0330518,False,gross,expected_loss,46297002.29764459,1,20260817,short,stable,False,none,-30405600.297826044
short_stable_no_break,2024,149194709.69424832,pricing_mc_v1,75666910.66093498,73527799.03331333,149194709.69424832,False,gross,expected_loss,77849746.04720649,1,20260817,short,stable,False,none,-4321947.013893157
short_stable_no_break,2010,10831132.194445187,pricing_mc_v1,4552369.240453692,6278762.953991495,10831132.194445187,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,6278762.953991495
short_stable_no_break,2011,11866615.197172416,pricing_mc_v1,5390595.674159509,6476019.523012907,11866615.197172416,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,6476019.523012907
short_stable_no_break,2012,13082760.09056677,pricing_mc_v1,7898313.598189256,5184446.492377513,13082760.09056677,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,5184446.492377513
short_stable_no_break,2013,14646584.852065822,pricing_mc_v1,3544537.474932744,11102047.377133079,14646584.852065824,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,11102047.377133079
short_stable_no_break,2014,16099494.21746044,pricing_mc_v1,8724357.144014867,7375137.073445573,16099494.21746044,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,7375137.073445573
short_stable_no_break,2015,17606606.810888685,pricing_mc_v1,17433023.41357442,173583.39731426537,17606606.810888685,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,173583.39731426537
short_stable_no_break,2016,19197216.97180749,pricing_mc_v1,22735958.696077324,0.0,22735958.696077324,True,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,0.0
short_stable_no_break,2017,21605728.60554214,pricing_mc_v1,10970936.966956671,10634791.638585467,21605728.60554214,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,10634791.638585467
short_stable_no_break,2018,23707995.97843727,pricing_mc_v1,33181003.10504555,0.0,33181003.10504555,True,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,0.0
short_stable_no_break,2019,25674328.913459502,pricing_mc_v1,24992257.630956482,682071.28250302,25674328.913459502,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,682071.28250302
short_stable_no_break,2020,29000934.802801725,pricing_mc_v1,7701302.643805287,21299632.158996437,29000934.802801725,False,ceded,expected_loss,0.0,1,20260817,short,stable,False,none,21299632.158996437
short_stable_no_break,2021,31892144.30849073,pricing_mc_v1,20545864.50861306,11346279.79987767,31892144.30849073,False,ceded,expected_loss,471489.28188122646,1,20260817,short,stable,False,none,10874790.517996443
short_stable_no_break,2022,35315436.85387436,pricing_mc_v1,35174130.29752787,141306.55634649098,35315436.85387436,False,ceded,expected_loss,5795842.131566358,1,20260817,short,stable,False,none,-5654535.575219867
short_stable_no_break,2023,38665313.28563042,pricing_mc_v1,32659006.469059113,6006306.816571306,38665313.28563042,False,ceded,expected_loss,22200106.174099855,1,20260817,short,stable,False,none,-16193799.357528549
short_stable_no_break,2024,42781010.08873995,pricing_mc_v1,9288475.033358298,33492535.05538165,42781010.08873995,False,ceded,expected_loss,27425148.120647673,1,20260817,short,stable,False,none,6067386.934733976
