simulation_id,scenario_id,tail_type,inflation_scenario,structural_break,clause_type,model,basis,success_or_failure,estimated_reserve,true_reserve,signed_error,absolute_error,percentage_error,absolute_percentage_error,runtime_seconds,seed,pricing_assumption_version
2,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,231722512.00471795,118893676.42537048,112828835.57934746,112828835.57934746,94.89893741335358,94.89893741335358,0.00961182699938945,20260818,pricing_mc_v1
2,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,106108828.27438496,67858248.2673998,38250580.00698516,38250580.00698516,56.36835754476933,56.36835754476933,0.0086550680007349,20260818,pricing_mc_v1
3,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,238678538.5970465,105837545.20554811,132840993.39149839,132840993.39149839,125.51405376372499,125.51405376372499,0.008124022000629338,20260819,pricing_mc_v1
3,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,105889786.36942083,66381607.12761541,39508179.24180542,39508179.24180542,59.51675614881223,59.51675614881223,0.007967150000695256,20260819,pricing_mc_v1
4,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,290635069.4012917,118619275.39226888,172015794.00902283,172015794.00902283,145.01504366821828,145.01504366821828,0.007926322999992408,20260820,pricing_mc_v1
4,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,149248081.4738505,60023663.95776619,89224417.5160843,89224417.5160843,148.64873557013166,148.64873557013166,0.008180528000593768,20260820,pricing_mc_v1
5,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,246274813.68898642,94343144.76947823,151931668.9195082,151931668.9195082,161.04155663958844,161.04155663958844,0.008220772999266046,20260821,pricing_mc_v1
5,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,99712180.83426227,62322952.05797233,37389228.77628994,37389228.77628994,59.9927114195598,59.9927114195598,0.008199564999813447,20260821,pricing_mc_v1
6,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,265471741.33064258,105414835.86606228,160056905.4645803,160056905.4645803,151.83527456035222,151.83527456035222,0.007995963000212214,20260822,pricing_mc_v1
6,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,139390293.72248083,62762448.953828216,76627844.76865262,76627844.76865262,122.09186551185186,122.09186551185186,0.008271807000710396,20260822,pricing_mc_v1
7,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,340310104.3599361,116296811.42343572,224013292.9365004,224013292.9365004,192.62204199293984,192.62204199293984,0.007968253001308767,20260823,pricing_mc_v1
7,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,137362900.1806659,61732257.43945293,75630642.74121298,75630642.74121298,122.51397547771779,122.51397547771779,0.008624162999694818,20260823,pricing_mc_v1
8,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,199669128.27225986,134796993.40754396,64872134.864715904,64872134.864715904,48.12580253075979,48.12580253075979,0.008063077000770136,20260824,pricing_mc_v1
8,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,86243408.10624059,70156507.17509204,16086900.931148544,16086900.931148544,22.93001972147773,22.93001972147773,0.00798265900084516,20260824,pricing_mc_v1
9,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,244044349.2298777,118490387.03138334,125553962.19849437,125553962.19849437,105.96130651952397,105.96130651952397,0.007992770999408094,20260825,pricing_mc_v1
9,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,100512907.1084501,68771597.47423375,31741309.634216353,31741309.634216353,46.15467838464663,46.15467838464663,0.008393613001317135,20260825,pricing_mc_v1
10,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,188160753.96270078,149574476.9510759,38586277.01162487,38586277.01162487,25.797367169965767,25.797367169965767,0.008375214998523006,20260826,pricing_mc_v1
10,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,90501666.28789498,80456561.16601817,10045105.121876806,10045105.121876806,12.485128591500727,12.485128591500727,0.008859157000188134,20260826,pricing_mc_v1
11,short_emerging_no_break,short,emerging,False,none,expected_loss,gross,success,234875722.62006062,133653943.32290919,101221779.29715143,101221779.29715143,75.73422585265492,75.73422585265492,0.008370716001081746,20260827,pricing_mc_v1
11,short_emerging_no_break,short,emerging,False,none,expected_loss,ceded,success,99184569.19440475,86640847.87304908,12543721.32135567,12543721.32135567,14.477837681985084,14.477837681985084,0.008067164000749472,20260827,pricing_mc_v1
