comparison_id,analysis_family,source_step,model_a,model_b,group_type,scenario_id,basis,pool_label,valid_paired_rows,mean_paired_ape_difference,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_resamples,bootstrap_seed
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,50,112.79966718239012,62.85359069078071,170.5675085773312,10000,3709152705
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,50,112.79966719076789,64.57246608799757,169.54817546382063,10000,3697525406
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,50,113.35141565239104,59.01091538561706,174.8477429111082,10000,959438372
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,2999670376
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,1029165715
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,163539504
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,50,36.00791152205429,32.35435174253881,39.81448112795988,10000,2838817930
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,50,36.00791235759866,32.366122484259215,39.80377114949669,10000,605962189
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,50,36.515207046121915,33.03460493913167,40.058103666832345,10000,2065735617
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,2.014491240247428,-0.3184275180128863,4.574757186733562,10000,1431814229
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,1.543640670674978,-0.6867830035769725,3.9079505481318018,10000,667165873
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,1.5620618823164159,-1.1275561365394355,4.4663745586611725,10000,3601116330
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,-0.9830055815656564,-3.6350009477164673,1.6597987927302387,10000,1337685771
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,-0.9830064772867925,-3.611898610294365,1.6259546268457727,10000,1337737816
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,-0.3763688574490152,-3.1333000628327765,2.502949764357082,10000,4172540265
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.28374155154611463,-1.174491674574808,0.6405935767778655,10000,3670004532
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.16008876285647086,-1.0639231556812678,0.7101651392941013,10000,3046232565
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.5156926677321164,-1.5996817343020726,0.5892585281729521,10000,2001334166
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.6315620845180842,-2.3091103123355654,0.928592092570613,10000,525521474
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.6315632149040981,-2.231136070175803,0.9262410006319349,10000,3051142886
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,-0.9255647582739672,-3.677293547715322,1.475589741917277,10000,2212630347
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,2.2909281209369783,-0.1968137151285358,4.876604525516054,10000,1183811967
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,1.5968993002266594,-0.7651584240694388,4.124630236824478,10000,1132052342
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,1.6676276551620137,-1.1358815872759207,4.652705959078463,10000,2423512489
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,-0.8910497441159728,-1.8348760195308569,0.0944328301020793,10000,2893753879
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,-0.891050029401685,-1.8365852704565608,0.10614761421104495,10000,1062521439
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,-1.7369840946092103,-4.139618983400197,0.4703481519070463,10000,2738830704
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-0.1163993207746084,-1.0577737715022033,0.8499669310374726,10000,335150
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-0.12988585727589985,-0.9862765355696465,0.7497986173885717,10000,436958965
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-0.5171160977670242,-1.586990264431684,0.5550844935752565,10000,3668007918
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-1.167493753587857,-2.167212530880917,-0.1801691030948372,10000,977996382
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-1.1674934842143636,-2.1873485655347498,-0.16290346362433888,10000,2627314612
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,-0.7467757526867785,-3.289656407160405,1.642132409947409,10000,1984978533
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,1.5095686374714878,-0.8286566358219912,4.115079716431005,10000,60259118
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,1.5095686374714874,-0.8908402622060068,4.059665513846816,10000,382504962
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,1.2659406376486613,-1.4936115157291223,4.184022988644855,10000,1739438767
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,-1.1045489530044963,-5.089444815285497,2.873818696576098,10000,1309288397
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,-1.1045485441589062,-4.99687852018321,2.9326613185836528,10000,3795316004
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,-2.6498748591697203,-9.22278477341019,3.0312326709326305,10000,3870804036
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.3138201694764399,-1.2529434184956771,0.5975806808289552,10000,2746083619
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.3138201694764399,-1.2451871440455051,0.613537618310366,10000,1475133736
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.5094764499805671,-1.5708593551859038,0.5588370764391185,10000,98893846
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.09957632821307652,-2.097411421807229,1.8564461335891824,10000,102636804
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.09957580747656276,-2.0688325492818618,1.8267552216383915,10000,4100655864
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,-0.1659819249920961,-2.3351460354127025,2.0259184778950687,10000,625005357
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,1515340856
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3486608116
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3861080418
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,803557475
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3140212207
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,1079725116
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,661327076
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,376642839
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,3350609135
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,1383721168
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,236870938
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,1156295259
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,4284398
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2475481748
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2227357509
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2602773598
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,1167516582
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,940539901
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,1820187418
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,936236012
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,334117938
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,3165871235
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,481397099
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,658758682
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,3492399419
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,2184398579
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,4082749849
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,4086661515
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,2434175335
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,ceded,,0,,,,10000,2732631132
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,2614210636
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,369588521
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,837102160
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,1878005365
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,1272340392
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_break,gross,,0,,,,10000,2771489913
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,3527596035
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,813616572
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,4009115601
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,279100439
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,1239505915
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,ceded,,0,,,,10000,3992144953
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,2277754510
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,3798092325
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,3656643466
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,808995533
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,1514429921
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_shock_no_break,gross,,0,,,,10000,1402174368
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,158031627
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,1108100521
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,3335281180
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,775374189
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,295948125
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,ceded,,0,,,,10000,3482161658
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,494637636
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,3365196201
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,2314468674
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,3845948661
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,1192906599
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_break,gross,,0,,,,10000,2782361762
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,471613212
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,1041923182
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,836873779
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,3709152705
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,3697525406
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,ceded,,0,,,,10000,959438372
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,2999670376
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,1029165715
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,163539504
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,2838817930
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,605962189
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,long_stable_no_break,gross,,0,,,,10000,2065735617
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,4.428606767254295,1.2287342708988962,7.837011460100372,10000,1431814229
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,3.790315356641546,0.7333706185524957,7.082289676543073,10000,667165873
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,50,3.982827096986729,0.6478441252753273,7.6284970603779705,10000,3601116330
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,0,,,,10000,1337685771
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,0,,,,10000,1337737816
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,ceded,,0,,,,10000,4172540265
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,1.5610192740756352,0.12612382008201886,2.9284226421105672,10000,3670004532
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,1.2315471714100752,-0.3129366330515702,2.728969658535839,10000,3046232565
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,50,1.1410216928703882,-0.5235763197023602,2.7433634186886593,10000,2001334166
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,0,,,,10000,525521474
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,0,,,,10000,3051142886
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_emerging_no_break,gross,,0,,,,10000,2212630347
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,5.240452164393929,2.0279289730741956,8.773332262042064,10000,1183811967
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,3.871760353063305,0.675581786004528,7.301700217299018,10000,1132052342
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,50,4.233231126750778,0.9477157841990579,7.793210504758773,10000,2423512489
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,0,,,,10000,2893753879
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,0,,,,10000,1062521439
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,ceded,,0,,,,10000,2738830704
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,2.1743793137692795,0.6762869851916747,3.6979086068643827,10000,335150
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,1.1046397323473254,-0.4821790789985122,2.70889811659734,10000,436958965
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,50,1.1446353557659374,-0.5623511385004989,2.7089725469458177,10000,3668007918
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,0,,,,10000,977996382
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,0,,,,10000,2627314612
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_shock_no_break,gross,,0,,,,10000,1984978533
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,4.174490828438593,0.9482742820305353,7.72166594503675,10000,60259118
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,4.174490828438593,0.8449405039439383,7.660728377462251,10000,382504962
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,50,4.046958608378131,0.38929477339842855,7.905828336827616,10000,1739438767
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,0,,,,10000,1309288397
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,0,,,,10000,3795316004
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,ceded,,0,,,,10000,3870804036
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,1.1760834599046093,-0.3993940213623572,2.6326028730737008,10000,2746083619
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,1.1760834599046093,-0.36250855104629065,2.6742144862535175,10000,1475133736
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,50,1.1280393470130579,-0.5634560466912698,2.6859082222723827,10000,98893846
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,0,,,,10000,102636804
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,0,,,,10000,4100655864
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,scenario_basis_model,short_stable_no_break,gross,,0,,,,10000,625005357
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,1515340856
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3486608116
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3861080418
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,803557475
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,3140212207
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,ceded,,0,,,,10000,1079725116
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,661327076
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,376642839
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,3350609135
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,1383721168
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,236870938
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_break,gross,,0,,,,10000,1156295259
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,4284398
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2475481748
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2227357509
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,2602773598
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,1167516582
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,ceded,,0,,,,10000,940539901
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,1820187418
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,936236012
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,334117938
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,3165871235
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,481397099
history_7_vs_10,history_window,26,same_model_7_year_window,same_model_10_year_window,scenario_basis_model,long_emerging_no_break,gross,,0,,,,10000,658758682
