comparison_id,analysis_family,source_step,model_a,model_b,scenario_id,basis,model,required_paired_rows,valid_paired_rows,excluded_pairs,exclusion_reason_counts,maximum_absolute_truth_difference,win_count_a,win_count_b,tie_count,bootstrap_resamples,bootstrap_seed,tie_tolerance,mean_ape_a,mean_ape_b,mean_paired_ape_difference,median_paired_ape_difference,std_paired_ape_difference,win_rate_a,win_rate_b,bootstrap_ci_lower,bootstrap_ci_upper,prior_multiplier_a,prior_multiplier_b,group_type,pool_label
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_emerging_no_break,gross,expected_loss,50,50,0,{},0.0,21,29,0,10000,841843982,1e-12,13.650260469278791,11.663391457047329,1.986869012231462,4.633307145521353,15.297014836952044,0.42,0.58,-2.1541910102553814,6.073783885881199,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,1561817023,1e-12,50.805127771457016,45.33903085717448,5.466096914282558,5.440122224290594,0.4183950862096049,0.0,1.0,5.352308876703036,5.579033900703812,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,409821921,1e-12,37.75494500019641,30.838827777996006,6.9161172222003975,6.883252089435313,0.5293849536142126,0.0,1.0,6.7727251964090325,7.061851878473758,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,ceded,expected_loss,50,50,0,{},0.0,22,28,0,10000,681804054,1e-12,11.362116771349918,10.320734352298166,1.0413824190517542,3.6122773525641723,12.609380156210017,0.44,0.56,-2.4983779284168515,4.448700167416814,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,2200847234,1e-12,35.53636422468899,28.3737380274322,7.162626197256779,7.13582497413984,0.5585918013332767,0.0,1.0,7.011236928811578,7.316415634655701,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,3,47,0,10000,1065947556,1e-12,15.936603925786274,8.185151420696798,7.751452505089476,9.00173471088784,4.152141358775408,0.06,0.94,6.495398185045977,8.751495421365568,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_break,gross,expected_loss,50,50,0,{},0.0,24,26,0,10000,992811559,1e-12,14.908990796652706,13.706466377165818,1.2025244194868874,4.995080185738254,17.55318180187483,0.48,0.52,-3.79182583533926,5.974492291727277,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,3340827190,1e-12,44.91079213957641,38.78976904397377,6.121023095602625,6.073314863649625,0.4427781050731628,0.0,1.0,6.000971153458084,6.245674932418286,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1040151302,1e-12,44.91079213957641,38.78976904397377,6.121023095602625,6.073314863649625,0.4427781050731628,0.0,1.0,6.002605851666045,6.240291212016706,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,ceded,expected_loss,50,50,0,{},0.0,21,29,0,10000,536418586,1e-12,10.006277277072783,8.580187778594057,1.4260894984787285,4.453566950830307,10.908041514561928,0.42,0.58,-1.52089200875398,4.394775165018089,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,2317884869,1e-12,30.31309462089064,22.57010513432293,7.742989486567707,7.711064205709132,0.5562840568116949,0.0,1.0,7.5871240003977425,7.897447036734181,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,4120843223,1e-12,30.31309462089064,22.57010513432293,7.742989486567707,7.711064205709132,0.5562840568116949,0.0,1.0,7.590593954412011,7.8950378207675085,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_shock_no_break,gross,expected_loss,50,50,0,{},0.0,21,29,0,10000,2341362140,1e-12,13.439103394752449,11.098094737026477,2.3410086577259714,5.289604557118854,14.556604741283385,0.42,0.58,-1.7672058475357446,6.324116178729156,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,3909700391,1e-12,51.08932022269024,45.65480024743361,5.434519975256633,5.442308869102188,0.47735945828298,0.0,1.0,5.305173427377881,5.566899951393205,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1023588577,1e-12,36.81727848023841,29.796976089153787,7.0203023910846305,7.0303640690868985,0.6166520247692383,0.0,1.0,6.848847064711442,7.189831290372151,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,ceded,expected_loss,50,50,0,{},0.0,25,25,0,10000,643048025,1e-12,12.90584877214705,13.493135547022145,-0.5872867748750982,-0.9956561591638757,14.762365844952948,0.5,0.5,-4.673380031623836,3.429673442236792,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,4025990548,1e-12,33.000841309557366,25.55649034395263,7.444350965604734,7.408865427188193,0.5773066272852061,0.0,1.0,7.286423212675765,7.604427821590825,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,9,41,0,10000,448476072,1e-12,11.862948350340066,6.324884871111945,5.53806347922812,8.983128084639873,6.402815632512801,0.18,0.82,3.7144632108050377,7.221860702112089,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_break,gross,expected_loss,50,50,0,{},0.0,24,26,0,10000,2803023251,1e-12,15.418423856492005,15.502598515188872,-0.08417465869687063,2.858676724792561,19.63585947447731,0.48,0.52,-5.437276345383403,5.347477854812489,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,3021609692,1e-12,45.10018946380672,39.0002105153408,6.099978948465914,6.058373616073798,0.5082269040476359,0.0,1.0,5.961817931780126,6.238491145533421,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,409910217,1e-12,45.10018946380672,39.0002105153408,6.099978948465914,6.058373616073798,0.5082269040476359,0.0,1.0,5.959201591814034,6.237161814788806,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,ceded,expected_loss,50,50,0,{},0.0,23,27,0,10000,1163205428,1e-12,11.36298131014838,11.00374900788119,0.35923230226719055,2.5283022396533554,12.390304394560285,0.46,0.54,-3.093193615006678,3.7412222142180864,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,330789271,1e-12,27.478441759274855,19.420490843638746,8.05795091563612,8.02414479239072,0.5745543055926916,0.0,1.0,7.898917344402405,8.219478365046584,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1842784217,1e-12,27.478441759274855,19.420490843638746,8.05795091563612,8.02414479239072,0.5745543055926916,0.0,1.0,7.901204415721369,8.215130997115649,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,long_stable_no_break,gross,expected_loss,50,50,0,{},0.0,21,29,0,10000,4007729606,1e-12,14.03087562209185,12.456116773136085,1.5747588489557682,4.303142759020067,16.42439870320833,0.42,0.58,-2.98253923604999,5.973500038803476,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,4084094611,1e-12,59.883546082901354,55.42616231433485,4.457383768566516,4.40789201365499,0.5969356229401119,0.0,1.0,4.299235851621922,4.61793532176935,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1815875618,1e-12,59.883546082901354,55.42616231433485,4.457383768566516,4.40789201365499,0.5969356229401119,0.0,1.0,4.29342952590779,4.626885518611136,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,ceded,expected_loss,50,50,0,{},0.0,43,7,0,10000,2068053422,1e-12,28.99180308086293,56.62678237630269,-27.63497929543975,-36.266494569585454,20.33632021348277,0.86,0.14,-32.973874318728626,-21.77692391088554,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,653732237,1e-12,31.595730992238053,24.1744266123178,7.421304379920258,7.324209373886456,1.0189804243005993,0.0,1.0,7.137181276947419,7.697528589507751,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,2541131284,1e-12,31.595730992238053,24.1744266123178,7.421304379920258,7.324209373886456,1.0189804243005993,0.0,1.0,7.137266250450473,7.7000550699352255,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_emerging_no_break,gross,expected_loss,50,50,0,{},0.0,43,7,0,10000,399952789,1e-12,33.81029092304812,90.65276347656958,-56.842472553521446,-70.33151264256983,41.150485967259925,0.86,0.14,-67.55581115660256,-45.455733070550295,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,1977877232,1e-12,60.62865863010517,56.25406514456132,4.374593485543863,4.382486519945079,0.5442587637415014,0.0,1.0,4.227808608633096,4.52681720482741,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1754693544,1e-12,60.62865863010517,56.25406514456132,4.374593485543863,4.382486519945079,0.5442587637415014,0.0,1.0,4.229718007015295,4.527260182892548,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,ceded,expected_loss,50,50,0,{},0.0,40,10,0,10000,2013702713,1e-12,23.28933299798229,44.8696053940665,-21.5802723960842,-31.85350106485945,20.822826501285448,0.8,0.2,-27.07895529065808,-15.635180390142063,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,3359181112,1e-12,33.03156981733441,25.620481335820912,7.411088481513486,7.283901997180042,0.9941673287205355,0.0,1.0,7.1414892100662835,7.6885931767069975,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1126131279,1e-12,33.03156981733441,25.620481335820912,7.411088481513486,7.283901997180042,0.9941673287205355,0.0,1.0,7.145999200774347,7.685309027686289,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_shock_no_break,gross,expected_loss,50,50,0,{},0.0,43,7,0,10000,4017193889,1e-12,31.98747123273785,81.87011859296719,-49.88264736022934,-65.41661005704738,40.5196776514372,0.86,0.14,-60.83895525584924,-38.54010610439978,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,1794177539,1e-12,58.87116154958215,54.30129061064683,4.569870938935311,4.467812856307763,0.689118199876748,0.0,1.0,4.378452162946839,4.7618979799805174,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,1484471764,1e-12,58.87116154958215,54.30129061064683,4.569870938935311,4.467812856307763,0.689118199876748,0.0,1.0,4.37900427443053,4.767890212421018,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,ceded,expected_loss,50,50,0,{},0.0,47,3,0,10000,3764982185,1e-12,36.96133024506485,71.27840229217402,-34.317072047109164,-39.873267719900056,19.51914941995672,0.94,0.06,-39.46448284498093,-28.64968325621799,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,0,50,0,10000,4157335965,1e-12,30.172489166316183,22.760823807635084,7.4116653586810965,7.474552380072188,1.487990344668433,0.0,1.0,6.971490914903169,7.785023334100611,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,0,50,0,10000,4212432415,1e-12,30.172489166316183,22.760823807635084,7.4116653586810965,7.474552380072188,1.487990344668433,0.0,1.0,6.97900044336278,7.786371189605338,0.9,1.0,scenario_basis_model,
prior_0.90_vs_1.00,prior_sensitivity,27,same_model_prior_0.90,same_model_prior_1.00,short_stable_no_break,gross,expected_loss,50,50,0,{},0.0,45,5,0,10000,3409823549,1e-12,35.68613456494036,99.07626350120692,-63.39012893626656,-78.01473242210051,41.92400831994496,0.9,0.1,-74.61984793333517,-51.59626946947879,0.9,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,2845266060,1e-12,39.66485802314865,45.14987093013515,-5.485012906986486,-5.485091998455349,0.444318966104908,1.0,0.0,-5.609121065266288,-5.363481371185419,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,314248329,1e-12,23.14601490227593,30.132740820250845,-6.986725917974922,-6.9868266634835905,0.5659667331646301,1.0,0.0,-7.143432213232902,-6.834708108295572,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,ceded,expected_loss,50,50,0,{},0.0,7,43,0,10000,2747143218,1e-12,23.94707427323515,11.557521295802424,12.389552977432725,15.951102229631664,8.401307942292755,0.14,0.86,9.995624622096976,14.536922232248305,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,567696138,1e-12,19.713192276541356,27.011992978673963,-7.298800702132606,-7.270756063757684,0.5689509279026868,1.0,0.0,-7.455767455347257,-7.144916480338861,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,24,26,0,10000,3436058586,1e-12,7.6437190561719195,7.065145290390937,0.57857376578098,0.27817181201814245,8.046825928943587,0.48,0.52,-1.6194565287686398,2.7074449461227217,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_break,gross,expected_loss,50,50,0,{},0.0,1,49,0,10000,2784683856,1e-12,38.05886235016644,14.505552325594927,23.553310024571523,27.378085488771948,8.762793569773253,0.02,0.98,21.1226405514157,25.83066118929404,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,743750896,1e-12,32.322554452013385,38.475049501830355,-6.152495049816976,-6.109255798628151,0.47205797218722395,1.0,0.0,-6.281663056958697,-6.024257819139039,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,1312334639,1e-12,32.322554452013385,38.475049501830355,-6.152495049816976,-6.109255798628151,0.47205797218722395,1.0,0.0,-6.2822327619494045,-6.023863139015432,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,ceded,expected_loss,50,50,0,{},0.0,6,44,0,10000,4258081970,1e-12,19.775821465594554,9.489885353018945,10.285936112575609,13.846704568489667,7.303123856834543,0.12,0.88,8.172866801338591,12.181311587085897,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,717369089,1e-12,13.399608113679712,21.152436218385105,-7.752828104705393,-7.824324541273261,0.6203131460721172,1.0,0.0,-7.917769009502196,-7.578923889008549,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,1126590305,1e-12,13.399608113679712,21.152436218385105,-7.752828104705393,-7.824324541273261,0.6203131460721172,1.0,0.0,-7.915101172054882,-7.580045499658153,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_emerging_no_break,gross,expected_loss,50,50,0,{},0.0,2,48,0,10000,841843982,1e-12,29.97035658938772,11.663391457047329,18.306965132340384,22.16847325355088,8.256432983508823,0.04,0.96,15.96299605874031,20.40796608403028,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,1561817023,1e-12,39.872933942891905,45.33903085717448,-5.466096914282559,-5.440122224290597,0.4183950862096058,1.0,0.0,-5.579033900703815,-5.352308876703037,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,409821921,1e-12,23.922710555795607,30.838827777996006,-6.9161172222004055,-6.883252089435317,0.529384953614215,1.0,0.0,-7.061851878473768,-6.772725196409042,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,ceded,expected_loss,50,50,0,{},0.0,5,45,0,10000,681804054,1e-12,21.870757732307396,10.320734352298166,11.55002338000923,14.957150515631962,7.883863335030566,0.1,0.9,9.330283921517513,13.589607681232836,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,2200847234,1e-12,21.211111830175415,28.3737380274322,-7.162626197256786,-7.135824974139842,0.5585918013332761,1.0,0.0,-7.3164156346557085,-7.0112369288115834,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,32,18,0,10000,1065947556,1e-12,6.625675590710565,8.185151420696798,-1.5594758299862317,-4.586025098360711,7.781079536300746,0.64,0.36,-3.7019709626599133,0.6148811777732403,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_break,gross,expected_loss,50,50,0,{},0.0,1,49,0,10000,992811559,1e-12,35.581501496728244,13.706466377165818,21.875035119562426,25.896375584651505,8.798945819873099,0.02,0.98,19.297671437571434,24.209056120503426,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,3340827190,1e-12,32.668745948371146,38.78976904397377,-6.121023095602623,-6.0733148636496175,0.44277810507316273,1.0,0.0,-6.245674932418281,-6.000971153458082,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,1040151302,1e-12,32.668745948371146,38.78976904397377,-6.121023095602623,-6.0733148636496175,0.44277810507316273,1.0,0.0,-6.240291212016705,-6.002605851666043,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,ceded,expected_loss,50,50,0,{},0.0,5,45,0,10000,536418586,1e-12,18.478619583671914,8.580187778594057,9.898431805077859,13.207770784666609,6.894148432581986,0.1,0.9,7.911643829433293,11.656667168513884,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,2317884869,1e-12,14.827115647755226,22.57010513432293,-7.742989486567708,-7.711064205709131,0.5562840568116947,1.0,0.0,-7.897447036734178,-7.587124000397741,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,4120843223,1e-12,14.827115647755226,22.57010513432293,-7.742989486567708,-7.711064205709131,0.5562840568116947,1.0,0.0,-7.8950378207675085,-7.590593954412011,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_shock_no_break,gross,expected_loss,50,50,0,{},0.0,3,47,0,10000,2341362140,1e-12,28.241421398338208,11.098094737026477,17.14332666131173,21.13468168928896,8.111731738521183,0.06,0.94,14.830067646894218,19.313602484784443,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,ceded,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,3909700391,1e-12,40.22028027217697,45.65480024743361,-5.434519975256633,-5.442308869102199,0.47735945828298104,1.0,0.0,-5.566899951393205,-5.30517342737788,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,ceded,bornhuetter_ferguson_standard,50,50,0,{},0.0,50,0,0,10000,1023588577,1e-12,22.776673698069153,29.796976089153787,-7.020302391084626,-7.03036406908689,0.6166520247692385,1.0,0.0,-7.189831290372149,-6.848847064711439,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,ceded,expected_loss,50,50,0,{},0.0,7,43,0,10000,643048025,1e-12,27.23615635599632,13.493135547022145,13.743020808974176,17.164780922816703,9.067928052708714,0.14,0.86,11.161687687372615,16.04098348240445,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,gross,bornhuetter_ferguson_break_aware,50,50,0,{},0.0,50,0,0,10000,4025990548,1e-12,18.1121393783479,25.55649034395263,-7.444350965604733,-7.408865427188186,0.5773066272852054,1.0,0.0,-7.604427821590825,-7.286423212675763,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,gross,bornhuetter_ferguson_standard,50,50,0,{},0.0,18,32,0,10000,448476072,1e-12,9.488444738607711,6.324884871111945,3.1635598674957657,5.633024355710263,7.655834853933063,0.36,0.64,1.0010973326406667,5.231946856514363,1.1,1.0,scenario_basis_model,
prior_1.10_vs_1.00,prior_sensitivity,27,same_model_prior_1.10,same_model_prior_1.00,long_stable_break,gross,expected_loss,50,50,0,{},0.0,0,50,0,10000,2803023251,1e-12,41.1336477022626,15.502598515188872,25.63104918707372,29.28106551338613,8.802403849991533,0.0,1.0,23.122628684423432,27.934797690804302,1.1,1.0,scenario_basis_model,
