scenario_id,simulation_id,gross_ultimate_a,success_a,ceded_ultimate_a,ceded_true_reserve_a,ceded_share_a,attachment_frequency_a,exhaustion_frequency_a,gross_ultimate_b,success_b,ceded_ultimate_b,ceded_true_reserve_b,ceded_share_b,attachment_frequency_b,exhaustion_frequency_b,present_a,present_b,gross_ultimate_absolute_difference,included_in_mechanics,exclusion_reason,ceded_ultimate_difference_a_minus_b,ceded_true_reserve_difference_a_minus_b,ceded_share_difference_a_minus_b,attachment_frequency_difference_a_minus_b,exhaustion_frequency_difference_a_minus_b,variant_a,variant_b
long_emerging_break,26,2011205327.2960763,True,312888594.3414359,146852712.65336034,0.1555726757954109,0.3109017496635262,0.0121130551816958,2011205327.2960763,True,551576362.5679425,314689582.873816,0.2742516415812691,0.620457604306864,0.0242261103633916,True,True,0.0,True,included,-238687768.2265066,-167836870.22045568,-0.11867896578585818,-0.30955585464333785,-0.0121130551816958,fully_indexed,fixed_nominal
long_emerging_break,27,2131097719.9008372,True,381111176.28526914,184252904.2104091,0.1788332711007746,0.2859060402684564,0.0187919463087248,2131097719.9008372,True,616217983.7645763,353410428.2791988,0.2891551982859095,0.6228187919463087,0.0335570469798657,True,True,0.0,True,included,-235106807.47930717,-169157524.06878972,-0.11032192718513492,-0.33691275167785234,-0.014765100671140903,fully_indexed,fixed_nominal
long_emerging_break,28,1995397452.079854,True,298409780.0213698,134560417.306018,0.1495490433298537,0.2652519893899204,0.0079575596816976,1995397452.079854,True,516677044.3626329,290834789.60206765,0.2589344011761101,0.6061007957559682,0.026525198938992,True,True,0.0,True,included,-218267264.34126306,-156274372.29604965,-0.10938535784625641,-0.3408488063660478,-0.018567639257294398,fully_indexed,fixed_nominal
long_emerging_break,29,1790422445.108458,True,289000140.7270876,148320204.58286664,0.1614144983027069,0.3005952380952381,0.0104166666666666,1790422445.108458,True,493326173.80513054,289092639.0409425,0.2755361870897717,0.5997023809523809,0.025297619047619,True,True,0.0,True,included,-204326033.07804292,-140772434.45807585,-0.11412168878706477,-0.29910714285714285,-0.0148809523809524,fully_indexed,fixed_nominal
long_emerging_break,30,1893667845.6681929,True,278824613.3035688,137492157.7288776,0.1472405067981622,0.2660944206008583,0.0085836909871244,1893667845.6681929,True,482162982.6899797,291157767.087299,0.2546185614298401,0.6452074391988555,0.0300429184549356,True,True,0.0,True,included,-203338369.3864109,-153665609.3584214,-0.10737805463167788,-0.3791130185979972,-0.021459227467811204,fully_indexed,fixed_nominal
long_emerging_break,31,2170071413.6866465,True,399484900.1277085,185722513.64099893,0.1840883657598345,0.3022636484687084,0.0213049267643142,2170071413.6866465,True,611378507.3023645,340746313.94754344,0.2817319759370122,0.62982689747004,0.0439414114513981,True,True,0.0,True,included,-211893607.17465597,-155023800.3065445,-0.09764361017717771,-0.32756324900133155,-0.0226364846870839,fully_indexed,fixed_nominal
long_emerging_break,32,2085619708.131106,True,357486957.077899,157803543.47496486,0.1714056285928741,0.2818057455540356,0.0177838577291381,2085619708.131106,True,548599130.1967908,294051928.4134518,0.2630389078401942,0.5950752393980848,0.0314637482900136,True,True,0.0,True,included,-191112173.11889184,-136248384.93848693,-0.09163327924732009,-0.31326949384404923,-0.013679890560875502,fully_indexed,fixed_nominal
long_emerging_break,33,2139716680.714984,True,364259773.415989,188489459.83733743,0.1702373854908081,0.2707535121328225,0.0127713920817369,2139716680.714984,True,579264117.2512071,325296152.4202118,0.2707200081543724,0.6168582375478927,0.0332056194125159,True,True,0.0,True,included,-215004343.83521813,-136806692.58287436,-0.10048262266356431,-0.3461047254150702,-0.020434227330779,fully_indexed,fixed_nominal
long_emerging_break,34,2054714034.359825,True,335659893.7511212,175876395.17428634,0.1633608804622297,0.3052208835341365,0.0093708165997322,2054714034.359825,True,576852510.3338202,353659686.90908873,0.2807458851633077,0.6265060240963856,0.0294511378848728,True,True,0.0,True,included,-241192616.582699,-177783291.7348024,-0.11738500470107796,-0.32128514056224905,-0.020080321285140597,fully_indexed,fixed_nominal
long_emerging_break,35,2005103408.813004,True,327460678.41387653,156087125.92983592,0.1633136111457359,0.2914364640883978,0.0124309392265193,2005103408.813004,True,552416597.2101731,310671306.8566615,0.275505290541198,0.6160220994475138,0.0248618784530386,True,True,0.0,True,included,-224955918.7962966,-154584180.92682558,-0.1121916793954621,-0.32458563535911605,-0.0124309392265193,fully_indexed,fixed_nominal
