comparison_id,analysis_family,source_step,model_a,model_b,scenario_id,basis,model,required_paired_rows,valid_paired_rows,excluded_pairs,exclusion_reason_counts,maximum_absolute_truth_difference,win_count_a,win_count_b,tie_count,bootstrap_resamples,bootstrap_seed,tie_tolerance,mean_ape_a,mean_ape_b,mean_paired_ape_difference,median_paired_ape_difference,std_paired_ape_difference,win_rate_a,win_rate_b,bootstrap_ci_lower,bootstrap_ci_upper,shorter_window_years,longer_window_years,group_type,pool_label
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,cashflow_uplift,50,50,0,{},0.0,26,24,0,10000,3670004532,1e-12,8.58706909533216,8.870810646878272,-0.28374155154611463,-0.29486822001429225,3.3499698015470245,0.52,0.48,-1.174491674574808,0.6405935767778655,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,chain_ladder,50,50,0,{},0.0,23,27,0,10000,3046232565,1e-12,8.464252746294548,8.624341509151018,-0.16008876285647086,0.26590478820482755,3.2110104456111923,0.46,0.54,-1.0639231556812678,0.7101651392941013,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,inflation_adjusted_chain_ladder,50,50,0,{},0.0,27,23,0,10000,2001334166,1e-12,8.343670655545955,8.859363323278071,-0.5156926677321164,-0.2387571215305473,3.9137830997036915,0.54,0.46,-1.5996817343020726,0.5892585281729521,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,regularized_poisson,50,50,0,{},0.0,25,25,0,10000,525521474,1e-12,12.783370989184384,13.414933073702468,-0.6315620845180842,0.17221658041193955,5.806699871246079,0.5,0.5,-2.3091103123355654,0.928592092570613,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,regularized_poisson_break_interaction,50,50,0,{},0.0,25,25,0,10000,3051142886,1e-12,12.783371685272446,13.414934900176542,-0.6315632149040981,0.17223493659345124,5.80670558159641,0.5,0.5,-2.231136070175803,0.9262410006319349,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_emerging_no_break,gross,regularized_tweedie,50,50,0,{},0.0,24,26,0,10000,2212630347,1e-12,13.855288058191066,14.780852816465035,-0.9255647582739672,0.0539076314361544,9.277280902024833,0.48,0.52,-3.677293547715322,1.475589741917277,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,cashflow_uplift,50,50,0,{},0.0,21,29,0,10000,1183811967,1e-12,22.315153843853665,20.024225722916686,2.2909281209369783,1.5992454751830456,9.407829161746815,0.42,0.58,-0.1968137151285358,4.876604525516054,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,chain_ladder,50,50,0,{},0.0,22,28,0,10000,1132052342,1e-12,21.589645621003896,19.992746320777236,1.5968993002266594,1.2754582479266203,8.834578731544454,0.44,0.56,-0.7651584240694388,4.124630236824478,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,inflation_adjusted_chain_ladder,50,50,0,{},0.0,24,26,0,10000,2423512489,1e-12,21.47080387591053,19.803176220748515,1.6676276551620137,0.41756034471696957,10.661274579761372,0.48,0.52,-1.1358815872759207,4.652705959078463,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,regularized_poisson,50,50,0,{},0.0,31,19,0,10000,2893753879,1e-12,15.118691878088061,16.009741622204032,-0.8910497441159728,-0.843705077261709,3.511239027954401,0.62,0.38,-1.8348760195308569,0.0944328301020793,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,regularized_poisson_break_interaction,50,50,0,{},0.0,31,19,0,10000,1062521439,1e-12,15.118691586176256,16.009741615577937,-0.891050029401685,-0.8437050783703199,3.51123923593936,0.62,0.38,-1.8365852704565608,0.10614761421104495,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,ceded,regularized_tweedie,50,50,0,{},0.0,29,21,0,10000,2738830704,1e-12,16.490194371977122,18.227178466586334,-1.7369840946092103,-1.0176126951618527,8.274411565667792,0.58,0.42,-4.139618983400197,0.4703481519070463,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,cashflow_uplift,50,50,0,{},0.0,27,23,0,10000,335150,1e-12,8.809100647766499,8.925499968541107,-0.1163993207746084,-0.19276606892208492,3.4414250119747622,0.54,0.46,-1.0577737715022033,0.8499669310374726,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,chain_ladder,50,50,0,{},0.0,24,26,0,10000,436958965,1e-12,8.65949783256332,8.78938368983922,-0.12988585727589985,0.015737197527571745,3.185334601065965,0.48,0.52,-0.9862765355696465,0.7497986173885717,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,inflation_adjusted_chain_ladder,50,50,0,{},0.0,27,23,0,10000,3668007918,1e-12,8.354730438707541,8.871846536474564,-0.5171160977670242,-0.24158075090689546,3.921743272388085,0.54,0.46,-1.586990264431684,0.5550844935752565,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,regularized_poisson,50,50,0,{},0.0,28,22,0,10000,977996382,1e-12,11.00524504464965,12.172738798237509,-1.167493753587857,-1.0895248022004793,3.674738619506805,0.56,0.44,-2.167212530880917,-0.1801691030948372,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,regularized_poisson_break_interaction,50,50,0,{},0.0,28,22,0,10000,2627314612,1e-12,11.00524717472045,12.172740658934813,-1.1674934842143636,-1.0895383504556655,3.6747316025165606,0.56,0.44,-2.1873485655347498,-0.16290346362433888,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_shock_no_break,gross,regularized_tweedie,50,50,0,{},0.0,25,25,0,10000,1984978533,1e-12,13.202063270041704,13.948839022728482,-0.7467757526867785,0.21796711263944618,9.064721989577718,0.5,0.5,-3.289656407160405,1.642132409947409,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,cashflow_uplift,50,50,0,{},0.0,24,26,0,10000,60259118,1e-12,24.038643897099767,22.52907525962828,1.5095686374714878,0.1423552940894499,9.038723390518253,0.48,0.52,-0.8286566358219912,4.115079716431005,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,chain_ladder,50,50,0,{},0.0,24,26,0,10000,382504962,1e-12,24.038643897099767,22.52907525962828,1.5095686374714874,0.1423552940894499,9.038723390518253,0.48,0.52,-0.8908402622060068,4.059665513846816,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,inflation_adjusted_chain_ladder,50,50,0,{},0.0,26,24,0,10000,1739438767,1e-12,24.019270954795903,22.753330317147242,1.2659406376486613,-0.44707818072945305,10.510587418890958,0.52,0.48,-1.4936115157291223,4.184022988644855,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,regularized_poisson,50,50,0,{},0.0,28,22,0,10000,1309288397,1e-12,18.6549581511478,19.759507104152302,-1.1045489530044963,-3.7548654635020022,14.459320124961641,0.56,0.44,-5.089444815285497,2.873818696576098,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,regularized_poisson_break_interaction,50,50,0,{},0.0,28,22,0,10000,3795316004,1e-12,18.65495815778397,19.759506701942875,-1.1045485441589062,-3.7548652554778847,14.459319609737573,0.56,0.44,-4.99687852018321,2.9326613185836528,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,ceded,regularized_tweedie,50,50,0,{},0.0,27,23,0,10000,3870804036,1e-12,21.173781600940792,23.823656460110513,-2.6498748591697203,-4.390611138773664,22.07679588192433,0.54,0.46,-9.22278477341019,3.0312326709326305,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,cashflow_uplift,50,50,0,{},0.0,26,24,0,10000,2746083619,1e-12,8.390423579574149,8.704243749050589,-0.3138201694764399,-0.09454954541129457,3.370110734324255,0.52,0.48,-1.2529434184956771,0.5975806808289552,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,chain_ladder,50,50,0,{},0.0,26,24,0,10000,1475133736,1e-12,8.390423579574149,8.704243749050589,-0.3138201694764399,-0.09454954541129457,3.370110734324255,0.52,0.48,-1.2451871440455051,0.613537618310366,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,inflation_adjusted_chain_ladder,50,50,0,{},0.0,26,24,0,10000,98893846,1e-12,8.2966681822777,8.806144632258269,-0.5094764499805671,-0.22824383550276495,3.8809373714851527,0.52,0.48,-1.5708593551859038,0.5588370764391185,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,regularized_poisson,50,50,0,{},0.0,23,27,0,10000,102636804,1e-12,11.724534094810176,11.824110423023253,-0.09957632821307652,0.0992729962461169,7.192759359183905,0.46,0.54,-2.097411421807229,1.8564461335891824,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,regularized_poisson_break_interaction,50,50,0,{},0.0,23,27,0,10000,4100655864,1e-12,11.724532971556858,11.824108779033422,-0.09957580747656276,0.09927299217241947,7.1927615307492125,0.46,0.54,-2.0688325492818618,1.8267552216383915,10,15,scenario_basis_model,
history_10_vs_15,history_window,26,same_model_10_year_window,same_model_15_year_window,short_stable_no_break,gross,regularized_tweedie,50,50,0,{},0.0,24,26,0,10000,625005357,1e-12,12.818392248686564,12.984374173678656,-0.1659819249920961,0.21976881928965986,7.829720484973242,0.48,0.52,-2.3351460354127025,2.0259184778950687,10,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,1515340856,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,3486608116,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,3861080418,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,803557475,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3140212207,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1079725116,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,cashflow_uplift,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,661327076,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,376642839,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,inflation_adjusted_chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,3350609135,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1383721168,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,236870938,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_break,gross,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1156295259,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,4284398,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,2475481748,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,2227357509,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,2602773598,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1167516582,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,940539901,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,cashflow_uplift,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,1820187418,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,936236012,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,inflation_adjusted_chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,334117938,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3165871235,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,481397099,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_emerging_no_break,gross,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,658758682,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 42, ""model_a_failed"": 8}",0.0,0,0,0,10000,3492399419,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 42, ""model_a_failed"": 8}",0.0,0,0,0,10000,2184398579,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 42, ""model_a_failed"": 8}",0.0,0,0,0,10000,4082749849,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,4086661515,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,2434175335,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,2732631132,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,cashflow_uplift,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,2614210636,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,369588521,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,inflation_adjusted_chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,837102160,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1878005365,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1272340392,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_break,gross,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,2771489913,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,3527596035,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,813616572,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,4009115601,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,279100439,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1239505915,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3992144953,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,cashflow_uplift,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,2277754510,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,3798092325,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,inflation_adjusted_chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,3656643466,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,808995533,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1514429921,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_shock_no_break,gross,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1402174368,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,158031627,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,1108100521,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 43, ""model_a_failed"": 7}",0.0,0,0,0,10000,3335281180,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,775374189,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,295948125,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3482161658,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,cashflow_uplift,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,494637636,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,3365196201,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,inflation_adjusted_chain_ladder,50,0,50,"{""model_a_failed"": 50}",0.0,0,0,0,10000,2314468674,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3845948661,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,1192906599,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_break,gross,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,2782361762,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,cashflow_uplift,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,471613212,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,1041923182,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,inflation_adjusted_chain_ladder,50,0,50,"{""both_estimators_failed"": 50}",0.0,0,0,0,10000,836873779,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,regularized_poisson,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3709152705,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,regularized_poisson_break_interaction,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,3697525406,1e-12,,,,,,,,,,7,15,scenario_basis_model,
history_7_vs_15,history_window,26,same_model_7_year_window,same_model_15_year_window,long_stable_no_break,ceded,regularized_tweedie,50,0,50,"{""model_a_structurally_not_applicable"": 50}",0.0,0,0,0,10000,959438372,1e-12,,,,,,,,,,7,15,scenario_basis_model,
