scenario_id,tail_type,inflation_scenario,structural_break,clause_type,model,basis,attempts,successes,failures,success_rate,mean_runtime_seconds,mean_signed_error,mean_absolute_error,root_mean_squared_error,mean_percentage_error,mean_absolute_percentage_error,median_absolute_percentage_error,mean_normalised_error
short_emerging_no_break,short,emerging,False,none,regularized_poisson,gross,50,50,0,1.0,1.4320543840002211,910804.6626872778,16998637.96368525,20547013.094564732,1.3276198486947823,13.414933073702468,12.541329296155475,0.01327619848694783
short_emerging_no_break,short,emerging,False,none,regularized_tweedie,ceded,50,50,0,1.0,5.413867060000484,328434.4831564248,14144121.52696739,17673380.807594392,0.6955766953366532,19.84516767596454,15.842547069729413,0.006955766953366535
short_emerging_no_break,short,emerging,False,none,regularized_tweedie,gross,50,50,0,1.0,5.775453921999943,-13940.45279935509,18893857.516486917,24077316.411298808,0.8975548711091509,14.780852816465035,11.497152916653377,0.008975548711091508
short_shock_no_break,short,shock,False,none,regularized_poisson,ceded,50,50,0,1.0,1.2366227799999614,-1642027.927537424,14488484.392404681,18115389.926767018,-1.7092845070600986,16.009741622204032,14.079449734480985,-0.01709284507060099
short_shock_no_break,short,shock,False,none,regularized_poisson,gross,50,50,0,1.0,1.4237726440002008,2368558.1963344975,17291602.671436682,20157736.936175607,2.1799726459205333,12.172738798237509,12.42035939759137,0.021799726459205325
short_shock_no_break,short,shock,False,none,regularized_tweedie,ceded,50,50,0,1.0,5.4099422920001965,-2194136.261766643,16360931.45925966,19600321.987192463,-2.144673196306415,18.227178466586334,16.46144465687543,-0.021446731963064156
short_shock_no_break,short,shock,False,none,regularized_tweedie,gross,50,50,0,1.0,5.74870413200013,2447335.223396795,19988846.387154244,25616953.40386185,2.697492978824457,13.94883902272848,10.350300669435565,0.02697492978824458
short_stable_no_break,short,stable,False,none,regularized_poisson,ceded,50,50,0,1.0,1.1994517780003662,3623856.869010514,10541738.374860656,13192980.515186097,8.609823613718815,19.759507104152302,15.787298072019684,0.08609823613718814
short_stable_no_break,short,stable,False,none,regularized_poisson,gross,50,50,0,1.0,1.3559531799999969,3027856.625828451,13185435.218911765,16591357.990376981,4.1810774253338625,11.824110423023253,11.381219481066736,0.04181077425333862
short_stable_no_break,short,stable,False,none,regularized_tweedie,ceded,50,50,0,1.0,5.248679922000083,4340929.431083786,12702348.438041728,16215022.442086665,10.247438449905953,23.823656460110513,19.439399562715504,0.10247438449905952
