simulation_id,seed,scenario_id,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,model,basis,observed_paid,true_reserve,true_ultimate,estimated_reserve,selected_alpha,runtime_seconds,success_or_failure,failure_category,failure_reason,pipeline_reconciliation_passed,model_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error,pricing_assumption_version
2,20260818.0,long_shock_no_break,constant,long,shock,False,none,chain_ladder,gross,1245938880.1247735,983498757.60152,2229437637.726294,935993591.8475816,,0.0553184159998636,success,,,True,True,-47505165.75393832,47505165.75393832,-4.830221226693789,4.830221226693789,-0.0483022122669378,
2,20260818.0,long_shock_no_break,constant,long,shock,False,none,chain_ladder,ceded,186952060.84313503,534015095.1365743,720967155.9797094,,,0.0151988880006683,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
2,20260818.0,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,gross,1245938880.1247735,983498757.60152,2229437637.726294,986711476.4127642,0.001,2.71220847999939,success,,,True,True,3212718.81124413,3212718.81124413,0.3266622134916629,0.3266622134916629,0.0032666221349166,
2,20260818.0,long_shock_no_break,constant,long,shock,False,none,regularized_poisson,ceded,186952060.84313503,534015095.1365743,720967155.9797094,730911852.9155844,0.1,2.605307279000044,success,,,True,True,196896757.7790101,196896757.7790101,36.87100974714091,36.87100974714091,0.3687100974714091,
2,20260818.0,long_stable_break,constant,long,stable,True,none,chain_ladder,gross,1309848529.116362,584977012.7306271,1894825541.846989,1020538600.1979264,,0.0588558890003696,success,,,True,True,435561587.46729946,435561587.46729946,74.45789800083459,74.45789800083459,0.7445789800083459,
2,20260818.0,long_stable_break,constant,long,stable,True,none,chain_ladder,ceded,203926973.7624354,256776491.6519569,460703465.4143924,,,0.01662332900014,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
2,20260818.0,long_stable_break,constant,long,stable,True,none,regularized_poisson,gross,1309848529.116362,584977012.7306271,1894825541.846989,965537659.0015088,0.0001,2.8755030640004406,success,,,True,True,380560646.27088165,380560646.27088165,65.05565825474991,65.05565825474991,0.6505565825474992,
2,20260818.0,long_stable_break,constant,long,stable,True,none,regularized_poisson,ceded,203926973.7624354,256776491.6519569,460703465.4143924,582077166.785614,0.1,2.834443556000224,success,,,True,True,325300675.1336571,325300675.1336571,126.6863150286281,126.6863150286281,1.266863150286281,
2,20260818.0,long_emerging_break,constant,long,emerging,True,none,chain_ladder,gross,1340755716.6163971,668155030.1461856,2008910746.7625828,1117421595.8960671,,0.0544034310005372,success,,,True,True,449266565.7498815,449266565.7498815,67.2398688148148,67.2398688148148,0.672398688148148,
2,20260818.0,long_emerging_break,constant,long,emerging,True,none,chain_ladder,ceded,215045826.75886703,332662627.84441507,547708454.603282,,,0.014518986999974,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
2,20260818.0,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,gross,1340755716.6163971,668155030.1461856,2008910746.7625828,1025771505.4753976,0.01,2.7671107750002197,success,,,True,True,357616475.32921183,357616475.32921183,53.52297882887582,53.52297882887582,0.5352297882887582,
2,20260818.0,long_emerging_break,constant,long,emerging,True,none,regularized_poisson,ceded,215045826.75886703,332662627.84441507,547708454.603282,784820736.218461,0.1,2.6604813330004617,success,,,True,True,452158108.374046,452158108.374046,135.92092123600926,135.92092123600926,1.3592092123600923,
2,20260818.0,long_shock_break,constant,long,shock,True,none,chain_ladder,gross,1367468325.796393,751561324.2684755,2119029650.064868,1230076000.1847606,,0.0560262179997153,success,,,True,True,478514675.916285,478514675.916285,63.66941199136909,63.66941199136909,0.6366941199136908,
2,20260818.0,long_shock_break,constant,long,shock,True,none,chain_ladder,ceded,224096348.3378269,410910544.1490245,635006892.4868512,,,0.0148673799994867,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,True,False,,,,,,
2,20260818.0,long_shock_break,constant,long,shock,True,none,regularized_poisson,gross,1367468325.796393,751561324.2684755,2119029650.064868,1229675289.0736113,0.01,2.7082942320002985,success,,,True,True,478113964.8051357,478113964.8051357,63.61609483703848,63.61609483703848,0.6361609483703848,
2,20260818.0,long_shock_break,constant,long,shock,True,none,regularized_poisson,ceded,224096348.3378269,410910544.1490245,635006892.4868512,794323372.4721595,0.1,2.622689096000613,success,,,True,True,383412828.323135,383412828.323135,93.30810167384828,93.30810167384828,0.9330810167384828,
3,20260819.0,short_stable_no_break,constant,short,stable,False,none,chain_ladder,gross,1614789199.669657,95306481.37821576,1710095681.047873,96014254.11583002,,0.038352992,success,,,True,True,707772.7376142591,707772.7376142591,0.7426281270478579,0.7426281270478579,0.0074262812704785,
3,20260819.0,short_stable_no_break,constant,short,stable,False,none,chain_ladder,ceded,322348181.7723197,52023753.56578843,374371935.33810806,28783986.140705694,,0.038911165999707,success,,,True,True,-23239767.42508274,23239767.42508274,-44.67145454180673,44.67145454180673,-0.4467145454180673,
3,20260819.0,short_stable_no_break,constant,short,stable,False,none,regularized_poisson,gross,1614789199.669657,95306481.37821576,1710095681.047873,111859876.81032096,0.001,2.202368825999656,success,,,True,True,16553395.4321052,16553395.4321052,17.368593607411064,17.368593607411064,0.1736859360741106,
3,20260819.0,short_stable_no_break,constant,short,stable,False,none,regularized_poisson,ceded,322348181.7723197,52023753.56578843,374371935.33810806,51487791.75215777,0.001,2.2047026849995746,success,,,True,True,-535961.8136306629,535961.8136306629,-1.030225189254931,1.030225189254931,-0.0103022518925493,
3,20260819.0,short_emerging_no_break,constant,short,emerging,False,none,chain_ladder,gross,1638532719.1878507,105837545.20554812,1744370264.3933988,104049171.590822,,0.0386469669992948,success,,,True,True,-1788373.6147261113,1788373.6147261113,-1.689734593950468,1.689734593950468,-0.0168973459395046,
3,20260819.0,short_emerging_no_break,constant,short,emerging,False,none,chain_ladder,ceded,336020443.13455486,66381607.12761541,402402050.2621702,38804302.76544096,,0.0382190580003225,success,,,True,True,-27577304.36217445,27577304.36217445,-41.54359250320413,41.54359250320413,-0.4154359250320413,
3,20260819.0,short_emerging_no_break,constant,short,emerging,False,none,regularized_poisson,gross,1638532719.1878507,105837545.20554812,1744370264.3933988,95895275.86754054,0.0001,2.2432515390000844,success,,,True,True,-9942269.33800757,9942269.33800757,-9.393896389696671,9.393896389696671,-0.0939389638969667,
3,20260819.0,short_emerging_no_break,constant,short,emerging,False,none,regularized_poisson,ceded,336020443.13455486,66381607.12761541,402402050.2621702,47841358.85604146,0.001,2.1183474950003074,success,,,True,True,-18540248.271573942,18540248.271573942,-27.92979723424174,27.92979723424174,-0.2792979723424174,
