calibration_version,scenario_id,tail_type,inflation_scenario,structural_break_regime,development_year,incremental_ceded_paid,cumulative_ceded_paid,total_ceded_ultimate,incremental_paid_proportion,cumulative_paid_proportion,incremental_gross_paid,cumulative_gross_paid,total_gross_ultimate,gross_incremental_paid_proportion,gross_cumulative_paid_proportion,calibration_simulations,contributing_accident_years,positive_ceded_accident_years,natural_terminal_development_year,calibration_seed_start,calibration_seed_end,split_half_max_abs_cumulative_difference,available,calibration_source
step28_ceded_development_v1,long_stable_break,long,stable,post_break,1,420651231.66995025,420651231.66995025,591316726645.0193,0.00071138057273742,0.00071138057273742,79302731417.79869,79302731417.79869,2068607150393.2463,0.03833629377270744,0.03833629377270744,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,2,17642164134.250877,18062815365.920826,591316726645.0193,0.0298353882771895,0.03054676884992692,315986177151.53424,395288908569.33295,2068607150393.2463,0.1527531107544826,0.19108940452719006,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,3,58044301728.93683,76107117094.85765,591316726645.0193,0.09816110235586507,0.128707871205792,397593995088.5119,792882903657.8448,2068607150393.2463,0.19220372268989233,0.38329312721708236,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,4,90325724332.05692,166432841426.91455,591316726645.0193,0.15275354181935982,0.28146141302515176,369835919432.26324,1162718823090.1082,2068607150393.2463,0.17878499518961669,0.5620781224066991,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,5,98568185293.7448,265001026720.65936,591316726645.0193,0.16669270604434888,0.4481541190695007,292724235760.85455,1455443058850.9626,2068607150393.2463,0.1415078912906238,0.7035860136973229,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,6,88506849428.8983,353507876149.5577,591316726645.0193,0.14967756777499538,0.5978316868444961,212625937368.2201,1668068996219.1826,2068607150393.2463,0.10278700686488465,0.8063730205622075,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,7,74095007585.7667,427602883735.32434,591316726645.0193,0.12530511018378074,0.7231367970282768,145916234545.38553,1813985230764.568,2068607150393.2463,0.07053839803156756,0.876911418593775,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,8,60733493604.191315,488336377339.5156,591316726645.0193,0.10270890517299876,0.8258457022012755,103285908284.9416,1917271139049.5098,2068607150393.2463,0.04993017077471996,0.926841589368495,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,9,46795115644.421265,535131492983.9369,591316726645.0193,0.07913714179865138,0.9049828439999269,72367710321.95444,1989638849371.464,2068607150393.2463,0.03498378621972625,0.9618253755882212,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,10,31643978978.40048,566775471962.3374,591316726645.0193,0.05351443237187009,0.958497276371797,45998582092.88746,2035637431464.3516,2068607150393.2463,0.02223649960996366,0.9840618751981849,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,11,14818859056.851595,581594331019.189,591316726645.0193,0.025060781116289458,0.9835580574880864,20320196425.917538,2055957627890.269,2068607150393.2463,0.009823129743148489,0.9938850049413332,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,12,6538675163.22306,588133006182.412,591316726645.0193,0.011057822091930056,0.9946158795800164,8601172297.23975,2064558800187.5088,2068607150393.2463,0.004157953478795938,0.9980429584201292,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,13,2468665919.997912,590601672102.4099,591316726645.0193,0.004174862317872343,0.9987907418978887,3154011747.3437204,2067712811934.8525,2068607150393.2463,0.0015247031060219127,0.9995676615261512,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_break,long,stable,post_break,14,715054542.6091564,591316726645.019,591316726645.0193,0.00120925810211085,0.9999999999999996,894338458.3940377,2068607150393.2466,2068607150393.2463,0.0004323384738489482,1.0000000000000002,2000,14000,14000,14,91000001,91002000,0.00222894941625984,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,1,128871314.26048866,128871314.26048866,1036596463846.5605,0.00012432158390959406,0.00012432158390959406,73455223748.70619,73455223748.70619,4023240253277.7188,0.018257727385000807,0.018257727385000807,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,2,10866557489.582827,10995428803.843315,1036596463846.5605,0.010482919697853919,0.010607241281763512,416771352396.76965,490226576145.4758,4023240253277.7188,0.10359096801570018,0.12184869540070098,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,3,43893848724.94848,54889277528.791794,1036596463846.5605,0.0423442007143927,0.052951441996156215,575787211528.8923,1066013787674.3682,4023240253277.7188,0.1431152939623232,0.2649639893630242,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,4,77280611767.93756,132169889296.72935,1036596463846.5605,0.07455226258554633,0.12750370458170254,566099906158.4613,1632113693832.8296,4023240253277.7188,0.14070745730316797,0.4056714466661922,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,5,90355102992.8966,222524992289.62598,1036596463846.5605,0.08716516614151906,0.2146688707232216,463532285676.4873,2095645979509.317,4023240253277.7188,0.11521367268555471,0.5208851193517469,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,6,96141155611.88991,318666147901.51587,1036596463846.5605,0.09274694537846788,0.3074158161016895,379300682892.3287,2474946662401.6455,4023240253277.7188,0.0942774129840528,0.6151625323357996,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,7,100746718867.67877,419412866769.19464,1036596463846.5605,0.09718991177514912,0.40460572787683863,312784082474.698,2787730744876.3438,4023240253277.7188,0.07774432118983547,0.6929068535256352,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,8,101184367692.6889,520597234461.88354,1036596463846.5605,0.09761210965086453,0.5022178375277031,262018859222.18796,3049749604098.5317,4023240253277.7188,0.06512632672352146,0.7580331802491567,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,9,121393803259.91318,641991037721.7968,1036596463846.5605,0.1171080622920996,0.6193258998198028,269312054595.7838,3319061658694.3154,4023240253277.7188,0.06693909327845293,0.8249722735276096,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
step28_ceded_development_v1,long_stable_no_break,long,stable,no_break,10,205997721079.82672,847988758801.6235,1036596463846.5605,0.19872508566681643,0.8180509854866193,385610939295.0291,3704672597989.3447,4023240253277.7188,0.09584586428336546,0.9208181378109751,2000,30000,30000,14,91000001,91002000,0.0010121562753584445,True,regenerated_frozen_step19_simulations
