scenario_id,simulation_id,basis,tail_type,inflation_scenario,structural_break,model,pattern_variant,estimated_reserve,true_reserve,signed_error,absolute_error,percentage_error,absolute_percentage_error,success,success_or_failure,failure_type,failure_message,calibration_version,prior_version,runtime_seconds
long_emerging_break,29,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,289092639.0409425,-65767305.78503084,65767305.78503084,-22.749560833929294,22.749560833929294,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035209999987273477
long_emerging_break,30,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,291157767.08729905,-115833538.00679433,115833538.00679433,-39.78377055353069,39.78377055353069,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036159999945084564
long_emerging_break,30,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,291157767.08729905,-67832433.8313874,67832433.8313874,-23.297483872737946,23.297483872737946,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035502000027918257
long_emerging_break,31,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,340746313.9475435,-165422084.8670388,165422084.8670388,-48.54699173429792,48.54699173429792,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036908000038238242
long_emerging_break,31,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,340746313.9475435,-117420980.69163185,117420980.69163185,-34.45994157099182,34.45994157099182,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003544500003044959
long_emerging_break,32,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,294051928.4134518,-118727699.33294708,118727699.33294708,-40.376439621919424,40.376439621919424,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036925000022165477
long_emerging_break,32,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,294051928.4134518,-70726595.15754014,70726595.15754014,-24.052416707192954,24.052416707192954,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003603699995437637
long_emerging_break,33,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,325296152.4202118,-149971923.33970708,149971923.33970708,-46.103196187201135,46.103196187201135,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0037174999961280264
long_emerging_break,33,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,325296152.4202118,-101970819.16430014,101970819.16430014,-31.347072015956723,31.347072015956723,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035495999982231297
long_emerging_break,34,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,353659686.90908873,-178335457.82858402,178335457.82858402,-50.425724058967084,50.425724058967084,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036382999969646335
long_emerging_break,34,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,353659686.90908873,-130334353.65317708,130334353.65317708,-36.85304219778961,36.85304219778961,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003542300000844989
long_emerging_break,35,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,310671306.8566615,-135347077.77615678,135347077.77615678,-43.56600522448751,43.56600522448751,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036104999962844886
long_emerging_break,35,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,310671306.8566615,-87345973.60074985,87345973.60074985,-28.115236802686066,28.115236802686066,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003569499996956438
long_emerging_break,36,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,298373766.60150135,-123049537.52099663,123049537.52099663,-41.240065747917356,41.240065747917356,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035207000037189573
long_emerging_break,36,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,298373766.60150135,-75048433.3455897,75048433.3455897,-25.152490515636394,25.152490515636394,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035760999962803908
long_emerging_break,37,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,280012844.6247065,-104688615.54420179,104688615.54420179,-37.38707618377759,37.38707618377759,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003467800001089927
long_emerging_break,37,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,280012844.6247065,-56687511.36879486,56687511.36879486,-20.244611080170827,20.244611080170827,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035933000035583973
long_emerging_break,38,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,312303097.24901414,-136978868.16850942,136978868.16850942,-43.86087405956453,43.86087405956453,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003446299997449387
long_emerging_break,38,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,312303097.24901414,-88977763.99310249,88977763.99310249,-28.490836234696797,28.490836234696797,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003602099997806363
long_emerging_break,39,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,329071260.7806257,-153747031.700121,153747031.700121,-46.721500788431335,46.721500788431335,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003669500001706183
long_emerging_break,39,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,329071260.7806257,-105745927.52471405,105745927.52471405,-32.13465900178054,32.13465900178054,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.003844599996227771
long_emerging_break,40,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,264420912.58280376,-89096683.50229904,89096683.50229904,-33.69502155938528,33.69502155938528,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035686999981408007
long_emerging_break,40,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,264420912.58280376,-41095579.32689211,41095579.32689211,-15.541728120321412,15.541728120321412,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0037245000057737343
long_emerging_break,41,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,319130515.04039764,-143806285.95989293,143806285.95989293,-45.06190388646757,45.06190388646757,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035858999981428497
long_emerging_break,41,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,319130515.04039764,-95805181.784486,95805181.784486,-30.020689739543815,30.020689739543815,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036298999984865077
long_emerging_break,42,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,365620897.7543769,-190296668.67387217,190296668.67387217,-52.04753607976559,52.04753607976559,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0035370999976294115
long_emerging_break,42,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,365620897.7543769,-142295564.49846524,142295564.49846524,-38.91888165376668,38.91888165376668,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036228000026312657
long_emerging_break,43,ceded,long,emerging,True,bornhuetter_ferguson_break_aware,frozen_break_aware,175324229.08050472,361095337.33123547,-185771108.25073075,185771108.25073075,-51.446554149305314,51.446554149305314,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0034665999992284924
long_emerging_break,43,ceded,long,emerging,True,bornhuetter_ferguson_standard,frozen_standard,223325333.25591165,361095337.33123547,-137770004.07532382,137770004.07532382,-38.15336002218892,38.15336002218892,True,success,,,frozen_step21_pattern,pricing_mc_v1,0.0036360000012791716
