scenario_id,simulation_id,seed,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,basis,model,history_window_years,history_start_ay,evaluation_start_ay,evaluation_end_ay,success,success_or_failure,applicability_status,applicability_reason,fit_attempted,available_calendar_diagonals,potential_validation_folds,maximum_development_year,failure_type,failure_category,failure_message,failure_reason,fit_min_accident_year,fit_max_accident_year,fit_received_pre_window_ay,future_cells_hidden_from_fit,evaluation_truth_used_for_fitting,observed_target_paid,true_target_reserve,true_target_ultimate,estimated_target_reserve,true_reserve,estimated_reserve,selected_alpha,selected_power,runtime_seconds,pipeline_reconciliation_passed,model_reconciliation_passed,target_estimate_reconciliation_passed,target_truth_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error
long_emerging_break,13,20260829,constant,long,emerging,True,none,ceded,regularized_poisson_break_interaction,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,47211222.4193286,268829678.92981434,316040901.3491429,,268829678.92981434,,,,1.0000003385357559e-06,True,False,False,True,,,,,
long_emerging_break,13,20260829,constant,long,emerging,True,none,ceded,regularized_tweedie,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,47211222.4193286,268829678.92981434,316040901.3491429,,268829678.92981434,,,,6.00004568696022e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,951149605.3962153,610169473.7671196,951149605.3962153,,,0.03370619999623159,True,True,True,True,340980131.6290957,340980131.6290957,55.88285653228793,55.88285653228793,0.5588285653228793
long_shock_break,13,20260829,constant,long,shock,True,none,gross,inflation_adjusted_chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1041456038.3859168,610169473.7671196,1041456038.3859168,,,0.0694045999989612,True,True,True,True,431286564.6187972,431286564.6187972,70.68307792523298,70.68307792523298,0.7068307792523298
long_shock_break,13,20260829,constant,long,shock,True,none,gross,cashflow_uplift,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1064707059.4074421,610169473.7671196,1064707059.4074421,,,0.05686069999501342,True,True,True,True,454537585.64032245,454537585.64032245,74.49366203688577,74.49366203688577,0.7449366203688577
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1027882127.0037477,610169473.7671196,1027882127.0037477,0.01,,1.8509257999976398,True,True,True,True,417712653.23662806,417712653.23662806,68.45846460618814,68.45846460618814,0.6845846460618814
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson_break_interaction,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,949217497.7786586,610169473.7671196,949217497.7786586,1.0,,1.9824528000026476,True,True,True,True,339048024.011539,339048024.011539,55.566205552417024,55.566205552417024,0.5556620555241703
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_tweedie,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,981273891.4780552,610169473.7671196,981273891.4780552,0.0001,1.7,7.0399288999979035,True,True,True,True,371104417.7109356,371104417.7109356,60.81989245049863,60.81989245049863,0.6081989245049862
long_shock_break,13,20260829,constant,long,shock,True,none,gross,chain_ladder,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 10 to 11.,ValueError: No paired observations are available for development 10 to 11.,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.01165029999538092,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,inflation_adjusted_chain_ladder,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 10 to 11.,ValueError: No paired observations are available for development 10 to 11.,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.02343470000050729,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,cashflow_uplift,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 10 to 11.,ValueError: No paired observations are available for development 10 to 11.,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.015262500004610047,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1339025279.4919038,610169473.7671196,1339025279.4919038,0.01,,0.694543400000839,True,True,True,True,728855805.7247841,728855805.7247841,119.45137163694999,119.45137163694999,1.1945137163694999
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson_break_interaction,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1515283202.1236827,610169473.7671196,1515283202.1236827,1.0,,0.8199528999975882,True,True,True,True,905113728.3565631,905113728.3565631,148.3380875756517,148.3380875756517,1.483380875756517
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_tweedie,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,1293209891.5258098,610169473.7671196,1293209891.5258098,0.001,1.9,2.917958300000464,True,True,True,True,683040417.7586901,683040417.7586901,111.94273839064306,111.94273839064306,1.1194273839064306
long_shock_break,13,20260829,constant,long,shock,True,none,gross,chain_ladder,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 7 to 8.,ValueError: No paired observations are available for development 7 to 8.,2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.009882400001515634,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,inflation_adjusted_chain_ladder,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 7 to 8.,ValueError: No paired observations are available for development 7 to 8.,2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.018331899998884182,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,cashflow_uplift,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 7 to 8.,ValueError: No paired observations are available for development 7 to 8.,2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.012934600003063679,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,1.0000003385357559e-06,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson_break_interaction,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,6.999980541877449e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_tweedie,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,1.1000010999850929e-06,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.008365800000319723,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,inflation_adjusted_chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.01579370000399649,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,cashflow_uplift,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,0.011449899997387547,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,8.999995770864189e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_poisson_break_interaction,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,9.00006853044033e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,gross,regularized_tweedie,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,334991761.47724175,610169473.7671196,945161235.2443614,,610169473.7671196,,,,5.999972927384079e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,chain_ladder,15,2010,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.008443200000328943,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,inflation_adjusted_chain_ladder,15,2010,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.026444199997058604,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,cashflow_uplift,15,2010,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.012198199998238124,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,789124948.2811459,334305825.948522,789124948.2811459,0.1,,1.482315400004154,True,True,True,True,454819122.33262396,454819122.33262396,136.04881728942985,136.04881728942985,1.3604881728942984
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson_break_interaction,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,426848082.95119685,334305825.948522,426848082.95119685,1.0,,2.370172700000694,True,True,True,True,92542257.00267488,92542257.00267488,27.681915724952095,27.681915724952095,0.27681915724952094
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_tweedie,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,14,,,,,2010,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,520303563.12432086,334305825.948522,520303563.12432086,1.0,1.1,6.888623799997731,True,True,True,True,185997737.1757989,185997737.1757989,55.63700143366324,55.63700143366324,0.5563700143366324
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,chain_ladder,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.007757999999739695,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,inflation_adjusted_chain_ladder,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.019459299997834023,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,cashflow_uplift,10,2015,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.011148500001581851,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,1414528709.5737467,334305825.948522,1414528709.5737467,0.1,,0.6532903999977862,True,True,True,True,1080222883.6252246,1080222883.6252246,323.1241575166454,323.1241575166454,3.2312415751664543
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson_break_interaction,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,1007562169.256056,334305825.948522,1007562169.256056,0.1,,1.1316978999966523,True,True,True,True,673256343.307534,673256343.307534,201.3893540135927,201.3893540135927,2.013893540135927
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_tweedie,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,14,,,,,2015,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,671494324.382436,334305825.948522,671494324.382436,1.0,1.5,2.9343336000019917,True,True,True,True,337188498.43391407,337188498.43391407,100.86228604518426,100.86228604518426,1.0086228604518426
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,chain_ladder,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.007287799999176059,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,inflation_adjusted_chain_ladder,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.015674399997806177,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,cashflow_uplift,7,2018,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.010368099996412639,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,1.0000003385357559e-06,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson_break_interaction,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,7.00005330145359e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_tweedie,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,14,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,8.999995770864189e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2020,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.006859900000563357,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,inflation_adjusted_chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2020,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.013538199993490707,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,cashflow_uplift,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,14,known_sparse_ceded_chain_ladder_limitation,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,2020,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,0.010073999997985084,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,7.999988156370819e-07,True,False,False,True,,,,,
long_shock_break,13,20260829,constant,long,shock,True,none,ceded,regularized_poisson_break_interaction,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,14,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,53433149.9881222,334305825.948522,387738975.9366441,,334305825.948522,,,,1.6999983927235007e-06,True,False,False,True,,,,,
