scenario_id,simulation_id,seed,frequency_scenario,tail_type,inflation_scenario,structural_break,clause_type,basis,model,history_window_years,history_start_ay,evaluation_start_ay,evaluation_end_ay,success,success_or_failure,applicability_status,applicability_reason,fit_attempted,available_calendar_diagonals,potential_validation_folds,maximum_development_year,failure_type,failure_category,failure_message,failure_reason,fit_min_accident_year,fit_max_accident_year,fit_received_pre_window_ay,future_cells_hidden_from_fit,evaluation_truth_used_for_fitting,observed_target_paid,true_target_reserve,true_target_ultimate,estimated_target_reserve,true_reserve,estimated_reserve,selected_alpha,selected_power,runtime_seconds,pipeline_reconciliation_passed,model_reconciliation_passed,target_estimate_reconciliation_passed,target_truth_reconciliation_passed,signed_error,absolute_error,percentage_error,absolute_percentage_error,normalised_error
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,inflation_adjusted_chain_ladder,7,2018,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,6,,,,,2018,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,127891506.45667383,137675538.21388325,127891506.45667383,,,0.032472999999299645,True,True,True,True,-9784031.75720942,9784031.75720942,-7.10658689563982,7.10658689563982,-0.0710658689563982
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,cashflow_uplift,7,2018,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,6,,,,,2018,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,127719563.2198988,137675538.21388325,127719563.2198988,,,0.027335999999195337,True,True,True,True,-9955974.993984446,9955974.993984446,-7.231477082383021,7.231477082383021,-0.07231477082383021
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_poisson,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,1.2000018614344299e-06,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_poisson_break_interaction,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,8.999995770864189e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_tweedie,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,6.999980541877449e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,0.008340100001078099,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,inflation_adjusted_chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,0.014324600000691134,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,cashflow_uplift,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,0.011647400002402719,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_poisson,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,8.999995770864189e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_poisson_break_interaction,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,7.999988156370819e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,gross,regularized_tweedie,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,524373608.7811493,137675538.21388325,662049146.9950327,,137675538.21388325,,,,8.999995770864189e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,63338674.97754086,55892585.70819512,63338674.97754086,,,0.024017199997615535,True,True,True,True,7446089.269345738,7446089.269345738,13.322141344865305,13.322141344865305,0.13322141344865304
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,inflation_adjusted_chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,65360432.32023706,55892585.70819512,65360432.32023706,,,0.0452688000004855,True,True,True,True,9467846.612041943,9467846.612041943,16.9393605468028,16.9393605468028,0.16939360546802798
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,cashflow_uplift,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,63338674.97754086,55892585.70819512,63338674.97754086,,,0.03444579999631969,True,True,True,True,7446089.269345738,7446089.269345738,13.322141344865305,13.322141344865305,0.13322141344865304
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,63264224.98373668,55892585.70819512,63264224.98373668,0.001,,1.1550108000010368,True,True,True,True,7371639.275541559,7371639.275541559,13.188939431121558,13.188939431121558,0.13188939431121557
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson_break_interaction,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,63264224.98374367,55892585.70819512,63264224.98374367,0.001,,1.1880530999987968,True,True,True,True,7371639.2755485475,7371639.2755485475,13.188939431134061,13.188939431134061,0.1318893943113406
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_tweedie,15,2010,2020,2024,True,success,applicable_by_design,Geometry supplies 10 potential rolling validation folds under the frozen requirements.,True,15,10.0,6,,,,,2010,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,66867757.852284126,55892585.70819512,66867757.852284126,0.1,1.9,5.186459800002922,True,True,True,True,10975172.144089006,10975172.144089006,19.63618609700463,19.63618609700463,0.1963618609700463
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,chain_ladder,10,2015,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,61347263.22433759,55892585.70819512,61347263.22433759,,,0.02089459999842802,True,True,True,True,5454677.516142473,5454677.516142473,9.7592148350773,9.7592148350773,0.097592148350773
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,inflation_adjusted_chain_ladder,10,2015,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,62692631.35020347,55892585.70819512,62692631.35020347,,,0.03729419999581296,True,True,True,True,6800045.642008349,6800045.642008349,12.166274928682192,12.166274928682192,0.12166274928682193
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,cashflow_uplift,10,2015,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,10,,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,61347263.22433759,55892585.70819512,61347263.22433759,,,0.030010700000275392,True,True,True,True,5454677.516142473,5454677.516142473,9.7592148350773,9.7592148350773,0.097592148350773
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,54273695.77234772,55892585.70819512,54273695.77234772,0.01,,0.6108182999960263,True,True,True,True,-1618889.9358474016,1618889.9358474016,-2.8964305646894335,2.8964305646894335,-0.028964305646894336
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson_break_interaction,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,54273695.77232571,55892585.70819512,54273695.77232571,0.01,,0.6664223000043421,True,True,True,True,-1618889.9358694106,1618889.9358694106,-2.8964305647288113,2.8964305647288113,-0.02896430564728811
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_tweedie,10,2015,2020,2024,True,success,applicable_by_design,Geometry supplies 5 potential rolling validation folds under the frozen requirements.,True,10,5.0,6,,,,,2015,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,50251017.59236856,55892585.70819512,50251017.59236856,0.001,1.5,2.624951300000248,True,True,True,True,-5641568.115826562,5641568.115826562,-10.093589416814867,10.093589416814867,-0.10093589416814867
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,chain_ladder,7,2018,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,6,,,,,2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,54096005.922709376,55892585.70819512,54096005.922709376,,,0.01952280000114115,True,True,True,True,-1796579.7854857445,1796579.7854857445,-3.214343660651801,3.214343660651801,-0.032143436606518014
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,inflation_adjusted_chain_ladder,7,2018,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,6,,,,,2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,54562597.73128435,55892585.70819512,54562597.73128435,,,0.0324179000017466,True,True,True,True,-1329987.97691077,1329987.97691077,-2.379542760562898,2.379542760562898,-0.02379542760562898
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,cashflow_uplift,7,2018,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,7,,6,,,,,2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,54096005.922709376,55892585.70819512,54096005.922709376,,,0.027420799997344147,True,True,True,True,-1796579.7854857445,1796579.7854857445,-3.214343660651801,3.214343660651801,-0.032143436606518014
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,7.999988156370819e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson_break_interaction,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,7.999988156370819e-07,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_tweedie,7,2018,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,7,2.0,6,not_applicable_by_design,not_applicable_by_design,"Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 7 calendar diagonals are available, giving 2 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2018,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,1.0000003385357559e-06,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,0.008203899997170083,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,inflation_adjusted_chain_ladder,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,0.014101699998718686,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,cashflow_uplift,5,2020,2020,2024,False,failed,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,5,,6,insufficient_development_history,insufficient_development_history,ValueError: No paired observations are available for development 5 to 6.,ValueError: No paired observations are available for development 5 to 6.,2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,0.011310100002447143,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,1.3000026228837669e-06,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_poisson_break_interaction,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,1.1000010999850929e-06,True,False,False,True,,,,,
short_stable_no_break,1,20260817,constant,short,stable,False,none,ceded,regularized_tweedie,5,2020,2020,2024,False,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",False,5,0.0,6,not_applicable_by_design,not_applicable_by_design,"Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.","Only 5 calendar diagonals are available, giving 0 potential rolling folds after 5 training diagonals; the frozen minimum is 3 validation folds.",2020,2024,False,True,False,105368778.95236364,55892585.70819512,161261364.66055873,,55892585.70819512,,,,6.999980541877449e-07,True,False,False,True,,,,,
short_emerging_no_break,1,20260817,constant,short,emerging,False,none,gross,chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,6,,,,,2010,2024,False,True,False,550749250.4644393,152925951.09167618,703675201.5561154,137490757.4486438,152925951.09167618,137490757.4486438,,,0.02344949999678647,True,True,True,True,-15435193.643032372,15435193.643032372,-10.093246785680783,10.093246785680783,-0.10093246785680783
short_emerging_no_break,1,20260817,constant,short,emerging,False,none,gross,inflation_adjusted_chain_ladder,15,2010,2020,2024,True,success,applicable_by_design,Classical paired-observation and denominator availability depends on the realised triangle; the frozen estimator must be attempted.,True,15,,6,,,,,2010,2024,False,True,False,550749250.4644393,152925951.09167618,703675201.5561154,140517412.16069746,152925951.09167618,140517412.16069746,,,0.04522759999963455,True,True,True,True,-12408538.930978715,12408538.930978715,-8.114083216353537,8.114083216353537,-0.08114083216353538
