scenario_id,basis,model,history_window_years,history_start_ay,attempted_fits,required_result_rows,required_rows,applicable_rows,not_applicable_by_design,not_applicable_rows,estimator_invocations,successful_fits,failed_fits,data_dependent_failures,unsuccessful_or_not_applicable,applicability_rate,success_rate,unconditional_success_rate,conditional_fit_success_rate,mean_runtime_seconds,mean_percentage_error,median_percentage_error,mean_absolute_percentage_error,root_mean_squared_error,rmse,standard_deviation_percentage_error,percentage_error_std
short_shock_no_break,gross,regularized_poisson_break_interaction,15,2010,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,1.433470179999713,2.179978250361495,3.574044246886288,12.172740658934815,20157739.503648765,20157739.503648765,14.256701143638217,14.256701143638217
short_shock_no_break,gross,regularized_tweedie,15,2010,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,5.717959279999922,2.697492978824457,2.959414876281455,13.94883902272848,25616953.40386185,25616953.40386185,17.709997936000804,17.709997936000804
short_shock_no_break,gross,chain_ladder,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.02136214999947697,-2.4262387906665523,-3.5973891716902884,8.65949783256332,15494859.899075694,15494859.899075694,10.378001727005664,10.378001727005664
short_shock_no_break,gross,inflation_adjusted_chain_ladder,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.03818298200028949,0.7511220609512648,-0.4681252420283837,8.354730438707541,15233671.797585586,15233671.797585586,10.645862448437866,10.645862448437866
short_shock_no_break,gross,cashflow_uplift,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.03066502400004538,2.74410354662332,1.532723940613057,8.809100647766499,15994295.261540527,15994295.261540527,10.958517269593125,10.958517269593125
short_shock_no_break,gross,regularized_poisson,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.7511484039995412,2.3596104726184994,3.8947728968139983,11.00524504464965,19052527.942244608,19052527.942244608,13.279865466226402,13.279865466226402
short_shock_no_break,gross,regularized_poisson_break_interaction,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.7722231359996659,2.359609298354435,3.894784254101161,11.00524717472045,19052531.005203348,19052531.005203348,13.279867612394536,13.279867612394536
short_shock_no_break,gross,regularized_tweedie,10,2015,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,2.990605245999759,2.269641764585671,4.78105861690502,13.202063270041702,23304149.783899885,23304149.783899885,15.984157765270199,15.984157765270199
short_shock_no_break,gross,chain_ladder,7,2018,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.019892304000386503,-0.8160635737255433,-0.7719132686612961,9.894023422186542,17541531.806584693,17541531.806584693,12.287590419373208,12.287590419373208
short_shock_no_break,gross,inflation_adjusted_chain_ladder,7,2018,50,50,50,50,0,0,50,50,0,0,0,1.0,1.0,1.0,1.0,0.03320162400079425,0.20969615207676745,0.7979869365886789,10.016481892240504,17667401.149650067,17667401.149650067,12.49769537507592,12.49769537507592
