scenario_id,basis,model,first_window_years,second_window_years,comparison,first_mape,second_mape,first_mpe,second_mpe,first_applicability_rate,second_applicability_rate,first_unconditional_success_rate,second_unconditional_success_rate,first_conditional_fit_success_rate,second_conditional_fit_success_rate,difference_in_mape_second_minus_first,accuracy_comparison_available
short_shock_no_break,ceded,cashflow_uplift,15,7,15_vs_7,20.024225722916686,25.26467788731062,1.831842330325756,7.304074694798488,1.0,1.0,1.0,1.0,1.0,1.0,5.240452164393933,True
short_shock_no_break,ceded,cashflow_uplift,15,5,15_vs_5,20.024225722916686,,1.831842330325756,,1.0,1.0,1.0,0.0,1.0,0.0,,False
short_shock_no_break,ceded,cashflow_uplift,10,7,10_vs_7,22.31515384385367,25.26467788731062,4.072823069125283,7.304074694798488,1.0,1.0,1.0,1.0,1.0,1.0,2.9495240434569503,True
short_shock_no_break,ceded,cashflow_uplift,10,5,10_vs_5,22.31515384385367,,4.072823069125283,,1.0,1.0,1.0,0.0,1.0,0.0,,False
short_shock_no_break,ceded,regularized_poisson,15,10,15_vs_10,16.009741622204032,15.118691878088061,-1.7092845070600986,-0.35389043561547934,1.0,1.0,1.0,1.0,1.0,1.0,-0.8910497441159713,True
short_shock_no_break,ceded,regularized_poisson_break_interaction,15,10,15_vs_10,16.009741615577937,15.118691586176256,-1.709284481039206,-0.3538901619664606,1.0,1.0,1.0,1.0,1.0,1.0,-0.891050029401681,True
short_shock_no_break,ceded,regularized_tweedie,15,10,15_vs_10,18.227178466586334,16.490194371977122,-2.144673196306415,-1.1896853895165804,1.0,1.0,1.0,1.0,1.0,1.0,-1.7369840946092125,True
long_stable_no_break,gross,chain_ladder,15,10,15_vs_10,5.237803703613991,,0.2538266375039339,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,chain_ladder,15,7,15_vs_7,5.237803703613991,,0.2538266375039339,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,chain_ladder,15,5,15_vs_5,5.237803703613991,,0.2538266375039339,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,chain_ladder,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,chain_ladder,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,inflation_adjusted_chain_ladder,15,10,15_vs_10,5.439041073360536,,0.44475583873328584,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,inflation_adjusted_chain_ladder,15,7,15_vs_7,5.439041073360536,,0.44475583873328584,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,inflation_adjusted_chain_ladder,15,5,15_vs_5,5.439041073360536,,0.44475583873328584,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,inflation_adjusted_chain_ladder,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,inflation_adjusted_chain_ladder,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,cashflow_uplift,15,10,15_vs_10,5.2378037036139915,,0.2538266375039315,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,cashflow_uplift,15,7,15_vs_7,5.2378037036139915,,0.2538266375039315,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,cashflow_uplift,15,5,15_vs_5,5.2378037036139915,,0.2538266375039315,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_stable_no_break,gross,cashflow_uplift,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,cashflow_uplift,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,gross,regularized_poisson,15,10,15_vs_10,10.963249864557325,46.97116138661162,2.9341149221857092,46.97116138661162,1.0,1.0,1.0,1.0,1.0,1.0,36.00791152205429,True
long_stable_no_break,gross,regularized_poisson_break_interaction,15,10,15_vs_10,10.963247871164219,46.97116022876289,2.934117003739004,46.97116022876289,1.0,1.0,1.0,1.0,1.0,1.0,36.00791235759867,True
long_stable_no_break,gross,regularized_tweedie,15,10,15_vs_10,10.7937541710842,47.308961217206125,2.1548115289627328,47.308961217206125,1.0,1.0,1.0,1.0,1.0,1.0,36.51520704612192,True
long_stable_no_break,ceded,chain_ladder,15,10,15_vs_10,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,chain_ladder,15,7,15_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,chain_ladder,15,5,15_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,chain_ladder,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,chain_ladder,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,inflation_adjusted_chain_ladder,15,10,15_vs_10,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,inflation_adjusted_chain_ladder,15,7,15_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,inflation_adjusted_chain_ladder,15,5,15_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,inflation_adjusted_chain_ladder,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,inflation_adjusted_chain_ladder,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,cashflow_uplift,15,10,15_vs_10,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,cashflow_uplift,15,7,15_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,cashflow_uplift,15,5,15_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,cashflow_uplift,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,cashflow_uplift,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_stable_no_break,ceded,regularized_poisson,15,10,15_vs_10,37.53070548243112,150.33037266482125,15.032990999146653,141.00855818216291,1.0,1.0,1.0,1.0,1.0,1.0,112.79966718239014,True
long_stable_no_break,ceded,regularized_poisson_break_interaction,15,10,15_vs_10,37.53070547943436,150.33037267020222,15.032990996959159,141.00855818993557,1.0,1.0,1.0,1.0,1.0,1.0,112.79966719076786,True
long_stable_no_break,ceded,regularized_tweedie,15,10,15_vs_10,37.60783029865865,150.9592459510497,7.566297216588204,134.36108254701045,1.0,1.0,1.0,1.0,1.0,1.0,113.35141565239104,True
long_emerging_no_break,gross,chain_ladder,15,10,15_vs_10,6.95127121210148,,-5.737815339920794,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_emerging_no_break,gross,chain_ladder,15,7,15_vs_7,6.95127121210148,,-5.737815339920794,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_emerging_no_break,gross,chain_ladder,15,5,15_vs_5,6.95127121210148,,-5.737815339920794,,1.0,1.0,1.0,0.0,1.0,0.0,,False
long_emerging_no_break,gross,chain_ladder,10,7,10_vs_7,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
long_emerging_no_break,gross,chain_ladder,10,5,10_vs_5,,,,,1.0,1.0,0.0,0.0,0.0,0.0,,False
