scenario_id,simulation_id,accident_year,basis,tail_type,structural_break,expected_loss_prior_ultimate,paid_to_date,pricing_assumption_version,inflation_scenario,clause_type,seed,development_year_at_valuation,benchmark_pattern,benchmark_paid_proportion,benchmark_unpaid_proportion,estimated_reserve,estimated_ultimate,model,pattern_source,true_reserve,signed_error
long_stable_break,1,2010,ceded,long,True,15972272.856435863,7288499.925202911,pricing_mc_v1,stable,none,20260817,15,long,1.0,0.0,0.0,7288499.925202911,bornhuetter_ferguson_standard,fixed_independent_benchmark,0.0,0.0
long_stable_break,1,2011,ceded,long,True,17498404.517573208,9241615.141192606,pricing_mc_v1,stable,none,20260817,14,long,1.0,0.0,0.0,9241615.141192606,bornhuetter_ferguson_standard,fixed_independent_benchmark,0.0,0.0
long_stable_break,1,2012,ceded,long,True,19304983.611974623,11569113.444425676,pricing_mc_v1,stable,none,20260817,13,long,1.0,0.0,0.0,11569113.444425676,bornhuetter_ferguson_standard,fixed_independent_benchmark,20595.338039141847,-20595.338039141847
long_stable_break,1,2013,ceded,long,True,21528333.92851832,7214069.6035252735,pricing_mc_v1,stable,none,20260817,12,long,1.0,0.0,0.0,7214069.6035252735,bornhuetter_ferguson_standard,fixed_independent_benchmark,295629.907705239,-295629.907705239
long_stable_break,1,2014,ceded,long,True,23746610.67814489,11614639.840812244,pricing_mc_v1,stable,none,20260817,11,long,1.0,0.0,0.0,11614639.840812244,bornhuetter_ferguson_standard,fixed_independent_benchmark,1051413.0883992268,-1051413.0883992268
long_stable_break,1,2015,ceded,long,True,25974335.14350757,19593530.44198316,pricing_mc_v1,stable,none,20260817,10,long,1.0,0.0,0.0,19593530.44198316,bornhuetter_ferguson_standard,fixed_independent_benchmark,6102900.184056167,-6102900.184056167
long_stable_break,1,2016,ceded,long,True,28395784.61858555,20307027.647868253,pricing_mc_v1,stable,none,20260817,9,long,0.9,0.09999999999999998,2839578.4618585543,23146606.10972681,bornhuetter_ferguson_standard,fixed_independent_benchmark,10588414.947101424,-7748836.48524287
long_stable_break,1,2017,ceded,long,True,31809697.408839967,7435731.212867104,pricing_mc_v1,stable,none,20260817,8,long,0.8400000000000001,0.15999999999999992,5089551.585414392,12525282.798281496,bornhuetter_ferguson_standard,fixed_independent_benchmark,12131314.60113029,-7041763.015715898
long_stable_break,1,2018,ceded,long,True,30943198.2916456,33252604.662274644,pricing_mc_v1,stable,none,20260817,7,long,0.79,0.20999999999999996,6498071.641245576,39750676.30352022,bornhuetter_ferguson_standard,fixed_independent_benchmark,5900427.5351711605,597644.1060744151
long_stable_break,1,2019,ceded,long,True,33550930.87385185,18597608.15875384,pricing_mc_v1,stable,none,20260817,6,long,0.73,0.27,9058751.33594,27656359.494693838,bornhuetter_ferguson_standard,fixed_independent_benchmark,13791700.040513558,-4732948.704573559
long_stable_break,1,2020,ceded,long,True,37773204.11433067,3406093.074774107,pricing_mc_v1,stable,none,20260817,5,long,0.66,0.33999999999999997,12842889.398872428,16248982.473646535,bornhuetter_ferguson_standard,fixed_independent_benchmark,8508763.89403988,4334125.504832547
long_stable_break,1,2021,ceded,long,True,41541081.47161042,9581607.95239174,pricing_mc_v1,stable,none,20260817,4,long,0.5700000000000001,0.42999999999999994,17862665.03279248,27444272.98518422,bornhuetter_ferguson_standard,fixed_independent_benchmark,17985733.636869647,-123068.60407716781
long_stable_break,1,2022,ceded,long,True,45918392.86902863,8662148.056353197,pricing_mc_v1,stable,none,20260817,3,long,0.43,0.5700000000000001,26173483.93534632,34835631.99169952,bornhuetter_ferguson_standard,fixed_independent_benchmark,45125526.33539709,-18952042.400050767
long_stable_break,1,2023,ceded,long,True,50298031.47442363,6288724.207702108,pricing_mc_v1,stable,none,20260817,2,long,0.24000000000000002,0.76,38226503.92056196,44515228.12826407,bornhuetter_ferguson_standard,fixed_independent_benchmark,60135813.91462777,-21909309.994065806
long_stable_break,1,2024,ceded,long,True,55633524.22761876,0.0,pricing_mc_v1,stable,none,20260817,1,long,0.04,0.96,53408183.25851401,53408183.25851401,bornhuetter_ferguson_standard,fixed_independent_benchmark,49573542.50787821,3834640.7506358027
long_stable_break,1,2010,ceded,long,True,15972272.856435863,7288499.925202911,pricing_mc_v1,stable,none,20260817,15,long,1.0,0.0,0.0,7288499.925202911,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,0.0,0.0
long_stable_break,1,2011,ceded,long,True,17498404.517573208,9241615.141192606,pricing_mc_v1,stable,none,20260817,14,long,1.0,0.0,0.0,9241615.141192606,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,0.0,0.0
long_stable_break,1,2012,ceded,long,True,19304983.611974623,11569113.444425676,pricing_mc_v1,stable,none,20260817,13,long,1.0,0.0,0.0,11569113.444425676,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,20595.338039141847,-20595.338039141847
long_stable_break,1,2013,ceded,long,True,21528333.92851832,7214069.6035252735,pricing_mc_v1,stable,none,20260817,12,long,1.0,0.0,0.0,7214069.6035252735,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,295629.907705239,-295629.907705239
long_stable_break,1,2014,ceded,long,True,23746610.67814489,11614639.840812244,pricing_mc_v1,stable,none,20260817,11,long,1.0,0.0,0.0,11614639.840812244,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,1051413.0883992268,-1051413.0883992268
long_stable_break,1,2015,ceded,long,True,25974335.14350757,19593530.44198316,pricing_mc_v1,stable,none,20260817,10,long,1.0,0.0,0.0,19593530.44198316,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,6102900.184056167,-6102900.184056167
long_stable_break,1,2016,ceded,long,True,28395784.61858555,20307027.647868253,pricing_mc_v1,stable,none,20260817,9,long,0.9,0.09999999999999998,2839578.4618585543,23146606.10972681,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,10588414.947101424,-7748836.48524287
long_stable_break,1,2017,ceded,long,True,31809697.408839967,7435731.212867104,pricing_mc_v1,stable,none,20260817,8,long,0.8400000000000001,0.15999999999999992,5089551.585414392,12525282.798281496,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,12131314.60113029,-7041763.015715898
long_stable_break,1,2018,ceded,long,True,30943198.2916456,33252604.662274644,pricing_mc_v1,stable,none,20260817,7,accelerated_long,0.9400000000000001,0.05999999999999994,1856591.8974987343,35109196.55977338,bornhuetter_ferguson_break_aware,fixed_independent_benchmark,5900427.5351711605,-4043835.637672426
