analysis_type,experiment_step,experiment_name,source_file,scenario_id,simulation_id,seed,model,basis,success,applicable,fit_attempted,status,failure_type,failure_message,applicability_reason,estimated_reserve,true_reserve,reserve_error,percentage_error,absolute_percentage_error,runtime_seconds,tail_type,inflation_scenario,structural_break,history_window_years,history_start_ay,prior_multiplier,pattern_variant,treaty_variant,calibration_version,prior_version,selected_alpha,selected_power,selected_hyperparameter,validation_metric,observed_paid,true_ultimate,pipeline_reconciliation_passed,model_reconciliation_passed
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1158037839.2782168,695242579.8894112,462795259.3888056,66.56601203315542,66.56601203315542,0.1409456580004189,long,emerging,True,,,,,,,,,,,,1571005312.7491932,2266247892.638604,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,419728299.51266,318321479.60916555,101406819.90349442,31.856731763122458,31.856731763122458,0.1550886790000731,long,emerging,True,,,,,,,,,,,,283822256.21533984,602143735.8245053,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,cashflow_uplift,gross,True,True,True,success,,,,1157973433.8250122,695242579.8894112,462730853.935601,66.55674829484772,66.55674829484772,0.1028245999996215,long,emerging,True,,,,,,,,,,,,1571005312.7491932,2266247892.638604,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,cashflow_uplift,ceded,True,True,True,success,,,,433649258.1821575,318321479.60916555,115327778.57299197,36.22997063050573,36.22997063050573,0.0975017399996431,long,emerging,True,,,,,,,,,,,,283822256.21533984,602143735.8245053,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,regularized_poisson,gross,True,True,True,success,,,,944833092.201276,695242579.8894112,249590512.31186485,35.899773623123885,35.899773623123885,3.044169140000122,long,emerging,True,,,,,,,,0.01,,,,1571005312.7491932,2266247892.638604,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,24,20260840,regularized_poisson,ceded,True,True,True,success,,,,760154016.7745826,318321479.60916555,441832537.1654171,138.80072991238234,138.80072991238234,2.7910012749998714,long,emerging,True,,,,,,,,0.01,,,,283822256.21533984,602143735.8245053,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,chain_ladder,gross,True,True,True,success,,,,1177270222.2176466,782093251.8954546,395176970.322192,50.52811405346542,50.52811405346542,0.0775210140000126,long,shock,True,,,,,,,,,,,,1599740355.8564837,2381833607.751938,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,chain_ladder,ceded,True,True,True,success,,,,463925928.4501251,397126306.2678751,66799622.18225002,16.82074975340249,16.82074975340249,0.0581677919999492,long,shock,True,,,,,,,,,,,,294791294.6471456,691917600.9150207,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1303706466.093191,782093251.8954546,521613214.197736,66.69450387579383,66.69450387579383,0.1425596939998286,long,shock,True,,,,,,,,,,,,1599740355.8564837,2381833607.751938,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,490425724.8561961,397126306.2678751,93299418.58832096,23.493638450983745,23.493638450983745,0.1294248489994061,long,shock,True,,,,,,,,,,,,294791294.6471456,691917600.9150207,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,cashflow_uplift,gross,True,True,True,success,,,,1307487296.3452573,782093251.8954546,525394044.4498026,67.17792835783655,67.17792835783655,0.0948146049995557,long,shock,True,,,,,,,,,,,,1599740355.8564837,2381833607.751938,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,cashflow_uplift,ceded,True,True,True,success,,,,516675651.3749473,397126306.2678751,119549345.10707216,30.10360764830122,30.10360764830122,0.0966310639996663,long,shock,True,,,,,,,,,,,,294791294.6471456,691917600.9150207,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,regularized_poisson,gross,True,True,True,success,,,,1129797484.2162142,782093251.8954546,347704232.32075953,44.458155274716326,44.458155274716326,3.0412538650007264,long,shock,True,,,,,,,,0.01,,,,1599740355.8564837,2381833607.751938,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,24,20260840,regularized_poisson,ceded,True,True,True,success,,,,837671095.1257308,397126306.2678751,440544788.8578557,110.93316708178314,110.93316708178314,2.763248062999992,long,shock,True,,,,,,,,0.01,,,,294791294.6471456,691917600.9150207,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,150436866.06793505,157284835.93575907,-6847969.867824018,-4.353865283377338,4.353865283377338,0.043807144999846,short,stable,False,,,,,,,,,,,,1663070440.3984003,1820355276.33416,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,chain_ladder,ceded,True,True,True,success,,,,61213343.06197304,70838895.44249286,-9625552.380519822,-13.58794814683956,13.58794814683956,0.0393830980001439,short,stable,False,,,,,,,,,,,,329426897.7036132,400265793.14610606,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,149100373.55029386,157284835.93575907,-8184462.385465205,-5.203592791874763,5.203592791874763,0.0806816909998815,short,stable,False,,,,,,,,,,,,1663070440.3984003,1820355276.33416,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,61847274.11112388,70838895.44249286,-8991621.331368983,-12.69305693602803,12.69305693602803,0.0837598660000367,short,stable,False,,,,,,,,,,,,329426897.7036132,400265793.14610606,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,150436866.06793505,157284835.93575907,-6847969.867824018,-4.353865283377338,4.353865283377338,0.0678374279996205,short,stable,False,,,,,,,,,,,,1663070440.3984003,1820355276.33416,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,cashflow_uplift,ceded,True,True,True,success,,,,61213343.06197304,70838895.44249286,-9625552.380519822,-13.58794814683956,13.58794814683956,0.0652794420002464,short,stable,False,,,,,,,,,,,,329426897.7036132,400265793.14610606,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,132562102.43540996,157284835.93575907,-24722733.50034912,-15.718446952156784,15.718446952156784,2.389886799000124,short,stable,False,,,,,,,,0.01,,,,1663070440.3984003,1820355276.33416,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,64435891.58610237,70838895.44249286,-6403003.856390491,-9.038825092337106,9.038825092337106,2.208750456999951,short,stable,False,,,,,,,,0.01,,,,329426897.7036132,400265793.14610606,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,163600151.21507084,174792250.52559975,-11192099.310528904,-6.403086679686483,6.403086679686483,0.041249775000324,short,emerging,False,,,,,,,,,,,,1692811565.8038533,1867603816.329453,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,chain_ladder,ceded,True,True,True,success,,,,72372745.7663641,90963359.60613754,-18590613.839773446,-20.437474957245406,20.437474957245406,0.0390253559999109,short,emerging,False,,,,,,,,,,,,343099626.4513144,434062986.0574519,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,165665401.1926038,174792250.52559975,-9126849.332995951,-5.221541175625088,5.221541175625088,0.0820553900002778,short,emerging,False,,,,,,,,,,,,1692811565.8038533,1867603816.329453,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,74540456.43186986,90963359.60613754,-16422903.17426768,-18.054415805855506,18.054415805855506,0.0810738810005204,short,emerging,False,,,,,,,,,,,,343099626.4513144,434062986.0574519,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,168450130.10128346,174792250.52559975,-6342120.424316287,-3.6283762038909337,3.6283762038909337,0.0597686889996111,short,emerging,False,,,,,,,,,,,,1692811565.8038533,1867603816.329453,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,cashflow_uplift,ceded,True,True,True,success,,,,74661778.98559906,90963359.60613754,-16301580.620538488,-17.921040615828986,17.921040615828986,0.0652427029999671,short,emerging,False,,,,,,,,,,,,343099626.4513144,434062986.0574519,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,141054423.4531315,174792250.52559975,-33737827.07246825,-19.30167211133143,19.30167211133143,2.58907319500031,short,emerging,False,,,,,,,,0.001,,,,1692811565.8038533,1867603816.329453,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,58590513.69503524,90963359.60613754,-32372845.911102302,-35.5888855153037,35.5888855153037,2.2606200549998903,short,emerging,False,,,,,,,,0.01,,,,343099626.4513144,434062986.0574519,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,180192167.72378972,196004988.7531731,-15812821.02938336,-8.067560489134422,8.067560489134422,0.0387957259999893,short,shock,False,,,,,,,,,,,,1720029611.0854402,1916034599.8386133,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,chain_ladder,ceded,True,True,True,success,,,,88695769.44316994,117526740.60372524,-28830971.160555303,-24.531413882877175,24.531413882877175,0.0397608590001254,short,shock,False,,,,,,,,,,,,354821697.0009514,472348437.6046766,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,185761998.7069447,196004988.7531731,-10242990.046228409,-5.225882316254354,5.225882316254354,0.1087397970004531,short,shock,False,,,,,,,,,,,,1720029611.0854402,1916034599.8386133,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,92412113.27343687,117526740.60372524,-25114627.330288365,-21.3692877053142,21.3692877053142,0.1084942520001277,short,shock,False,,,,,,,,,,,,354821697.0009514,472348437.6046766,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,189758626.2692551,196004988.7531731,-6246362.483918011,-3.186838520617445,3.186838520617445,0.0620785379996959,short,shock,False,,,,,,,,,,,,1720029611.0854402,1916034599.8386133,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,cashflow_uplift,ceded,True,True,True,success,,,,93660152.6414162,117526740.60372524,-23866587.962309048,-20.30736821229649,20.30736821229649,0.0668057250004494,short,shock,False,,,,,,,,,,,,354821697.0009514,472348437.6046766,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,171071199.5023486,196004988.7531731,-24933789.25082451,-12.72099726105612,12.72099726105612,2.4773832419996324,short,shock,False,,,,,,,,0.0001,,,,1720029611.0854402,1916034599.8386133,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,74645051.1969353,117526740.60372524,-42881689.40678994,-36.48675117382667,36.48675117382667,2.160480904999531,short,shock,False,,,,,,,,0.01,,,,354821697.0009514,472348437.6046766,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,863633329.7900307,866259735.073673,-2626405.283642292,-0.3031891218421832,0.3031891218421832,0.0567560660001618,long,stable,False,,,,,,,,,,,,1256096345.09212,2122356080.165793,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,363276899.847718,,,,0.0146285050004735,long,stable,False,,,,,,,,,,,,216288335.1029625,579565234.9506805,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,866454184.8300445,866259735.073673,194449.7563714981,0.0224470500588326,0.0224470500588326,0.1222666559997378,long,stable,False,,,,,,,,,,,,1256096345.09212,2122356080.165793,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,363276899.847718,,,,0.0498526119999951,long,stable,False,,,,,,,,,,,,216288335.1029625,579565234.9506805,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,863633329.7900307,866259735.073673,-2626405.283642292,-0.3031891218421832,0.3031891218421832,0.0970649860000776,long,stable,False,,,,,,,,,,,,1256096345.09212,2122356080.165793,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,363276899.847718,,,,0.0234727500001099,long,stable,False,,,,,,,,,,,,216288335.1029625,579565234.9506805,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,791656482.0850317,866259735.073673,-74603252.98864126,-8.612111352756857,8.612111352756857,2.7176210100005846,long,stable,False,,,,,,,,0.001,,,,1256096345.09212,2122356080.165793,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,408282788.2905703,363276899.847718,45005888.44285232,12.388866030765604,12.388866030765604,2.469267263000802,long,stable,False,,,,,,,,0.1,,,,216288335.1029625,579565234.9506805,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,946774839.1488868,1010446645.696698,-63671806.54781103,-6.301352656172127,6.301352656172127,0.0548894809999183,long,emerging,False,,,,,,,,,,,,1283758157.0839994,2294204802.7806973,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,483451898.3606769,,,,0.0141889020005692,long,emerging,False,,,,,,,,,,,,226057121.1318468,709509019.4925238,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1010530071.4360251,1010446645.696698,83425.7393271923,0.0082563230510474,0.0082563230510474,0.1173934970001937,long,emerging,False,,,,,,,,,,,,1283758157.0839994,2294204802.7806973,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,483451898.3606769,,,,0.0551471349999701,long,emerging,False,,,,,,,,,,,,226057121.1318468,709509019.4925238,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,1024231393.617027,1010446645.696698,13784747.920329094,1.3642232352431216,1.3642232352431216,0.1059574329992756,long,emerging,False,,,,,,,,,,,,1283758157.0839994,2294204802.7806973,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,483451898.3606769,,,,0.0214852099998097,long,emerging,False,,,,,,,,,,,,226057121.1318468,709509019.4925238,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,768929515.7992378,1010446645.696698,-241517129.8974601,-23.90201708581409,23.90201708581409,2.9885418619996926,long,emerging,False,,,,,,,,0.01,,,,1283758157.0839994,2294204802.7806973,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,538404100.3115852,483451898.3606769,54952201.9509083,11.366632779237012,11.366632779237012,2.512672582999585,long,emerging,False,,,,,,,,0.1,,,,226057121.1318468,709509019.4925238,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,1043766862.4030396,1137589952.1263585,-93823089.72331904,-8.247531507108247,8.247531507108247,0.0544611450004595,long,shock,False,,,,,,,,,,,,1306922533.5946443,2444512485.721002,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,588661721.2584822,,,,0.0165168019993871,long,shock,False,,,,,,,,,,,,233968647.78719184,822630369.0456741,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1137725561.7036362,1137589952.1263585,135609.57727766037,0.0119207783985944,0.0119207783985944,0.1178223269998852,long,shock,False,,,,,,,,,,,,1306922533.5946443,2444512485.721002,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,588661721.2584822,,,,0.0478325309995852,long,shock,False,,,,,,,,,,,,233968647.78719184,822630369.0456741,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,1160880256.5452142,1137589952.1263585,23290304.418855667,2.0473373886013966,2.0473373886013966,0.0987535280000884,long,shock,False,,,,,,,,,,,,1306922533.5946443,2444512485.721002,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,588661721.2584822,,,,0.0221070500001587,long,shock,False,,,,,,,,,,,,233968647.78719184,822630369.0456741,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,908104524.8053282,1137589952.1263585,-229485427.32103023,-20.17294780883754,20.17294780883754,2.9358912300003794,long,shock,False,,,,,,,,0.01,,,,1306922533.5946443,2444512485.721002,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,578179474.9961526,588661721.2584822,-10482246.262329578,-1.7806909951474166,1.7806909951474166,2.4867843840002024,long,shock,False,,,,,,,,0.1,,,,233968647.78719184,822630369.0456741,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,1142393978.7737677,681863916.6557088,460530062.1180587,67.53987868676039,67.53987868676039,0.0569726149997222,long,stable,True,,,,,,,,,,,,1380758159.0409737,2062622075.6966825,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,275809625.6100403,,,,0.014653900999292,long,stable,True,,,,,,,,,,,,260199576.6163008,536009202.226341,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1166814196.3854787,681863916.6557088,484950279.72977,71.12127037140671,71.12127037140671,0.1254250949996276,long,stable,True,,,,,,,,,,,,1380758159.0409737,2062622075.6966825,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,275809625.6100403,,,,0.0487934760003554,long,stable,True,,,,,,,,,,,,260199576.6163008,536009202.226341,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,1142393978.7737677,681863916.6557088,460530062.1180587,67.53987868676039,67.53987868676039,0.0949652300005254,long,stable,True,,,,,,,,,,,,1380758159.0409737,2062622075.6966825,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,275809625.6100403,,,,0.0233646730002874,long,stable,True,,,,,,,,,,,,260199576.6163008,536009202.226341,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,906454243.6782876,681863916.6557088,224590327.02257872,32.93770524243481,32.93770524243481,2.968865175999781,long,stable,True,,,,,,,,0.001,,,,1380758159.0409737,2062622075.6966825,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,566986620.6416537,275809625.6100403,291176995.0316133,105.5717306412288,105.5717306412288,2.5005827049999425,long,stable,True,,,,,,,,0.1,,,,260199576.6163008,536009202.226341,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,1253309460.3954787,780262403.0145211,473047057.3809576,60.626662973040105,60.626662973040105,0.0878620510002292,long,emerging,True,,,,,,,,,,,,1412944883.3239694,2193207286.3384905,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,359259980.0107991,,,,0.0151387480000266,long,emerging,True,,,,,,,,,,,,273473281.138346,632733261.1491451,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1363646644.7853024,780262403.0145211,583384241.7707813,74.76769859945746,74.76769859945746,0.1369756240001152,long,emerging,True,,,,,,,,,,,,1412944883.3239694,2193207286.3384905,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,359259980.0107991,,,,0.0510839290000149,long,emerging,True,,,,,,,,,,,,273473281.138346,632733261.1491451,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,cashflow_uplift,gross,True,True,True,success,,,,1358396111.6921396,780262403.0145211,578133708.6776185,74.09477971051992,74.09477971051992,0.1130084360002001,long,emerging,True,,,,,,,,,,,,1412944883.3239694,2193207286.3384905,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,359259980.0107991,,,,0.0221573740000167,long,emerging,True,,,,,,,,,,,,273473281.138346,632733261.1491451,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,regularized_poisson,gross,True,True,True,success,,,,917204987.212481,780262403.0145211,136942584.1979599,17.550837214363554,17.550837214363554,3.1965093419994446,long,emerging,True,,,,,,,,0.01,,,,1412944883.3239694,2193207286.3384905,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,25,20260841,regularized_poisson,ceded,True,True,True,success,,,,720699914.8541812,359259980.0107991,361439934.84338206,100.60679033398527,100.60679033398527,2.8089564230003816,long,emerging,True,,,,,,,,0.1,,,,273473281.138346,632733261.1491451,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,25,20260841,chain_ladder,gross,True,True,True,success,,,,1384556030.7622538,877767581.9124196,506788448.8498342,57.73606354266108,57.73606354266108,0.0543434450000859,long,shock,True,,,,,,,,,,,,1439921128.2816482,2317688710.194068,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,25,20260841,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,441627230.3788016,,,,0.0144181919995389,long,shock,True,,,,,,,,,,,,283972251.466566,725599481.8453676,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,25,20260841,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1535398561.0032003,877767581.9124196,657630979.0907807,74.92085520611045,74.92085520611045,0.1301265990005049,long,shock,True,,,,,,,,,,,,1439921128.2816482,2317688710.194068,True,True
