analysis_type,experiment_step,experiment_name,source_file,scenario_id,simulation_id,seed,model,basis,success,applicable,fit_attempted,status,failure_type,failure_message,applicability_reason,estimated_reserve,true_reserve,reserve_error,percentage_error,absolute_percentage_error,runtime_seconds,tail_type,inflation_scenario,structural_break,history_window_years,history_start_ay,prior_multiplier,pattern_variant,treaty_variant,calibration_version,prior_version,selected_alpha,selected_power,selected_hyperparameter,validation_metric,observed_paid,true_ultimate,pipeline_reconciliation_passed,model_reconciliation_passed
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,156977298.09469438,137564271.0944117,19413027.000282675,14.111968787999702,14.111968787999702,0.0400333170000521,short,shock,False,,,,,,,,,,,,1678097977.1704264,1815662248.2648385,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,chain_ladder,ceded,True,True,True,success,,,,93489781.06813994,76170535.19235645,17319245.87578349,22.737461187644957,22.737461187644957,0.0391970419996141,short,shock,False,,,,,,,,,,,,326703813.45461977,402874348.6469762,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,164111009.34499568,137564271.0944117,26546738.250583977,19.29769847896384,19.29769847896384,0.0808401900003445,short,shock,False,,,,,,,,,,,,1678097977.1704264,1815662248.2648385,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,95608901.8419178,76170535.19235645,19438366.64956136,25.519535343256926,25.519535343256926,0.0807743120003579,short,shock,False,,,,,,,,,,,,326703813.45461977,402874348.6469762,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,165415934.73803967,137564271.0944117,27851663.64362797,20.24629173116696,20.24629173116696,0.0601119100001596,short,shock,False,,,,,,,,,,,,1678097977.1704264,1815662248.2648385,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,cashflow_uplift,ceded,True,True,True,success,,,,98917952.91826922,76170535.19235645,22747417.725912765,29.8638018867372,29.8638018867372,0.07666343100027,short,shock,False,,,,,,,,,,,,326703813.45461977,402874348.6469762,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,157268132.41249382,137564271.0944117,19703861.318082124,14.32338583363639,14.32338583363639,2.464858103000552,short,shock,False,,,,,,,,0.001,,,,1678097977.1704264,1815662248.2648385,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,87258344.9722639,76170535.19235645,11087809.77990745,14.556560160575172,14.556560160575172,2.193873762000294,short,shock,False,,,,,,,,0.001,,,,326703813.45461977,402874348.6469762,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,789784022.4107646,753704745.1874814,36079277.22328317,4.78692451568798,4.78692451568798,0.0554320789997291,long,stable,False,,,,,,,,,,,,1270098468.1734135,2023803213.3608952,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,293222850.623987,,,,0.01501584000016,long,stable,False,,,,,,,,,,,,211020629.8660634,504243480.4900504,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,797796993.5499039,753704745.1874814,44092248.36242247,5.850069094557004,5.850069094557004,0.1167368149999674,long,stable,False,,,,,,,,,,,,1270098468.1734135,2023803213.3608952,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,293222850.623987,,,,0.0475057339999693,long,stable,False,,,,,,,,,,,,211020629.8660634,504243480.4900504,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,789784022.4107646,753704745.1874814,36079277.22328317,4.78692451568798,4.78692451568798,0.1011743159997422,long,stable,False,,,,,,,,,,,,1270098468.1734135,2023803213.3608952,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,293222850.623987,,,,0.0218123889999333,long,stable,False,,,,,,,,,,,,211020629.8660634,504243480.4900504,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,744790760.4000375,753704745.1874814,-8913984.787443876,-1.1826892220542613,1.1826892220542613,2.755894120999983,long,stable,False,,,,,,,,0.0001,,,,1270098468.1734135,2023803213.3608952,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,267622464.8396552,293222850.623987,-25600385.78433186,-8.730692621619859,8.730692621619859,2.2937615410000944,long,stable,False,,,,,,,,1.0,,,,211020629.8660634,504243480.4900504,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,864390321.6322134,876628637.4508647,-12238315.81865132,-1.3960661671102754,1.3960661671102754,0.0554177069998331,long,emerging,False,,,,,,,,,,,,1296407242.6530857,2173035880.10395,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,390768912.1781554,,,,0.014820432000306,long,emerging,False,,,,,,,,,,,,219614189.6998444,610383101.8779998,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,931043332.9807854,876628637.4508647,54414695.5299207,6.207268757287279,6.207268757287279,0.1224978119998922,long,emerging,False,,,,,,,,,,,,1296407242.6530857,2173035880.10395,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,390768912.1781554,,,,0.0568171549994076,long,emerging,False,,,,,,,,,,,,219614189.6998444,610383101.8779998,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,935626760.4272702,876628637.4508647,58998122.9764055,6.730115861599646,6.730115861599646,0.1028333119993476,long,emerging,False,,,,,,,,,,,,1296407242.6530857,2173035880.10395,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,390768912.1781554,,,,0.021031731000221,long,emerging,False,,,,,,,,,,,,219614189.6998444,610383101.8779998,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,722785024.9047316,876628637.4508647,-153843612.54613304,-17.54946233487108,17.54946233487108,2.97399239600054,long,emerging,False,,,,,,,,0.0001,,,,1296407242.6530857,2173035880.10395,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_no_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,327727441.7574782,390768912.1781554,-63041470.420677245,-16.132672906164043,16.132672906164043,2.5123240369994164,long,emerging,False,,,,,,,,1.0,,,,219614189.6998444,610383101.8779998,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,950601004.7456864,986844249.6948496,-36243244.9491632,-3.6726408407780937,3.6726408407780937,0.0542088189995411,long,shock,False,,,,,,,,,,,,1318633383.012058,2305477632.706908,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,478333467.9938602,,,,0.0154124009995939,long,shock,False,,,,,,,,,,,,226586283.8023301,704919751.7961903,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1048233698.3845788,986844249.6948496,61389448.689728975,6.220783949312337,6.220783949312337,0.1208652790000996,long,shock,False,,,,,,,,,,,,1318633383.012058,2305477632.706908,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,478333467.9938602,,,,0.0503394110000954,long,shock,False,,,,,,,,,,,,226586283.8023301,704919751.7961903,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,1057835214.6835707,986844249.6948496,70990964.98872113,7.19373548669639,7.19373548669639,0.0935929790002774,long,shock,False,,,,,,,,,,,,1318633383.012058,2305477632.706908,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,478333467.9938602,,,,0.0214130370004568,long,shock,False,,,,,,,,,,,,226586283.8023301,704919751.7961903,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,877298652.383919,986844249.6948496,-109545597.31093071,-11.100596405643977,11.100596405643977,2.9346387840005264,long,shock,False,,,,,,,,0.0001,,,,1318633383.012058,2305477632.706908,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_no_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,365140097.8423983,478333467.9938602,-113193370.1514619,-23.66411253350034,23.66411253350034,2.399627349000184,long,shock,False,,,,,,,,1.0,,,,226586283.8023301,704919751.7961903,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,1039338458.7239631,591356811.3197736,447981647.4041897,75.75488078075855,75.75488078075855,0.0554329529995811,long,stable,True,,,,,,,,,,,,1380603316.2988164,1971960127.61859,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,226772033.53442088,,,,0.0146210869997958,long,stable,True,,,,,,,,,,,,243276641.8485656,470048675.3829865,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1067244407.2375628,591356811.3197736,475887595.9177891,80.47385044161688,80.47385044161688,0.1230878880005548,long,stable,True,,,,,,,,,,,,1380603316.2988164,1971960127.61859,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,226772033.53442088,,,,0.0530172589997164,long,stable,True,,,,,,,,,,,,243276641.8485656,470048675.3829865,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,1039338458.723963,591356811.3197736,447981647.4041895,75.7548807807585,75.7548807807585,0.0986322280004969,long,stable,True,,,,,,,,,,,,1380603316.2988164,1971960127.61859,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,226772033.53442088,,,,0.0224102140000468,long,stable,True,,,,,,,,,,,,243276641.8485656,470048675.3829865,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,867139405.0751967,591356811.3197736,275782593.7554232,46.63556561392086,46.63556561392086,2.783882331999848,long,stable,True,,,,,,,,0.0001,,,,1380603316.2988164,1971960127.61859,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,446405279.1789528,226772033.53442088,219633245.64453197,96.8519981151885,96.8519981151885,2.450022923999313,long,stable,True,,,,,,,,0.1,,,,243276641.8485656,470048675.3829865,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,1138378401.498976,674588726.370204,463789675.128772,68.75147137787347,68.75147137787347,0.0567646499994225,long,emerging,True,,,,,,,,,,,,1411030981.7609017,2085619708.131106,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,294051928.4134518,,,,0.014504085000226,long,emerging,True,,,,,,,,,,,,254547201.783339,548599130.1967907,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1248188880.1883674,674588726.370204,573600153.8181634,85.02960861865641,85.02960861865641,0.1173686610000004,long,emerging,True,,,,,,,,,,,,1411030981.7609017,2085619708.131106,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,294051928.4134518,,,,0.0517668049997155,long,emerging,True,,,,,,,,,,,,254547201.783339,548599130.1967907,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,1234645161.5552409,674588726.370204,560056435.1850369,83.02190850395067,83.02190850395067,0.1023243039999215,long,emerging,True,,,,,,,,,,,,1411030981.7609017,2085619708.131106,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,294051928.4134518,,,,0.0214172659998439,long,emerging,True,,,,,,,,,,,,254547201.783339,548599130.1967907,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,837705108.0781429,674588726.370204,163116381.7079389,24.180122692774315,24.180122692774315,3.007828322000023,long,emerging,True,,,,,,,,0.0001,,,,1411030981.7609017,2085619708.131106,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_emerging_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,570905893.271119,294051928.4134518,276853964.8576672,94.15138555677032,94.15138555677032,2.469807768999999,long,emerging,True,,,,,,,,0.1,,,,254547201.783339,548599130.1967907,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,chain_ladder,gross,True,True,True,success,,,,1254448486.471135,758782001.7761803,495666484.6949544,65.32396439750588,65.32396439750588,0.0529902870002843,long,shock,True,,,,,,,,,,,,1436881202.4604588,2195663204.236639,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,362645239.5547047,,,,0.0143900940001913,long,shock,True,,,,,,,,,,,,263996559.23431912,626641798.7890239,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,1405396810.2988667,758782001.7761803,646614808.5226865,85.21746786416529,85.21746786416529,0.1158342349999657,long,shock,True,,,,,,,,,,,,1436881202.4604588,2195663204.236639,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,inflation_adjusted_chain_ladder,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,362645239.5547047,,,,0.0490206140002555,long,shock,True,,,,,,,,,,,,263996559.23431912,626641798.7890239,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,cashflow_uplift,gross,True,True,True,success,,,,1398810671.870577,758782001.7761803,640028670.0943971,84.34947963923739,84.34947963923739,0.0995059740007491,long,shock,True,,,,,,,,,,,,1436881202.4604588,2195663204.236639,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,cashflow_uplift,ceded,False,True,True,failed,known_sparse_ceded_chain_ladder_limitation,ValueError: The Chain Ladder denominator is zero for development 1 to 2.,,,362645239.5547047,,,,0.0210937030005879,long,shock,True,,,,,,,,,,,,263996559.23431912,626641798.7890239,True,False
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,regularized_poisson,gross,True,True,True,success,,,,1042209860.683204,758782001.7761803,283427858.90702367,37.35300234369912,37.35300234369912,3.0277806340000097,long,shock,True,,,,,,,,0.0001,,,,1436881202.4604588,2195663204.236639,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_shock_break,32,20260848,regularized_poisson,ceded,True,True,True,success,,,,645669183.0567858,362645239.5547047,283023943.5020812,78.04430132589326,78.04430132589326,2.4311456790001102,long,shock,True,,,,,,,,0.1,,,,263996559.23431912,626641798.7890239,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,chain_ladder,gross,True,True,True,success,,,,127653323.45984188,117942981.210178,9710342.24966389,8.233081909604916,8.233081909604916,0.0415607599998111,short,stable,False,,,,,,,,,,,,1663532972.6883743,1781475953.898553,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,chain_ladder,ceded,True,True,True,success,,,,49703823.0781861,50303056.34022082,-599233.2620347142,-1.1912462296164403,1.1912462296164403,0.0418954460001259,short,stable,False,,,,,,,,,,,,317229108.8172032,367532165.157424,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,128681009.0645049,117942981.210178,10738027.85432692,9.104422954335387,9.104422954335387,0.0821194130003277,short,stable,False,,,,,,,,,,,,1663532972.6883743,1781475953.898553,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,50930153.79193513,50303056.34022082,627097.4517143145,1.2466388671753652,1.2466388671753652,0.0799789040001996,short,stable,False,,,,,,,,,,,,317229108.8172032,367532165.157424,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,cashflow_uplift,gross,True,True,True,success,,,,127653323.45984188,117942981.210178,9710342.24966389,8.233081909604916,8.233081909604916,0.058775773999514,short,stable,False,,,,,,,,,,,,1663532972.6883743,1781475953.898553,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,cashflow_uplift,ceded,True,True,True,success,,,,49703823.0781861,50303056.34022082,-599233.2620347142,-1.1912462296164403,1.1912462296164403,0.0601932480003597,short,stable,False,,,,,,,,,,,,317229108.8172032,367532165.157424,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,regularized_poisson,gross,True,True,True,success,,,,129461188.27117606,117942981.210178,11518207.060998067,9.765911411440644,9.765911411440644,2.276681323000048,short,stable,False,,,,,,,,0.001,,,,1663532972.6883743,1781475953.898553,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_stable_no_break,33,20260849,regularized_poisson,ceded,True,True,True,success,,,,73799597.5529805,50303056.34022082,23496541.21275968,46.70996739013759,46.70996739013759,2.047893309999381,short,stable,False,,,,,,,,0.001,,,,317229108.8172032,367532165.157424,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,chain_ladder,gross,True,True,True,success,,,,138432776.19544554,130967825.6886176,7464950.5068279505,5.699835411924938,5.699835411924938,0.0439048370008094,short,emerging,False,,,,,,,,,,,,1692958228.6207385,1823926054.309356,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,chain_ladder,ceded,True,True,True,success,,,,58259230.10796586,64851470.02798017,-6592239.920014314,-10.16513568184359,10.16513568184359,0.0399992829998154,short,emerging,False,,,,,,,,,,,,330188174.6209585,395039644.64893866,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,142938864.4425404,130967825.6886176,11971038.75392282,9.140442464384,9.140442464384,0.0790427290003208,short,emerging,False,,,,,,,,,,,,1692958228.6207385,1823926054.309356,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,61234630.58925516,64851470.02798017,-3616839.4387250096,-5.577112495930353,5.577112495930353,0.0791133920001811,short,emerging,False,,,,,,,,,,,,330188174.6209585,395039644.64893866,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,cashflow_uplift,gross,True,True,True,success,,,,142493577.9221543,130967825.6886176,11525752.23353672,8.800445584963562,8.800445584963562,0.0602431339993927,short,emerging,False,,,,,,,,,,,,1692958228.6207385,1823926054.309356,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,cashflow_uplift,ceded,True,True,True,success,,,,59999597.96362752,64851470.02798017,-4851872.064352654,-7.481514393211616,7.481514393211616,0.0612335469995741,short,emerging,False,,,,,,,,,,,,330188174.6209585,395039644.64893866,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,regularized_poisson,gross,True,True,True,success,,,,143619370.0310642,130967825.6886176,12651544.342446623,9.660039995262876,9.660039995262876,2.389458896999713,short,emerging,False,,,,,,,,0.0001,,,,1692958228.6207385,1823926054.309356,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_emerging_no_break,33,20260849,regularized_poisson,ceded,True,True,True,success,,,,72921340.53878292,64851470.02798017,8069870.510802753,12.443620024836765,12.443620024836765,2.096036345000357,short,emerging,False,,,,,,,,0.01,,,,330188174.6209585,395039644.64893866,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,chain_ladder,gross,True,True,True,success,,,,151854798.07147145,146838308.770611,5016489.300860465,3.4163355209280994,3.4163355209280994,0.0446838530006061,short,shock,False,,,,,,,,,,,,1718752830.2189686,1865591138.98958,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,chain_ladder,ceded,True,True,True,success,,,,71413973.03483972,83982657.97744578,-12568684.942606062,-14.965809900874396,14.965809900874396,0.0388088250001601,short,shock,False,,,,,,,,,,,,341202872.3530997,425185530.3305454,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,inflation_adjusted_chain_ladder,gross,True,True,True,success,,,,160269358.15300137,146838308.770611,13431049.38239038,9.146829253782949,9.146829253782949,0.0933361409997814,short,shock,False,,,,,,,,,,,,1718752830.2189686,1865591138.98958,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,inflation_adjusted_chain_ladder,ceded,True,True,True,success,,,,76683890.7947801,83982657.97744578,-7298767.182665676,-8.69080279005437,8.69080279005437,0.0842397719998189,short,shock,False,,,,,,,,,,,,341202872.3530997,425185530.3305454,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,cashflow_uplift,gross,True,True,True,success,,,,159860027.45844755,146838308.770611,13021718.687836558,8.86806637645148,8.86806637645148,0.0672921949999363,short,shock,False,,,,,,,,,,,,1718752830.2189686,1865591138.98958,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,cashflow_uplift,ceded,True,True,True,success,,,,75287786.50943989,83982657.97744578,-8694871.468005896,-10.353174902300632,10.353174902300632,0.0606946480002079,short,shock,False,,,,,,,,,,,,341202872.3530997,425185530.3305454,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,regularized_poisson,gross,True,True,True,success,,,,164194317.2623883,146838308.770611,17356008.4917773,11.819809583131772,11.819809583131772,2.300975766999727,short,shock,False,,,,,,,,0.0001,,,,1718752830.2189686,1865591138.98958,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,short_shock_no_break,33,20260849,regularized_poisson,ceded,True,True,True,success,,,,87927573.62520903,83982657.97744578,3944915.647763252,4.697297921700324,4.697297921700324,2.233359403000577,short,shock,False,,,,,,,,0.001,,,,341202872.3530997,425185530.3305454,True,True
baseline_model,16,frozen_baseline_experiment,data/final/baseline_step16/results.csv,long_stable_no_break,33,20260849,chain_ladder,gross,True,True,True,success,,,,885680442.523868,789753133.156526,95927309.367342,12.146493041937648,12.146493041937648,0.0525862349995804,long,stable,False,,,,,,,,,,,,1285213903.8034298,2074967036.959956,True,True
