experiment_step,experiment_name,analysis_type,model,basis,scenario_id,history_window_years,history_start_ay,prior_multiplier,pattern_variant,calibration_version,prior_version,scheduled_count,attempted_count,applicable_count,structurally_not_applicable_count,successful_count,failed_count,applicability_rate,conditional_success_rate,unconditional_success_rate
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_emerging_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_emerging_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_shock_break,,,,,,,50,50,50,0,8,42,1.0,0.16,0.16
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_shock_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_stable_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,long_stable_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,cashflow_uplift,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_emerging_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_emerging_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_shock_break,,,,,,,50,50,50,0,8,42,1.0,0.16,0.16
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_shock_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_stable_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,long_stable_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,chain_ladder,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_emerging_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_emerging_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_shock_break,,,,,,,50,50,50,0,8,42,1.0,0.16,0.16
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_shock_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_stable_break,,,,,,,50,50,50,0,7,43,1.0,0.14,0.14
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,long_stable_no_break,,,,,,,50,50,50,0,0,50,1.0,0.0,0.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,inflation_adjusted_chain_ladder,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
16,frozen_baseline_experiment,baseline_model,regularized_poisson,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,ceded,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
20,expected_loss_reserving,baseline_model,expected_loss,gross,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,ceded,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_break_aware,gross,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,ceded,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_emerging_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_shock_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_stable_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,long_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,short_emerging_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,short_shock_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
21,paid_bornhuetter_ferguson,baseline_model,bornhuetter_ferguson_standard,gross,short_stable_no_break,,,,,,pricing_mc_v1,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
24,poisson_break_interaction,baseline_model,regularized_poisson_break_interaction,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,ceded,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_emerging_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_shock_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_stable_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,long_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,short_emerging_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,short_shock_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
25,regularized_tweedie,baseline_model,regularized_tweedie,gross,short_stable_no_break,,,,,,,50,50,50,0,50,0,1.0,1.0,1.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_break,5.0,2020.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_break,7.0,2018.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_break,10.0,2015.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_break,15.0,2010.0,,,,,50,50,50,0,7,43,1.0,0.14,0.14
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_no_break,5.0,2020.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_no_break,7.0,2018.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_no_break,10.0,2015.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_emerging_no_break,15.0,2010.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_break,5.0,2020.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_break,7.0,2018.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_break,10.0,2015.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_break,15.0,2010.0,,,,,50,50,50,0,8,42,1.0,0.16,0.16
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_no_break,5.0,2020.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_no_break,7.0,2018.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_no_break,10.0,2015.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_shock_no_break,15.0,2010.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_stable_break,5.0,2020.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_stable_break,7.0,2018.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
26,history_window_sensitivity,history_sensitivity,cashflow_uplift,ceded,long_stable_break,10.0,2015.0,,,,,50,50,50,0,0,50,1.0,0.0,0.0
