analysis_type,experiment_step,experiment_name,source_file,scenario_id,simulation_id,seed,treaty_variant,tail_type,inflation_scenario,structural_break,gross_ultimate,ceded_ultimate,retained_ultimate,ceded_share,attachment_frequency,exhaustion_frequency,gross_true_reserve,ceded_true_reserve,retained_true_reserve,base_attachment,base_limit,index_reference_year,minimum_applied_index_factor,maximum_applied_index_factor,mean_applied_index_factor,success,status,failure_message,runtime_seconds
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,10,20260826,fixed_nominal,long,emerging,True,2227415440.660858,582576637.3814499,1644838803.279408,0.2615482620559565,0.6073232323232324,0.0315656565656565,753339760.4341314,341665288.94157326,411674471.4925581,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2293313999980455
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,10,20260826,fully_indexed,long,emerging,True,2227415440.660858,360303115.2264217,1867112325.434436,0.1617583808791064,0.279040404040404,0.0151515151515151,753339760.4341314,183162998.45821023,570176761.9759212,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4623028999994858
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,11,20260827,fixed_nominal,long,emerging,True,2009324085.816408,566865653.7164721,1442458432.099936,0.282117582583075,0.6137931034482759,0.0386206896551724,686489796.4635129,347078090.3447683,339411706.1187445,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2680870999975013
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,11,20260827,fully_indexed,long,emerging,True,2009324085.816408,331071756.77276105,1678252329.043647,0.1647677241863367,0.2841379310344827,0.0137931034482758,686489796.4635129,165415575.3400424,521074221.1234704,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4449146000042674
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,12,20260828,fixed_nominal,long,emerging,True,2025826962.6261616,564105664.2702267,1461721298.3559349,0.2784569830875159,0.5937921727395412,0.0310391363022942,666743048.8152063,325126140.5975814,341616908.2176248,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.24860350000381
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,12,20260828,fully_indexed,long,emerging,True,2025826962.6261616,343061525.6267981,1682765436.9993637,0.1693439429703677,0.291497975708502,0.0094466936572199,666743048.8152063,177362143.7588488,489380905.0563575,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4456709000005503
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,13,20260829,fixed_nominal,long,emerging,True,2162902635.1482644,583460482.4638203,1579442152.684444,0.269758089422192,0.6152882205513784,0.0300751879699248,674726389.3585835,337192029.1110455,337534360.2475379,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2347980000049574
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,13,20260829,fully_indexed,long,emerging,True,2162902635.1482644,343215270.95434946,1819687364.193916,0.15868271894302,0.2894736842105263,0.0100250626566416,674726389.3585835,165385558.69302803,509340830.66555536,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4759341000026325
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,14,20260830,fixed_nominal,long,emerging,True,1988610188.228087,537521053.3758795,1451089134.8522077,0.2702998589456224,0.6256756756756757,0.0243243243243243,637567991.0950687,307592092.7292216,329975898.3658471,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2324867999996058
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,14,20260830,fully_indexed,long,emerging,True,1988610188.228087,318048550.9226214,1670561637.3054657,0.1599350907509995,0.2756756756756757,0.0081081081081081,637567991.0950687,164240402.28370073,473327588.8113679,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4850449000005028
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,15,20260831,fixed_nominal,long,emerging,True,2182032618.712105,624332013.6495768,1557700605.0625277,0.28612405162764,0.6455525606469003,0.0377358490566037,720691751.0748918,323906786.8950167,396784964.1798752,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2265477000037208
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,15,20260831,fully_indexed,long,emerging,True,2182032618.712105,400708244.09171313,1781324374.6203914,0.1836398964229151,0.2870619946091644,0.0188679245283018,720691751.0748918,171974690.3055783,548717060.7693136,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4781690999952843
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,16,20260832,fixed_nominal,long,emerging,True,2172887565.2286906,585246484.5746908,1587641080.654,0.2693404361735096,0.5986928104575163,0.0300653594771241,672302290.0199585,318161411.8648353,354140878.15512323,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2313827000034507
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,16,20260832,fully_indexed,long,emerging,True,2172887565.2286906,363806303.58477545,1809081261.6439152,0.1674298796709648,0.2954248366013072,0.0130718954248366,672302290.0199585,157596749.4331054,514705540.5868532,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4901651999971363
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,17,20260833,fixed_nominal,long,emerging,True,1959966261.6152384,495499041.3705843,1464467220.2446537,0.2528099850873126,0.6123822341857336,0.0215343203230148,695951031.1028776,315284076.6553456,380666954.447532,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2238885999977355
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,17,20260833,fully_indexed,long,emerging,True,1959966261.6152384,269888280.25920314,1690077981.3560345,0.1377004724748599,0.2799461641991924,0.0067294751009421,695951031.1028776,142630449.69763303,553320581.4052445,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4826331000003847
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,18,20260834,fixed_nominal,long,emerging,True,1986393554.0815568,559613171.7366182,1426780382.3449388,0.2817232116902257,0.6505524861878453,0.0290055248618784,633155586.1706187,309103360.7102196,324052225.46039915,2000000.0,5000000.0,2010,1.0,1.0,1.0,True,success,,0.2271082000006572
treaty_sensitivity,29,treaty_indexation_sensitivity,outputs/step29_treaty_indexation_sensitivity/final_50/results.csv,long_emerging_break,18,20260834,fully_indexed,long,emerging,True,1986393554.0815568,340410408.654362,1645983145.427195,0.1713710799931369,0.2955801104972376,0.0124309392265193,633155586.1706187,148665593.1553454,484489993.0152733,2000000.0,5000000.0,2010,1.0,1.8687743048810856,1.3566921173701358,True,success,,0.4484287000013864
